scenario,sku_id,region,week,opening_inv,supply_receipt,gross_avail,demand_fcst,demand_fulfilled,stockout_qty,closing_inv,safety_stock_qty,reorder_qty,fill_rate,inv_cover_wks,inv_value
Base,SKU-A001,EMEA,2024-W12,0.0,1448.0,1448.0,1422.0,1422.0,0.0,26.0,4030.6,1174.0,1.0,0.02,1753.7
Base,SKU-A001,EMEA,2024-W13,26.0,1273.0,1299.0,1437.0,1299.0,138.0,0.0,4030.6,1454.0,0.904,0.0,0.0
Base,SKU-A001,EMEA,2024-W14,0.0,1437.0,1437.0,1466.0,1437.0,29.0,0.0,4030.6,1087.0,0.9802,0.0,0.0
Base,SKU-A001,EMEA,2024-W15,0.0,1174.0,1174.0,1318.0,1174.0,144.0,0.0,4030.6,1281.0,0.8907,0.0,0.0
Base,SKU-A001,EMEA,2024-W16,0.0,1454.0,1454.0,1105.0,1105.0,0.0,349.0,4030.6,1399.0,1.0,0.23,23540.05
Base,SKU-A001,EMEA,2024-W17,349.0,1087.0,1436.0,1370.0,1370.0,0.0,66.0,4030.6,1109.0,1.0,0.04,4451.7
Base,SKU-A001,EMEA,2024-W18,66.0,1281.0,1347.0,1414.0,1347.0,67.0,0.0,4030.6,1333.0,0.9526,0.0,0.0
Base,SKU-A001,EMEA,2024-W19,0.0,1399.0,1399.0,1577.0,1399.0,178.0,0.0,4030.6,1138.0,0.8871,0.0,0.0
Base,SKU-A001,EMEA,2024-W20,0.0,1109.0,1109.0,1594.0,1109.0,485.0,0.0,4030.6,1327.0,0.6957,0.0,0.0
Base,SKU-A001,EMEA,2024-W21,0.0,1333.0,1333.0,1722.0,1333.0,389.0,0.0,4030.6,1387.0,0.7741,0.0,0.0
Base,SKU-A001,EMEA,2024-W22,0.0,1138.0,1138.0,1743.0,1138.0,605.0,0.0,4030.6,1382.0,0.6529,0.0,0.0
Base,SKU-A001,EMEA,2024-W23,0.0,1327.0,1327.0,1752.0,1327.0,425.0,0.0,4030.6,1268.0,0.7574,0.0,0.0
Base,SKU-A001,EMEA,2024-W24,0.0,1387.0,1387.0,1876.0,1387.0,489.0,0.0,4030.6,1009.0,0.7393,0.0,0.0
Base,SKU-A001,EMEA,2024-W25,0.0,1382.0,1382.0,1719.0,1382.0,337.0,0.0,4030.6,1252.0,0.804,0.0,0.0
Base,SKU-A001,EMEA,2024-W26,0.0,1268.0,1268.0,1638.0,1268.0,370.0,0.0,4030.6,1315.0,0.7741,0.0,0.0
Base,SKU-A002,APAC,2024-W01,1539.0,0.0,1539.0,979.0,979.0,0.0,560.0,2828.9,1369.0,1.0,0.51,82258.4
Base,SKU-A002,APAC,2024-W02,560.0,0.0,560.0,888.0,560.0,328.0,0.0,2828.9,1276.0,0.6306,0.0,0.0
Base,SKU-A002,APAC,2024-W03,0.0,0.0,0.0,1010.0,0.0,1010.0,0.0,2828.9,1365.0,0.0,0.0,0.0
Base,SKU-A002,APAC,2024-W04,0.0,0.0,0.0,1080.0,0.0,1080.0,0.0,2828.9,1292.0,0.0,0.0,0.0
Base,SKU-A002,APAC,2024-W05,0.0,207.0,207.0,1214.0,207.0,1007.0,0.0,2828.9,1239.0,0.1705,0.0,0.0
Base,SKU-A002,APAC,2024-W06,0.0,0.0,0.0,1263.0,0.0,1263.0,0.0,2828.9,1251.0,0.0,0.0,0.0
Base,SKU-A002,APAC,2024-W07,0.0,1369.0,1369.0,1278.0,1278.0,0.0,91.0,2828.9,1425.0,1.0,0.08,13366.99
Base,SKU-A002,APAC,2024-W08,91.0,1276.0,1367.0,1317.0,1317.0,0.0,50.0,2828.9,1580.0,1.0,0.05,7344.5
Base,SKU-A002,APAC,2024-W09,50.0,1365.0,1415.0,1268.0,1268.0,0.0,147.0,2828.9,1402.0,1.0,0.14,21592.83
Base,SKU-A002,APAC,2024-W10,147.0,1292.0,1439.0,1140.0,1140.0,0.0,299.0,2828.9,1381.0,1.0,0.27,43920.11
Base,SKU-A002,APAC,2024-W11,299.0,1239.0,1538.0,1149.0,1149.0,0.0,389.0,2828.9,1202.0,1.0,0.36,57140.21
Base,SKU-A002,APAC,2024-W12,389.0,1251.0,1640.0,1031.0,1031.0,0.0,609.0,2828.9,1230.0,1.0,0.56,89456.01
Base,SKU-A002,APAC,2024-W13,609.0,1425.0,2034.0,1085.0,1085.0,0.0,949.0,2828.9,1321.0,1.0,0.87,139398.61
Base,SKU-B001,AMER,2024-W05,569.0,0.0,569.0,538.0,538.0,0.0,31.0,1291.1846,1058.0,1.0,0.06,5781.19
Base,SKU-B001,AMER,2024-W06,31.0,0.0,31.0,579.0,31.0,548.0,0.0,1291.1846,0.0,0.0535,0.0,0.0
Base,SKU-B002,AMER,2024-W02,1420.0,0.0,1420.0,780.0,780.0,0.0,640.0,2804.4154,2257.0,1.0,0.64,157779.2
Base,SKU-B002,AMER,2024-W03,640.0,841.0,1481.0,925.0,925.0,0.0,556.0,2804.4154,1800.0,1.0,0.56,137070.68
Base,SKU-B002,EMEA,2024-W01,573.0,0.0,573.0,953.0,573.0,380.0,0.0,1762.8308,1170.0,0.6013,0.0,0.0
Base,SKU-B002,EMEA,2024-W02,0.0,0.0,0.0,915.0,0.0,915.0,0.0,1762.8308,1052.0,0.0,0.0,0.0
Base,SKU-B002,EMEA,2024-W03,0.0,0.0,0.0,948.0,0.0,948.0,0.0,1762.8308,855.0,0.0,0.0,0.0
Base,SKU-B002,EMEA,2024-W04,0.0,0.0,0.0,1114.0,0.0,1114.0,0.0,1762.8308,1165.0,0.0,0.0,0.0
Base,SKU-B002,EMEA,2024-W05,0.0,1506.0,1506.0,1098.0,1098.0,0.0,408.0,1762.8308,910.0,1.0,0.37,73672.56
Base,SKU-B002,EMEA,2024-W06,408.0,1052.0,1460.0,1069.0,1069.0,0.0,391.0,1762.8308,1074.0,1.0,0.35,70602.87
Base,SKU-B002,EMEA,2024-W07,391.0,855.0,1246.0,1224.0,1224.0,0.0,22.0,1762.8308,959.0,1.0,0.02,3972.54
Base,SKU-B002,EMEA,2024-W08,22.0,1165.0,1187.0,1208.0,1187.0,21.0,0.0,1762.8308,986.0,0.9826,0.0,0.0
Base,SKU-B002,EMEA,2024-W09,0.0,910.0,910.0,1335.0,910.0,425.0,0.0,1762.8308,982.0,0.6816,0.0,0.0
Base,SKU-B002,EMEA,2024-W10,0.0,1074.0,1074.0,1143.0,1074.0,69.0,0.0,1762.8308,976.0,0.9396,0.0,0.0
Base,SKU-B002,EMEA,2024-W11,0.0,959.0,959.0,1197.0,959.0,238.0,0.0,1762.8308,852.0,0.8012,0.0,0.0
Base,SKU-B002,EMEA,2024-W12,0.0,986.0,986.0,1150.0,986.0,164.0,0.0,1762.8308,870.0,0.8574,0.0,0.0
Base,SKU-B002,EMEA,2024-W13,0.0,982.0,982.0,961.0,961.0,0.0,21.0,1762.8308,1032.0,1.0,0.02,3791.97
Base,SKU-B002,EMEA,2024-W14,21.0,976.0,997.0,995.0,995.0,0.0,2.0,1762.8308,1091.0,1.0,0.0,361.14
Base,SKU-B002,EMEA,2024-W15,2.0,852.0,854.0,892.0,854.0,38.0,0.0,1762.8308,849.0,0.9574,0.0,0.0
Base,SKU-B002,EMEA,2024-W16,0.0,870.0,870.0,819.0,819.0,0.0,51.0,1762.8308,822.0,1.0,0.05,9209.07
Base,SKU-B002,EMEA,2024-W17,51.0,1032.0,1083.0,832.0,832.0,0.0,251.0,1762.8308,1101.0,1.0,0.23,45323.07
Base,SKU-B002,EMEA,2024-W18,251.0,1091.0,1342.0,1016.0,1016.0,0.0,326.0,1762.8308,1134.0,1.0,0.3,58865.82
Base,SKU-B002,EMEA,2024-W19,326.0,849.0,1175.0,1039.0,1039.0,0.0,136.0,1762.8308,929.0,1.0,0.12,24557.52
Base,SKU-B002,EMEA,2024-W20,136.0,822.0,958.0,1180.0,958.0,222.0,0.0,1762.8308,1107.0,0.8119,0.0,0.0
Base,SKU-B002,EMEA,2024-W21,0.0,1101.0,1101.0,1331.0,1101.0,230.0,0.0,1762.8308,900.0,0.8272,0.0,0.0
Base,SKU-B002,EMEA,2024-W22,0.0,1134.0,1134.0,1431.0,1134.0,297.0,0.0,1762.8308,795.0,0.7925,0.0,0.0
Base,SKU-B002,EMEA,2024-W23,0.0,929.0,929.0,1345.0,929.0,416.0,0.0,1762.8308,1083.0,0.6907,0.0,0.0
Base,SKU-B002,EMEA,2024-W24,0.0,1107.0,1107.0,1164.0,1107.0,57.0,0.0,1762.8308,1127.0,0.951,0.0,0.0
Base,SKU-B002,EMEA,2024-W25,0.0,900.0,900.0,1267.0,900.0,367.0,0.0,1762.8308,1025.0,0.7103,0.0,0.0
Base,SKU-B002,EMEA,2024-W26,0.0,795.0,795.0,1020.0,795.0,225.0,0.0,1762.8308,1056.0,0.7794,0.0,0.0
Base,SKU-C001,AMER,2024-W01,2107.0,0.0,2107.0,1094.0,1094.0,0.0,1013.0,2602.3154,1434.0,1.0,0.7,160205.95
Base,SKU-C001,AMER,2024-W02,1013.0,0.0,1013.0,1162.0,1013.0,149.0,0.0,2602.3154,2037.0,0.8718,0.0,0.0
Base,SKU-C001,AMER,2024-W03,0.0,0.0,0.0,1314.0,0.0,1314.0,0.0,2602.3154,2067.0,0.0,0.0,0.0
Base,SKU-C001,AMER,2024-W04,0.0,0.0,0.0,1401.0,0.0,1401.0,0.0,2602.3154,1590.0,0.0,0.0,0.0
Base,SKU-C001,AMER,2024-W05,0.0,1570.0,1570.0,1480.0,1480.0,0.0,90.0,2602.3154,2049.0,1.0,0.06,14233.5
Base,SKU-C001,AMER,2024-W06,90.0,2037.0,2127.0,1476.0,1476.0,0.0,651.0,2602.3154,1861.0,1.0,0.45,102955.65
Base,SKU-C001,AMER,2024-W07,651.0,2067.0,2718.0,1683.0,1683.0,0.0,1035.0,2602.3154,1699.0,1.0,0.72,163685.25
Base,SKU-C001,AMER,2024-W08,1035.0,1590.0,2625.0,1652.0,1652.0,0.0,973.0,2602.3154,1592.0,1.0,0.67,153879.95
Base,SKU-C001,AMER,2024-W09,973.0,2049.0,3022.0,1703.0,1703.0,0.0,1319.0,2602.3154,2075.0,1.0,0.91,208599.85
Base,SKU-C001,APAC,2024-W02,2077.0,0.0,2077.0,998.0,998.0,0.0,1079.0,2786.3462,782.0,1.0,0.97,86665.28
Base,SKU-C001,APAC,2024-W03,1079.0,0.0,1079.0,1025.0,1025.0,0.0,54.0,2786.3462,832.0,1.0,0.05,4337.28
Base,SKU-C001,APAC,2024-W04,54.0,0.0,54.0,1001.0,54.0,947.0,0.0,2786.3462,1113.0,0.0539,0.0,0.0
Base,SKU-C001,APAC,2024-W05,0.0,534.0,534.0,1157.0,534.0,623.0,0.0,2786.3462,1152.0,0.4615,0.0,0.0
Base,SKU-C001,APAC,2024-W06,0.0,1129.0,1129.0,1145.0,1129.0,16.0,0.0,2786.3462,805.0,0.986,0.0,0.0
Base,SKU-C001,APAC,2024-W07,0.0,782.0,782.0,1288.0,782.0,506.0,0.0,2786.3462,1079.0,0.6071,0.0,0.0
Base,SKU-C001,APAC,2024-W08,0.0,832.0,832.0,1197.0,832.0,365.0,0.0,2786.3462,878.0,0.6951,0.0,0.0
Base,SKU-C001,APAC,2024-W09,0.0,1113.0,1113.0,1244.0,1113.0,131.0,0.0,2786.3462,1017.0,0.8947,0.0,0.0
Base,SKU-C001,APAC,2024-W10,0.0,1152.0,1152.0,1152.0,1152.0,0.0,0.0,2786.3462,930.0,1.0,0.0,0.0
Base,SKU-C001,APAC,2024-W11,0.0,805.0,805.0,1195.0,805.0,390.0,0.0,2786.3462,807.0,0.6736,0.0,0.0
Base,SKU-C001,APAC,2024-W12,0.0,1079.0,1079.0,1025.0,1025.0,0.0,54.0,2786.3462,903.0,1.0,0.05,4337.28
Base,SKU-C001,APAC,2024-W13,54.0,878.0,932.0,955.0,932.0,23.0,0.0,2786.3462,1037.0,0.9759,0.0,0.0
Base,SKU-C001,APAC,2024-W14,0.0,1017.0,1017.0,1015.0,1015.0,0.0,2.0,2786.3462,983.0,1.0,0.0,160.64
Base,SKU-C001,APAC,2024-W15,2.0,930.0,932.0,926.0,926.0,0.0,6.0,2786.3462,1146.0,1.0,0.01,481.92
Base,SKU-C001,APAC,2024-W16,6.0,807.0,813.0,823.0,813.0,10.0,0.0,2786.3462,1019.0,0.9878,0.0,0.0
Base,SKU-C001,APAC,2024-W17,0.0,903.0,903.0,896.0,896.0,0.0,7.0,2786.3462,1120.0,1.0,0.01,562.24
Base,SKU-C001,APAC,2024-W18,7.0,1037.0,1044.0,994.0,994.0,0.0,50.0,2786.3462,965.0,1.0,0.04,4016.0
Base,SKU-C001,APAC,2024-W19,50.0,983.0,1033.0,1069.0,1033.0,36.0,0.0,2786.3462,985.0,0.9663,0.0,0.0
Base,SKU-C001,APAC,2024-W20,0.0,1146.0,1146.0,1243.0,1146.0,97.0,0.0,2786.3462,1015.0,0.922,0.0,0.0
Base,SKU-C001,APAC,2024-W21,0.0,1019.0,1019.0,1398.0,1019.0,379.0,0.0,2786.3462,867.0,0.7289,0.0,0.0
Base,SKU-C001,APAC,2024-W22,0.0,1120.0,1120.0,1397.0,1120.0,277.0,0.0,2786.3462,1041.0,0.8017,0.0,0.0
Base,SKU-C001,APAC,2024-W23,0.0,965.0,965.0,1431.0,965.0,466.0,0.0,2786.3462,887.0,0.6744,0.0,0.0
Base,SKU-C001,APAC,2024-W24,0.0,985.0,985.0,1225.0,985.0,240.0,0.0,2786.3462,864.0,0.8041,0.0,0.0
Base,SKU-C001,APAC,2024-W25,0.0,1015.0,1015.0,1212.0,1015.0,197.0,0.0,2786.3462,811.0,0.8375,0.0,0.0
Base,SKU-C001,APAC,2024-W26,0.0,867.0,867.0,1092.0,867.0,225.0,0.0,2786.3462,1155.0,0.794,0.0,0.0
Downside,SKU-A001,AMER,2024-W01,661.0,0.0,661.0,811.2,661.0,150.2,0.0,1984.6154,971.0,0.8148,0.0,0.0
Downside,SKU-A001,AMER,2024-W02,0.0,0.0,0.0,789.6,0.0,789.6,0.0,1984.6154,738.0,0.0,0.0,0.0
Downside,SKU-A001,AMER,2024-W03,0.0,0.0,0.0,927.2,0.0,927.2,0.0,1984.6154,888.0,0.0,0.0,0.0
Downside,SKU-A001,AMER,2024-W04,0.0,0.0,0.0,1017.6,0.0,1017.6,0.0,1984.6154,914.0,0.0,0.0,0.0
Downside,SKU-A001,AMER,2024-W05,0.0,1379.0,1379.0,1001.6,1001.6,0.0,377.4,1984.6154,893.0,1.0,0.3,8480.18
Downside,SKU-A001,AMER,2024-W06,377.4,738.0,1115.4,984.8,984.8,0.0,130.6,1984.6154,867.0,1.0,0.11,2934.58
Downside,SKU-A001,AMER,2024-W07,130.6,888.0,1018.6,1068.0,1018.6,49.4,0.0,1984.6154,1061.0,0.9537,0.0,0.0
Downside,SKU-A001,AMER,2024-W08,0.0,914.0,914.0,1065.6,914.0,151.6,0.0,1984.6154,902.0,0.8577,0.0,0.0
Downside,SKU-A001,AMER,2024-W09,0.0,893.0,893.0,1194.4,893.0,301.4,0.0,1984.6154,790.0,0.7477,0.0,0.0
Downside,SKU-A001,AMER,2024-W10,0.0,867.0,867.0,1136.0,867.0,269.0,0.0,1984.6154,798.0,0.7632,0.0,0.0
Downside,SKU-A001,AMER,2024-W11,0.0,1061.0,1061.0,1084.0,1061.0,23.0,0.0,1984.6154,925.0,0.9788,0.0,0.0
Downside,SKU-A001,AMER,2024-W12,0.0,902.0,902.0,971.2,902.0,69.2,0.0,1984.6154,972.0,0.9287,0.0,0.0
Downside,SKU-A001,AMER,2024-W13,0.0,790.0,790.0,902.4,790.0,112.4,0.0,1984.6154,960.0,0.8754,0.0,0.0
Downside,SKU-A001,AMER,2024-W14,0.0,798.0,798.0,790.4,790.4,0.0,7.6,1984.6154,1071.0,1.0,0.01,170.77
Downside,SKU-A001,AMER,2024-W15,7.6,925.0,932.6,787.2,787.2,0.0,145.4,1984.6154,1018.0,1.0,0.12,3267.14
Downside,SKU-A001,AMER,2024-W16,145.4,972.0,1117.4,836.0,836.0,0.0,281.4,1984.6154,904.0,1.0,0.23,6323.06
Downside,SKU-A001,AMER,2024-W17,281.4,960.0,1241.4,859.2,859.2,0.0,382.2,1984.6154,1037.0,1.0,0.31,8588.03
Downside,SKU-A001,AMER,2024-W18,382.2,1071.0,1453.2,812.8,812.8,0.0,640.4,1984.6154,951.0,1.0,0.52,14389.79
Downside,SKU-A001,AMER,2024-W19,640.4,1018.0,1658.4,903.2,903.2,0.0,755.2,1984.6154,852.0,1.0,0.61,16969.34
Downside,SKU-A001,AMER,2024-W20,755.2,904.0,1659.2,1061.6,1061.6,0.0,597.6,1984.6154,824.0,1.0,0.48,13428.07
Downside,SKU-A001,AMER,2024-W21,597.6,1037.0,1634.6,1046.4,1046.4,0.0,588.2,1984.6154,1077.0,1.0,0.47,13216.85
Downside,SKU-A001,AMER,2024-W22,588.2,951.0,1539.2,1245.6,1245.6,0.0,293.6,1984.6154,836.0,1.0,0.24,6597.19
Downside,SKU-A001,AMER,2024-W23,293.6,852.0,1145.6,1316.8,1145.6,171.2,0.0,1984.6154,899.0,0.87,0.0,0.0
Downside,SKU-A001,AMER,2024-W24,0.0,824.0,824.0,1252.0,824.0,428.0,0.0,1984.6154,1009.0,0.6581,0.0,0.0
Downside,SKU-A001,AMER,2024-W25,0.0,1077.0,1077.0,1054.4,1054.4,0.0,22.6,1984.6154,943.0,1.0,0.02,507.82
Downside,SKU-A001,AMER,2024-W26,22.6,836.0,858.6,880.8,858.6,22.2,0.0,1984.6154,979.0,0.9748,0.0,0.0
Downside,SKU-A001,APAC,2024-W04,1037.2,0.0,1037.2,604.8,604.8,0.0,432.4,1247.7692,1037.0,1.0,0.52,71462.75
Downside,SKU-A001,APAC,2024-W05,432.4,0.0,432.4,648.8,432.4,216.4,0.0,1247.7692,1277.0,0.6665,0.0,0.0
Downside,SKU-A001,APAC,2024-W06,0.0,1003.0,1003.0,742.4,742.4,0.0,260.6,1247.7692,1011.0,1.0,0.31,43069.36
Downside,SKU-A001,APAC,2024-W07,260.6,1032.0,1292.6,671.2,671.2,0.0,621.4,1247.7692,1210.0,1.0,0.75,102698.78
Downside,SKU-A001,EMEA,2024-W01,1078.0,0.0,1078.0,944.0,944.0,0.0,134.0,4030.6,1171.0,1.0,0.09,9038.3
Downside,SKU-A001,EMEA,2024-W02,134.0,0.0,134.0,1076.0,134.0,942.0,0.0,4030.6,1288.0,0.1245,0.0,0.0
Downside,SKU-A001,EMEA,2024-W03,0.0,694.0,694.0,1195.2,694.0,501.2,0.0,4030.6,1465.0,0.5807,0.0,0.0
Downside,SKU-A001,EMEA,2024-W04,0.0,1171.0,1171.0,1284.0,1171.0,113.0,0.0,4030.6,1344.0,0.912,0.0,0.0
Downside,SKU-A001,EMEA,2024-W05,0.0,1288.0,1288.0,1169.6,1169.6,0.0,118.4,4030.6,1373.0,1.0,0.08,7986.08
Downside,SKU-A001,EMEA,2024-W06,118.4,1465.0,1583.4,1227.2,1227.2,0.0,356.2,4030.6,1069.0,1.0,0.23,24025.69
Downside,SKU-A001,EMEA,2024-W07,356.2,1344.0,1700.2,1426.4,1426.4,0.0,273.8,4030.6,1142.0,1.0,0.18,18467.81
Downside,SKU-A001,EMEA,2024-W08,273.8,1373.0,1646.8,1464.0,1464.0,0.0,182.8,4030.6,1275.0,1.0,0.12,12329.86
Downside,SKU-A001,EMEA,2024-W09,182.8,1069.0,1251.8,1344.8,1251.8,93.0,0.0,4030.6,1448.0,0.9308,0.0,0.0
Downside,SKU-A001,EMEA,2024-W10,0.0,1142.0,1142.0,1342.4,1142.0,200.4,0.0,4030.6,1273.0,0.8507,0.0,0.0
Downside,SKU-A001,EMEA,2024-W11,0.0,1275.0,1275.0,1248.8,1248.8,0.0,26.2,4030.6,1437.0,1.0,0.02,1767.19
Downside,SKU-A001,EMEA,2024-W12,26.2,1448.0,1474.2,1137.6,1137.6,0.0,336.6,4030.6,1174.0,1.0,0.22,22703.67
Downside,SKU-A001,EMEA,2024-W13,336.6,1273.0,1609.6,1149.6,1149.6,0.0,460.0,4030.6,1454.0,1.0,0.3,31027.0
Downside,SKU-A001,EMEA,2024-W14,460.0,1437.0,1897.0,1172.8,1172.8,0.0,724.2,4030.6,1087.0,1.0,0.47,48847.29
Downside,SKU-A001,EMEA,2024-W15,724.2,1174.0,1898.2,1054.4,1054.4,0.0,843.8,4030.6,1281.0,1.0,0.54,56914.31
Downside,SKU-A001,EMEA,2024-W16,843.8,1454.0,2297.8,884.0,884.0,0.0,1413.8,4030.6,1399.0,1.0,0.91,95360.81
Downside,SKU-A001,EMEA,2024-W17,1413.8,1087.0,2500.8,1096.0,1096.0,0.0,1404.8,4030.6,1109.0,1.0,0.91,94753.76
Downside,SKU-A001,EMEA,2024-W20,1692.0,1109.0,2801.0,1275.2,1275.2,0.0,1525.8,4030.6,1327.0,1.0,0.98,102915.21
