sku_id,region,week,max_supply,source
SKU-A002,APAC,2024-W24,1300,procurement
SKU-A002,APAC,2024-W25,1401,procurement
SKU-A002,APAC,2024-W26,1286,procurement
SKU-A002,EMEA,2024-W01,2545,procurement
SKU-A002,EMEA,2024-W02,2346,procurement
SKU-A002,EMEA,2024-W03,2448,procurement
SKU-A002,EMEA,2024-W04,2301,procurement
SKU-A002,EMEA,2024-W05,2225,procurement
SKU-A002,EMEA,2024-W06,2715,procurement
SKU-A002,EMEA,2024-W07,2310,procurement
SKU-A002,EMEA,2024-W08,2737,procurement
SKU-A002,EMEA,2024-W09,2944,procurement
SKU-A002,EMEA,2024-W10,2684,procurement
SKU-A002,EMEA,2024-W11,2187,procurement
SKU-A002,EMEA,2024-W12,2732,procurement
SKU-A002,EMEA,2024-W13,2271,procurement
SKU-A002,EMEA,2024-W14,2584,procurement
SKU-A002,EMEA,2024-W15,2754,procurement
SKU-A002,EMEA,2024-W16,2591,procurement
SKU-A002,EMEA,2024-W17,2974,procurement
SKU-A002,EMEA,2024-W18,2826,procurement
SKU-A002,EMEA,2024-W19,2291,procurement
SKU-A002,EMEA,2024-W20,2355,procurement
SKU-A002,EMEA,2024-W21,2297,procurement
SKU-A002,EMEA,2024-W22,2702,procurement
SKU-A002,EMEA,2024-W23,2122,procurement
SKU-A002,EMEA,2024-W24,2041,procurement
SKU-A002,EMEA,2024-W25,2050,procurement
SKU-A002,EMEA,2024-W26,2287,procurement
SKU-A002,AMER,2024-W01,2538,procurement
SKU-A002,AMER,2024-W02,2648,procurement
SKU-A002,AMER,2024-W03,2023,procurement
SKU-A002,AMER,2024-W04,1936,procurement
SKU-A002,AMER,2024-W05,2197,procurement
SKU-A002,AMER,2024-W06,2384,procurement
SKU-A002,AMER,2024-W07,2252,procurement
SKU-A002,AMER,2024-W08,2853,procurement
SKU-A002,AMER,2024-W09,2167,procurement
SKU-A002,AMER,2024-W10,2753,procurement
SKU-A002,AMER,2024-W11,2034,procurement
SKU-A002,AMER,2024-W12,1987,procurement
SKU-A002,AMER,2024-W13,2397,procurement
SKU-A002,AMER,2024-W14,2479,procurement
SKU-A002,AMER,2024-W15,2584,procurement
SKU-A002,AMER,2024-W16,2070,procurement
SKU-A002,AMER,2024-W17,2704,procurement
SKU-A002,AMER,2024-W18,2837,procurement
SKU-A002,AMER,2024-W19,2006,procurement
SKU-A002,AMER,2024-W20,2163,procurement
SKU-A002,AMER,2024-W21,2461,procurement
SKU-A002,AMER,2024-W22,2324,procurement
SKU-A002,AMER,2024-W23,2497,procurement
SKU-A002,AMER,2024-W24,2519,procurement
SKU-A002,AMER,2024-W25,2670,procurement
SKU-A002,AMER,2024-W26,2290,procurement
SKU-B001,APAC,2024-W01,2154,procurement
SKU-B001,APAC,2024-W02,2427,procurement
SKU-B001,APAC,2024-W03,2278,procurement
SKU-B001,APAC,2024-W04,2409,procurement
SKU-B001,APAC,2024-W05,1932,procurement
SKU-B001,APAC,2024-W06,2776,procurement
SKU-B001,APAC,2024-W07,1969,procurement
SKU-B001,APAC,2024-W08,2591,procurement
SKU-B001,APAC,2024-W09,2462,procurement
SKU-B001,APAC,2024-W10,2124,procurement
SKU-B001,APAC,2024-W11,1952,procurement
SKU-B001,APAC,2024-W12,2101,procurement
SKU-B001,APAC,2024-W13,2393,procurement
SKU-B001,APAC,2024-W14,2022,procurement
SKU-B001,APAC,2024-W15,2259,procurement
SKU-B001,APAC,2024-W16,2522,procurement
SKU-B001,APAC,2024-W17,2316,procurement
SKU-B001,APAC,2024-W18,1906,procurement
SKU-B001,APAC,2024-W19,2146,procurement
SKU-B001,APAC,2024-W20,2141,procurement
SKU-B001,APAC,2024-W21,2682,procurement
SKU-B001,APAC,2024-W22,1942,procurement
SKU-B001,APAC,2024-W23,2094,procurement
SKU-B001,APAC,2024-W24,2124,procurement
SKU-B001,APAC,2024-W25,2618,procurement
SKU-B001,APAC,2024-W26,2429,procurement
SKU-B001,EMEA,2024-W01,1905,procurement
SKU-B001,EMEA,2024-W02,1833,procurement
SKU-B001,EMEA,2024-W03,1928,procurement
SKU-B001,EMEA,2024-W04,1862,procurement
SKU-B001,EMEA,2024-W05,1964,procurement
SKU-B001,EMEA,2024-W06,1857,procurement
SKU-B001,EMEA,2024-W07,1785,procurement
SKU-B001,EMEA,2024-W08,2420,procurement
SKU-B001,EMEA,2024-W09,2249,procurement
SKU-B001,EMEA,2024-W10,2448,procurement
SKU-B001,EMEA,2024-W11,2532,procurement
SKU-B001,EMEA,2024-W12,2114,procurement
SKU-B001,EMEA,2024-W13,2140,procurement
SKU-B001,EMEA,2024-W14,1997,procurement
SKU-B001,EMEA,2024-W15,2082,procurement
SKU-B001,EMEA,2024-W16,1969,procurement
SKU-B001,EMEA,2024-W17,2201,procurement
SKU-B001,EMEA,2024-W18,2113,procurement
SKU-B001,EMEA,2024-W19,2252,procurement
SKU-B001,EMEA,2024-W20,2504,procurement
SKU-B001,EMEA,2024-W21,2370,procurement
SKU-B001,EMEA,2024-W22,2257,procurement
SKU-B001,EMEA,2024-W23,1756,procurement
SKU-B001,EMEA,2024-W24,1932,procurement
SKU-B001,EMEA,2024-W25,2318,procurement
SKU-B001,EMEA,2024-W26,2479,procurement
SKU-B001,AMER,2024-W01,1453,procurement
SKU-B001,AMER,2024-W02,1989,procurement
SKU-B001,AMER,2024-W03,2029,procurement
SKU-B001,AMER,2024-W04,1853,procurement
SKU-B001,AMER,2024-W05,1987,procurement
SKU-B001,AMER,2024-W06,1564,procurement
SKU-B001,AMER,2024-W07,1812,procurement
SKU-B001,AMER,2024-W08,1757,procurement
SKU-B001,AMER,2024-W09,1639,procurement
SKU-B001,AMER,2024-W10,2156,procurement
SKU-B001,AMER,2024-W11,1752,procurement
SKU-B001,AMER,2024-W12,2024,procurement
SKU-B001,AMER,2024-W13,2135,procurement
SKU-B001,AMER,2024-W14,1777,procurement
SKU-B001,AMER,2024-W15,1732,procurement
SKU-B001,AMER,2024-W16,1669,procurement
SKU-B001,AMER,2024-W17,1514,procurement
SKU-B001,AMER,2024-W18,1554,procurement
SKU-B001,AMER,2024-W19,1735,procurement
SKU-B001,AMER,2024-W20,1795,procurement
SKU-B001,AMER,2024-W21,1915,procurement
SKU-B001,AMER,2024-W22,1727,procurement
SKU-B001,AMER,2024-W23,1985,procurement
SKU-B001,AMER,2024-W24,1465,procurement
SKU-B001,AMER,2024-W25,1502,procurement
SKU-B001,AMER,2024-W26,1620,procurement
SKU-B002,APAC,2024-W01,1106,procurement
SKU-B002,APAC,2024-W02,1143,procurement
SKU-B002,APAC,2024-W03,1127,procurement
SKU-B002,APAC,2024-W04,798,procurement
SKU-B002,APAC,2024-W05,1144,procurement
SKU-B002,APAC,2024-W06,982,procurement
SKU-B002,APAC,2024-W07,819,procurement
SKU-B002,APAC,2024-W08,1004,procurement
SKU-B002,APAC,2024-W09,1046,procurement
SKU-B002,APAC,2024-W10,996,procurement
SKU-B002,APAC,2024-W11,974,procurement
SKU-B002,APAC,2024-W12,818,procurement
SKU-B002,APAC,2024-W13,904,procurement
SKU-B002,APAC,2024-W14,850,procurement
SKU-B002,APAC,2024-W15,913,procurement
SKU-B002,APAC,2024-W16,1149,procurement
SKU-B002,APAC,2024-W17,991,procurement
SKU-B002,APAC,2024-W18,809,procurement
SKU-B002,APAC,2024-W19,1049,procurement
SKU-B002,APAC,2024-W20,1116,procurement
SKU-B002,APAC,2024-W21,1081,procurement
SKU-B002,APAC,2024-W22,922,procurement
SKU-B002,APAC,2024-W23,803,procurement
SKU-B002,APAC,2024-W24,960,procurement
SKU-B002,APAC,2024-W25,887,procurement
SKU-B002,APAC,2024-W26,1133,procurement
SKU-B002,EMEA,2024-W01,1170,procurement
SKU-B002,EMEA,2024-W02,1052,procurement
SKU-B002,EMEA,2024-W03,855,procurement
SKU-B002,EMEA,2024-W04,1165,procurement
SKU-B002,EMEA,2024-W05,910,procurement
SKU-B002,EMEA,2024-W06,1074,procurement
SKU-B002,EMEA,2024-W07,959,procurement
SKU-B002,EMEA,2024-W08,986,procurement
SKU-B002,EMEA,2024-W09,982,procurement
SKU-B002,EMEA,2024-W10,976,procurement
SKU-B002,EMEA,2024-W11,852,procurement
SKU-B002,EMEA,2024-W12,870,procurement
SKU-B002,EMEA,2024-W13,1032,procurement
SKU-B002,EMEA,2024-W14,1091,procurement
SKU-B002,EMEA,2024-W15,849,procurement
SKU-B002,EMEA,2024-W16,822,procurement
SKU-B002,EMEA,2024-W17,1101,procurement
SKU-B002,EMEA,2024-W18,1134,procurement
SKU-B002,EMEA,2024-W19,929,procurement
SKU-B002,EMEA,2024-W20,1107,procurement
SKU-B002,EMEA,2024-W21,900,procurement
SKU-B002,EMEA,2024-W22,795,procurement
SKU-B002,EMEA,2024-W23,1083,procurement
SKU-B002,EMEA,2024-W24,1127,procurement
SKU-B002,EMEA,2024-W25,1025,procurement
SKU-B002,EMEA,2024-W26,1056,procurement
SKU-B002,AMER,2024-W01,2222,procurement
SKU-B002,AMER,2024-W02,2257,procurement
SKU-B002,AMER,2024-W03,2119,procurement
SKU-B002,AMER,2024-W04,2510,procurement
SKU-B002,AMER,2024-W05,2159,procurement
SKU-B002,AMER,2024-W06,2664,procurement
SKU-B002,AMER,2024-W07,2607,procurement
SKU-B002,AMER,2024-W08,2708,procurement
SKU-B002,AMER,2024-W09,2034,procurement
SKU-B002,AMER,2024-W10,2165,procurement
SKU-B002,AMER,2024-W11,2594,procurement
SKU-B002,AMER,2024-W12,2190,procurement
SKU-B002,AMER,2024-W13,2106,procurement
SKU-B002,AMER,2024-W14,2246,procurement
SKU-B002,AMER,2024-W15,2646,procurement
SKU-B002,AMER,2024-W16,2163,procurement
SKU-B002,AMER,2024-W17,2715,procurement
SKU-B002,AMER,2024-W18,2537,procurement
SKU-B002,AMER,2024-W19,2409,procurement
SKU-B002,AMER,2024-W20,1955,procurement
SKU-B002,AMER,2024-W21,2693,procurement
SKU-B002,AMER,2024-W22,1931,procurement
SKU-B002,AMER,2024-W23,2694,procurement
SKU-B002,AMER,2024-W24,2118,procurement
SKU-B002,AMER,2024-W25,1908,procurement
SKU-B002,AMER,2024-W26,2584,procurement
SKU-C001,APAC,2024-W01,1129,procurement
SKU-C001,APAC,2024-W02,782,procurement
SKU-C001,APAC,2024-W03,832,procurement
SKU-C001,APAC,2024-W04,1113,procurement
SKU-C001,APAC,2024-W05,1152,procurement
SKU-C001,APAC,2024-W06,805,procurement
SKU-C001,APAC,2024-W07,1079,procurement
SKU-C001,APAC,2024-W08,878,procurement
SKU-C001,APAC,2024-W09,1017,procurement
SKU-C001,APAC,2024-W10,930,procurement
SKU-C001,APAC,2024-W11,807,procurement
SKU-C001,APAC,2024-W12,903,procurement
SKU-C001,APAC,2024-W13,1037,procurement
SKU-C001,APAC,2024-W14,983,procurement
SKU-C001,APAC,2024-W15,1146,procurement
SKU-C001,APAC,2024-W16,1019,procurement
SKU-C001,APAC,2024-W17,1120,procurement
SKU-C001,APAC,2024-W18,965,procurement
SKU-C001,APAC,2024-W19,985,procurement
SKU-C001,APAC,2024-W20,1015,procurement
SKU-C001,APAC,2024-W21,867,procurement
SKU-C001,APAC,2024-W22,1041,procurement
SKU-C001,APAC,2024-W23,887,procurement
SKU-C001,APAC,2024-W24,864,procurement
SKU-C001,APAC,2024-W25,811,procurement
SKU-C001,APAC,2024-W26,1155,procurement
SKU-C001,EMEA,2024-W01,2263,procurement
SKU-C001,EMEA,2024-W02,1758,procurement
SKU-C001,EMEA,2024-W03,1813,procurement
SKU-C001,EMEA,2024-W04,1925,procurement
SKU-C001,EMEA,2024-W05,1698,procurement
SKU-C001,EMEA,2024-W06,1946,procurement
SKU-C001,EMEA,2024-W07,1721,procurement
SKU-C001,EMEA,2024-W08,1974,procurement
SKU-C001,EMEA,2024-W09,2035,procurement
SKU-C001,EMEA,2024-W10,1879,procurement
SKU-C001,EMEA,2024-W11,2019,procurement
SKU-C001,EMEA,2024-W12,2245,procurement
SKU-C001,EMEA,2024-W13,1825,procurement
SKU-C001,EMEA,2024-W14,1821,procurement
SKU-C001,EMEA,2024-W15,2184,procurement
SKU-C001,EMEA,2024-W16,1994,procurement
SKU-C001,EMEA,2024-W17,2246,procurement
SKU-C001,EMEA,2024-W18,2091,procurement
SKU-C001,EMEA,2024-W19,2162,procurement
SKU-C001,EMEA,2024-W20,1868,procurement
SKU-C001,EMEA,2024-W21,2208,procurement
SKU-C001,EMEA,2024-W22,2059,procurement
SKU-C001,EMEA,2024-W23,2232,procurement
SKU-C001,EMEA,2024-W24,2427,procurement
SKU-C001,EMEA,2024-W25,2064,procurement
SKU-C001,EMEA,2024-W26,1915,procurement
SKU-C001,AMER,2024-W01,1434,procurement
SKU-C001,AMER,2024-W02,2037,procurement
SKU-C001,AMER,2024-W03,2067,procurement
SKU-C001,AMER,2024-W04,1590,procurement
SKU-C001,AMER,2024-W05,2049,procurement
SKU-C001,AMER,2024-W06,1861,procurement
SKU-C001,AMER,2024-W07,1699,procurement
SKU-C001,AMER,2024-W08,1592,procurement
SKU-C001,AMER,2024-W09,2075,procurement
SKU-C001,AMER,2024-W10,1974,procurement
SKU-C001,AMER,2024-W11,1457,procurement
SKU-C001,AMER,2024-W12,1647,procurement
SKU-C001,AMER,2024-W13,1632,procurement
SKU-C001,AMER,2024-W14,1588,procurement
SKU-C001,AMER,2024-W15,1867,procurement
SKU-C001,AMER,2024-W16,1399,procurement
SKU-C001,AMER,2024-W17,1957,procurement
SKU-C001,AMER,2024-W18,1657,procurement
SKU-C001,AMER,2024-W19,1389,procurement
SKU-C001,AMER,2024-W20,1982,procurement
SKU-C001,AMER,2024-W21,1922,procurement
SKU-C001,AMER,2024-W22,2057,procurement
SKU-C001,AMER,2024-W23,2013,procurement
SKU-C001,AMER,2024-W24,1899,procurement
SKU-C001,AMER,2024-W25,1959,procurement
SKU-C001,AMER,2024-W26,2008,procurement
