week,currency,base_currency,rate
2026-W27,HUF,JPY,0.420
2026-W27,USD,JPY,150.03
2026-W28,EUR,JPY,165.00
2026-W28,HUF,JPY,0.420
2026-W28,USD,JPY,150.03
2026-W29,EUR,JPY,165.00
2026-W29,HUF,JPY,0.420
2026-W29,USD,JPY,150.03
2026-W30,EUR,JPY,165.00
2026-W30,HUF,JPY,0.420
2026-W30,USD,JPY,150.03
2026-W31,EUR,JPY,165.00
2026-W31,HUF,JPY,0.420
2026-W31,USD,JPY,150.03
2026-W32,EUR,JPY,165.00
2026-W32,HUF,JPY,0.420
2026-W32,USD,JPY,150.03
2026-W33,EUR,JPY,165.00
2026-W33,HUF,JPY,0.420
2026-W33,USD,JPY,150.03
2026-W34,EUR,JPY,165.00
2026-W34,HUF,JPY,0.420
2026-W34,USD,JPY,150.03
2026-W35,EUR,JPY,165.00
2026-W35,HUF,JPY,0.420
2026-W35,USD,JPY,150.03
2026-W36,EUR,JPY,165.00
2026-W36,HUF,JPY,0.420
2026-W36,USD,JPY,150.03
2026-W37,EUR,JPY,165.00
2026-W37,HUF,JPY,0.420
2026-W37,USD,JPY,150.03
2026-W38,EUR,JPY,165.00
2026-W38,HUF,JPY,0.420
2026-W38,USD,JPY,150.03
2026-W39,EUR,JPY,165.00
2026-W39,HUF,JPY,0.420
2026-W39,USD,JPY,150.03
2026-W40,EUR,JPY,165.00
2026-W40,HUF,JPY,0.420
2026-W40,USD,JPY,150.03
2026-W41,EUR,JPY,165.00
2026-W41,HUF,JPY,0.420
2026-W41,USD,JPY,150.03
2026-W42,EUR,JPY,165.00
2026-W42,HUF,JPY,0.420
2026-W42,USD,JPY,150.03
2026-W43,EUR,JPY,165.00
2026-W43,HUF,JPY,0.420
2026-W43,USD,JPY,150.03
2026-W44,EUR,JPY,165.00
2026-W44,HUF,JPY,0.420
2026-W44,USD,JPY,150.03
2026-W45,EUR,JPY,165.00
2026-W45,HUF,JPY,0.420
2026-W45,USD,JPY,150.03
2026-W46,EUR,JPY,165.00
2026-W46,HUF,JPY,0.420
2026-W46,USD,JPY,150.03
2026-W47,EUR,JPY,165.00
2026-W47,HUF,JPY,0.420
2026-W47,USD,JPY,150.03
2026-W48,EUR,JPY,165.00
2026-W48,HUF,JPY,0.420
2026-W48,USD,JPY,150.03
2026-W49,EUR,JPY,165.00
2026-W49,HUF,JPY,0.420
2026-W49,USD,JPY,150.03
2026-W50,EUR,JPY,165.00
2026-W50,HUF,JPY,0.420
2026-W50,USD,JPY,150.03
2026-W51,EUR,JPY,165.00
2026-W51,HUF,JPY,0.420
2026-W51,USD,JPY,150.03
2026-W52,EUR,JPY,165.00
2026-W52,HUF,JPY,0.420
2026-W52,USD,JPY,150.03
2026-W53,EUR,JPY,165.00
2026-W53,HUF,JPY,0.420
2026-W53,USD,JPY,150.03
2027-W01,EUR,JPY,165.00
2027-W01,HUF,JPY,0.420
2027-W01,USD,JPY,150.03
2027-W02,EUR,JPY,165.00
2027-W02,HUF,JPY,0.420
2027-W02,USD,JPY,150.03
2027-W03,EUR,JPY,165.00
2027-W03,HUF,JPY,0.420
2027-W03,USD,JPY,150.03
2027-W04,EUR,JPY,165.00
2027-W04,HUF,JPY,0.420
2027-W04,USD,JPY,150.03
2027-W05,EUR,JPY,165.00
2027-W05,HUF,JPY,0.420
2027-W05,USD,JPY,150.03
2027-W06,EUR,JPY,165.00
2027-W06,HUF,JPY,0.420
2027-W06,USD,JPY,150.03
2027-W07,EUR,JPY,165.00
2027-W07,HUF,JPY,0.420
2027-W07,USD,JPY,150.03
2027-W08,EUR,JPY,165.00
2027-W08,HUF,JPY,0.420
2027-W08,USD,JPY,150.03
2027-W09,EUR,JPY,165.00
2027-W09,HUF,JPY,0.420
2027-W09,USD,JPY,150.03
2027-W10,EUR,JPY,165.00
2027-W10,HUF,JPY,0.420
2027-W10,USD,JPY,150.03
2027-W11,EUR,JPY,165.00
2027-W11,HUF,JPY,0.420
2027-W11,USD,JPY,150.03
2027-W12,EUR,JPY,165.00
2027-W12,HUF,JPY,0.420
2027-W12,USD,JPY,150.03
2027-W13,EUR,JPY,165.00
2027-W13,HUF,JPY,0.420
2027-W13,USD,JPY,150.03
2027-W14,EUR,JPY,165.00
2027-W14,HUF,JPY,0.420
2027-W14,USD,JPY,150.03
2027-W15,EUR,JPY,165.00
2027-W15,HUF,JPY,0.420
2027-W15,USD,JPY,150.03
2027-W16,EUR,JPY,165.00
2027-W16,HUF,JPY,0.420
2027-W16,USD,JPY,150.03
2027-W17,EUR,JPY,165.00
2027-W17,HUF,JPY,0.420
2027-W17,USD,JPY,150.03
2027-W18,EUR,JPY,165.00
2027-W18,HUF,JPY,0.420
2027-W18,USD,JPY,150.03
2027-W19,EUR,JPY,165.00
2027-W19,HUF,JPY,0.420
2027-W19,USD,JPY,150.03
2027-W20,EUR,JPY,165.00
2027-W20,HUF,JPY,0.420
2027-W20,USD,JPY,150.03
2027-W21,EUR,JPY,165.00
2027-W21,HUF,JPY,0.420
2027-W21,USD,JPY,150.03
2027-W22,EUR,JPY,165.00
2027-W22,HUF,JPY,0.420
2027-W22,USD,JPY,150.03
2027-W23,EUR,JPY,165.00
2027-W23,HUF,JPY,0.420
2027-W23,USD,JPY,150.03
2027-W24,EUR,JPY,165.00
2027-W24,HUF,JPY,0.420
2027-W24,USD,JPY,150.03
2027-W25,EUR,JPY,165.00
2027-W25,HUF,JPY,0.420
2027-W25,USD,JPY,150.03
2027-W26,EUR,JPY,165.00
2027-W26,HUF,JPY,0.420
2027-W26,USD,JPY,150.03
2027-W27,EUR,JPY,165.00
2027-W27,HUF,JPY,0.420
2027-W27,USD,JPY,150.03
2027-W28,EUR,JPY,165.00
2027-W28,HUF,JPY,0.420
2027-W28,USD,JPY,150.03
2027-W29,EUR,JPY,165.00
2027-W29,HUF,JPY,0.420
2027-W29,USD,JPY,150.03
2027-W30,EUR,JPY,165.00
2027-W30,HUF,JPY,0.420
2027-W30,USD,JPY,150.03
2027-W31,EUR,JPY,165.00
2027-W31,HUF,JPY,0.420
2027-W31,USD,JPY,150.03
2027-W32,EUR,JPY,165.00
2027-W32,HUF,JPY,0.420
2027-W32,USD,JPY,150.03
2027-W33,EUR,JPY,165.00
2027-W33,HUF,JPY,0.420
2027-W33,USD,JPY,150.03
2027-W34,EUR,JPY,165.00
2027-W34,HUF,JPY,0.420
2027-W34,USD,JPY,150.03
2027-W35,EUR,JPY,165.00
2027-W35,HUF,JPY,0.420
2027-W35,USD,JPY,150.03
2027-W36,EUR,JPY,165.00
2027-W36,HUF,JPY,0.420
2027-W36,USD,JPY,150.03
2027-W37,EUR,JPY,165.00
2027-W37,HUF,JPY,0.420
2027-W37,USD,JPY,150.03
2027-W38,EUR,JPY,165.00
2027-W38,HUF,JPY,0.420
2027-W38,USD,JPY,150.03
2027-W39,EUR,JPY,165.00
2027-W39,HUF,JPY,0.420
2027-W39,USD,JPY,150.03
2027-W40,EUR,JPY,165.00
2027-W40,HUF,JPY,0.420
2027-W40,USD,JPY,150.03
2027-W41,EUR,JPY,165.00
2027-W41,HUF,JPY,0.420
2027-W41,USD,JPY,150.03
2027-W42,EUR,JPY,165.00
2027-W42,HUF,JPY,0.420
2027-W42,USD,JPY,150.03
2027-W43,EUR,JPY,165.00
2027-W43,HUF,JPY,0.420
2027-W43,USD,JPY,150.03
2027-W44,EUR,JPY,165.00
2027-W44,HUF,JPY,0.420
2027-W44,USD,JPY,150.03
2027-W45,EUR,JPY,165.00
2027-W45,HUF,JPY,0.420
2027-W45,USD,JPY,150.03
2027-W46,EUR,JPY,165.00
2027-W46,HUF,JPY,0.420
2027-W46,USD,JPY,150.03
2027-W47,EUR,JPY,165.00
2027-W47,HUF,JPY,0.420
2027-W47,USD,JPY,150.03
2027-W48,EUR,JPY,165.00
2027-W48,HUF,JPY,0.420
2027-W48,USD,JPY,150.03
2027-W49,EUR,JPY,165.00
2027-W49,HUF,JPY,0.420
2027-W49,USD,JPY,150.03
2027-W50,EUR,JPY,165.00
2027-W50,HUF,JPY,0.420
2027-W50,USD,JPY,150.03
2027-W51,EUR,JPY,165.00
2027-W51,HUF,JPY,0.420
2027-W51,USD,JPY,150.03
