week,currency,base_currency,rate
2027-W25,EUR,JPY,162.0
2027-W26,JPY,JPY,1.0
2027-W26,USD,JPY,150.0
2027-W26,EUR,JPY,162.0
2027-W27,JPY,JPY,1.0
2027-W27,USD,JPY,150.0
2027-W27,EUR,JPY,162.0
2027-W28,JPY,JPY,1.0
2027-W28,USD,JPY,150.0
2027-W28,EUR,JPY,162.0
2027-W29,JPY,JPY,1.0
2027-W29,USD,JPY,150.0
2027-W29,EUR,JPY,162.0
2027-W30,JPY,JPY,1.0
2027-W30,USD,JPY,150.0
2027-W30,EUR,JPY,162.0
2027-W31,JPY,JPY,1.0
2027-W31,USD,JPY,150.0
2027-W31,EUR,JPY,162.0
2027-W32,JPY,JPY,1.0
2027-W32,USD,JPY,150.0
2027-W32,EUR,JPY,162.0
2027-W33,JPY,JPY,1.0
2027-W33,USD,JPY,150.0
2027-W33,EUR,JPY,162.0
2027-W34,JPY,JPY,1.0
2027-W34,USD,JPY,150.0
2027-W34,EUR,JPY,162.0
2027-W35,JPY,JPY,1.0
2027-W35,USD,JPY,150.0
2027-W35,EUR,JPY,162.0
2027-W36,JPY,JPY,1.0
2027-W36,USD,JPY,150.0
2027-W36,EUR,JPY,162.0
2027-W37,JPY,JPY,1.0
2027-W37,USD,JPY,150.0
2027-W37,EUR,JPY,162.0
2027-W38,JPY,JPY,1.0
2027-W38,USD,JPY,150.0
2027-W38,EUR,JPY,162.0
2027-W39,JPY,JPY,1.0
2027-W39,USD,JPY,150.0
2027-W39,EUR,JPY,162.0
2027-W40,JPY,JPY,1.0
2027-W40,USD,JPY,150.0
2027-W40,EUR,JPY,162.0
2027-W41,JPY,JPY,1.0
2027-W41,USD,JPY,150.0
2027-W41,EUR,JPY,162.0
2027-W42,JPY,JPY,1.0
2027-W42,USD,JPY,150.0
2027-W42,EUR,JPY,162.0
2027-W43,JPY,JPY,1.0
2027-W43,USD,JPY,150.0
2027-W43,EUR,JPY,162.0
2027-W44,JPY,JPY,1.0
2027-W44,USD,JPY,150.0
2027-W44,EUR,JPY,162.0
2027-W45,JPY,JPY,1.0
2027-W45,USD,JPY,150.0
2027-W45,EUR,JPY,162.0
2027-W46,JPY,JPY,1.0
2027-W46,USD,JPY,150.0
2027-W46,EUR,JPY,162.0
2027-W47,JPY,JPY,1.0
2027-W47,USD,JPY,150.0
2027-W47,EUR,JPY,162.0
2027-W48,JPY,JPY,1.0
2027-W48,USD,JPY,150.0
2027-W48,EUR,JPY,162.0
2027-W49,JPY,JPY,1.0
2027-W49,USD,JPY,150.0
2027-W49,EUR,JPY,162.0
2027-W50,JPY,JPY,1.0
2027-W50,USD,JPY,150.0
2027-W50,EUR,JPY,162.0
2027-W51,JPY,JPY,1.0
2027-W51,USD,JPY,150.0
2027-W51,EUR,JPY,162.0
2027-W52,JPY,JPY,1.0
2027-W52,USD,JPY,150.0
2027-W52,EUR,JPY,162.0
2028-W01,JPY,JPY,1.0
2028-W01,USD,JPY,162.5
2028-W01,EUR,JPY,175.5
2028-W02,JPY,JPY,1.0
2028-W02,USD,JPY,175.0
2028-W02,EUR,JPY,189.0
2028-W03,JPY,JPY,1.0
2028-W03,USD,JPY,187.5
2028-W03,EUR,JPY,202.5
2028-W04,JPY,JPY,1.0
2028-W04,USD,JPY,200.0
2028-W04,EUR,JPY,216.0
2028-W05,JPY,JPY,1.0
2028-W05,USD,JPY,200.0
2028-W05,EUR,JPY,216.0
2028-W06,JPY,JPY,1.0
2028-W06,USD,JPY,200.0
2028-W06,EUR,JPY,216.0
2028-W07,JPY,JPY,1.0
2028-W07,USD,JPY,200.0
2028-W07,EUR,JPY,216.0
2028-W08,JPY,JPY,1.0
2028-W08,USD,JPY,200.0
2028-W08,EUR,JPY,216.0
2028-W09,JPY,JPY,1.0
2028-W09,USD,JPY,200.0
2028-W09,EUR,JPY,216.0
2028-W10,JPY,JPY,1.0
2028-W10,USD,JPY,200.0
2028-W10,EUR,JPY,216.0
2028-W11,JPY,JPY,1.0
2028-W11,USD,JPY,200.0
2028-W11,EUR,JPY,216.0
2028-W12,JPY,JPY,1.0
2028-W12,USD,JPY,200.0
2028-W12,EUR,JPY,216.0
2028-W13,JPY,JPY,1.0
2028-W13,USD,JPY,200.0
2028-W13,EUR,JPY,216.0
2028-W14,JPY,JPY,1.0
2028-W14,USD,JPY,200.0
2028-W14,EUR,JPY,216.0
2028-W15,JPY,JPY,1.0
2028-W15,USD,JPY,200.0
2028-W15,EUR,JPY,216.0
2028-W16,JPY,JPY,1.0
2028-W16,USD,JPY,200.0
2028-W16,EUR,JPY,216.0
2028-W17,JPY,JPY,1.0
2028-W17,USD,JPY,200.0
2028-W17,EUR,JPY,216.0
2028-W18,JPY,JPY,1.0
2028-W18,USD,JPY,200.0
2028-W18,EUR,JPY,216.0
2028-W19,JPY,JPY,1.0
2028-W19,USD,JPY,200.0
2028-W19,EUR,JPY,216.0
2028-W20,JPY,JPY,1.0
2028-W20,USD,JPY,200.0
2028-W20,EUR,JPY,216.0
2028-W21,JPY,JPY,1.0
2028-W21,USD,JPY,200.0
2028-W21,EUR,JPY,216.0
2028-W22,JPY,JPY,1.0
2028-W22,USD,JPY,200.0
2028-W22,EUR,JPY,216.0
2028-W23,JPY,JPY,1.0
2028-W23,USD,JPY,200.0
2028-W23,EUR,JPY,216.0
2028-W24,JPY,JPY,1.0
2028-W24,USD,JPY,200.0
2028-W24,EUR,JPY,216.0
2028-W25,JPY,JPY,1.0
2028-W25,USD,JPY,200.0
2028-W25,EUR,JPY,216.0
2028-W26,JPY,JPY,1.0
2028-W26,USD,JPY,200.0
2028-W26,EUR,JPY,216.0
2028-W27,JPY,JPY,1.0
2028-W27,USD,JPY,200.0
2028-W27,EUR,JPY,216.0
2028-W28,JPY,JPY,1.0
2028-W28,USD,JPY,200.0
2028-W28,EUR,JPY,216.0
2028-W29,JPY,JPY,1.0
2028-W29,USD,JPY,200.0
2028-W29,EUR,JPY,216.0
2028-W30,JPY,JPY,1.0
2028-W30,USD,JPY,200.0
2028-W30,EUR,JPY,216.0
2028-W31,JPY,JPY,1.0
2028-W31,USD,JPY,200.0
2028-W31,EUR,JPY,216.0
2028-W32,JPY,JPY,1.0
2028-W32,USD,JPY,200.0
2028-W32,EUR,JPY,216.0
2028-W33,JPY,JPY,1.0
2028-W33,USD,JPY,200.0
2028-W33,EUR,JPY,216.0
2028-W34,JPY,JPY,1.0
2028-W34,USD,JPY,200.0
2028-W34,EUR,JPY,216.0
2028-W35,JPY,JPY,1.0
2028-W35,USD,JPY,200.0
2028-W35,EUR,JPY,216.0
2028-W36,JPY,JPY,1.0
2028-W36,USD,JPY,200.0
2028-W36,EUR,JPY,216.0
2028-W37,JPY,JPY,1.0
2028-W37,USD,JPY,200.0
2028-W37,EUR,JPY,216.0
2028-W38,JPY,JPY,1.0
2028-W38,USD,JPY,200.0
2028-W38,EUR,JPY,216.0
2028-W39,JPY,JPY,1.0
2028-W39,USD,JPY,200.0
2028-W39,EUR,JPY,216.0
2028-W40,JPY,JPY,1.0
2028-W40,USD,JPY,200.0
2028-W40,EUR,JPY,216.0
2028-W41,JPY,JPY,1.0
2028-W41,USD,JPY,200.0
2028-W41,EUR,JPY,216.0
2028-W42,JPY,JPY,1.0
2028-W42,USD,JPY,200.0
2028-W42,EUR,JPY,216.0
2028-W43,JPY,JPY,1.0
2028-W43,USD,JPY,200.0
2028-W43,EUR,JPY,216.0
2028-W44,JPY,JPY,1.0
2028-W44,USD,JPY,200.0
2028-W44,EUR,JPY,216.0
2028-W45,JPY,JPY,1.0
2028-W45,USD,JPY,200.0
2028-W45,EUR,JPY,216.0
2028-W46,JPY,JPY,1.0
2028-W46,USD,JPY,200.0
2028-W46,EUR,JPY,216.0
2028-W47,JPY,JPY,1.0
2028-W47,USD,JPY,200.0
2028-W47,EUR,JPY,216.0
2028-W48,JPY,JPY,1.0
2028-W48,USD,JPY,200.0
2028-W48,EUR,JPY,216.0
2028-W49,JPY,JPY,1.0
2028-W49,USD,JPY,200.0
2028-W49,EUR,JPY,216.0
2028-W50,JPY,JPY,1.0
2028-W50,USD,JPY,200.0
2028-W50,EUR,JPY,216.0
2028-W51,JPY,JPY,1.0
2028-W51,USD,JPY,200.0
2028-W51,EUR,JPY,216.0
2028-W52,JPY,JPY,1.0
2028-W52,USD,JPY,200.0
2028-W52,EUR,JPY,216.0
