node_id,product_id,profit_zone_role,country
SP_Apparel_Local,Apparel_Local_S6,OPERATION_NODE_COST_BASE,ES
DC_Local_US,Apparel_Local_S6,OPERATION_NODE_COST_BASE,US
Sales_US_TX_L,Apparel_Local_S6,OUTBOUND_CHANNEL_PROFIT,US
Sales_US_CA_L,Apparel_Local_S6,OUTBOUND_CHANNEL_PROFIT,US
Sales_US_NY_L,Apparel_Local_S6,OUTBOUND_CHANNEL_PROFIT,US
Fabric_ES,Apparel_Local_S7,SUPPLIER_COST_BASE,ES
Factory_Local_ES,Apparel_Local_S7,MOM_PLANT_PROFIT,ES
SP_Apparel_Local,Apparel_Local_S7,OPERATION_NODE_COST_BASE,ES
DC_Local_US,Apparel_Local_S7,OPERATION_NODE_COST_BASE,US
Sales_US_TX_L,Apparel_Local_S7,OUTBOUND_CHANNEL_PROFIT,US
Sales_US_CA_L,Apparel_Local_S7,OUTBOUND_CHANNEL_PROFIT,US
Sales_US_NY_L,Apparel_Local_S7,OUTBOUND_CHANNEL_PROFIT,US
Fabric_ES,Apparel_Local_S8,SUPPLIER_COST_BASE,ES
Factory_Local_ES,Apparel_Local_S8,MOM_PLANT_PROFIT,ES
SP_Apparel_Local,Apparel_Local_S8,OPERATION_NODE_COST_BASE,ES
DC_Local_US,Apparel_Local_S8,OPERATION_NODE_COST_BASE,US
Sales_US_TX_L,Apparel_Local_S8,OUTBOUND_CHANNEL_PROFIT,US
Sales_US_CA_L,Apparel_Local_S8,OUTBOUND_CHANNEL_PROFIT,US
Sales_US_NY_L,Apparel_Local_S8,OUTBOUND_CHANNEL_PROFIT,US
