sku_id,node_name,week,max_supply,cap_pieces,source
Ghee_Export,Anand_Export_Route,2025-W46,380,,warmup
Ghee_Export,DC_Ghee_Export,2025-W46,550,,warmup
Ghee_Export,Ghee_Plant_Export,2025-W46,1215,,warmup
Ghee_Export,Mehsana_Milk_Route,2025-W46,350,,warmup
Ghee_Domestic,DC_Ghee_Domestic,2025-W47,900,,warmup
Ghee_Domestic,Ghee_Plant_Anand,2025-W47,1215,,warmup
Ghee_Domestic,Gujarat_Milk_Collective,2025-W47,1000,,warmup
Ghee_Export,Anand_Export_Route,2025-W47,380,,warmup
Ghee_Export,DC_Ghee_Export,2025-W47,550,,warmup
Ghee_Export,Ghee_Plant_Export,2025-W47,1215,,warmup
Ghee_Export,Mehsana_Milk_Route,2025-W47,350,,warmup
Ghee_Domestic,DC_Ghee_Domestic,2025-W48,900,,warmup
Ghee_Domestic,Ghee_Plant_Anand,2025-W48,1215,,warmup
Ghee_Domestic,Gujarat_Milk_Collective,2025-W48,1000,,warmup
Ghee_Export,Anand_Export_Route,2025-W48,380,,warmup
Ghee_Export,DC_Ghee_Export,2025-W48,550,,warmup
Ghee_Export,Ghee_Plant_Export,2025-W48,1215,,warmup
Ghee_Export,Mehsana_Milk_Route,2025-W48,350,,warmup
Ghee_Domestic,DC_Ghee_Domestic,2025-W49,900,,warmup
Ghee_Domestic,Ghee_Plant_Anand,2025-W49,1215,,warmup
Ghee_Domestic,Gujarat_Milk_Collective,2025-W49,1000,,warmup
Ghee_Export,Anand_Export_Route,2025-W49,380,,warmup
Ghee_Export,DC_Ghee_Export,2025-W49,550,,warmup
Ghee_Export,Ghee_Plant_Export,2025-W49,1215,,warmup
Ghee_Export,Mehsana_Milk_Route,2025-W49,350,,warmup
Ghee_Domestic,DC_Ghee_Domestic,2025-W50,900,,warmup
Ghee_Domestic,Ghee_Plant_Anand,2025-W50,1215,,warmup
Ghee_Domestic,Gujarat_Milk_Collective,2025-W50,1000,,warmup
Ghee_Export,Anand_Export_Route,2025-W50,380,,warmup
Ghee_Export,DC_Ghee_Export,2025-W50,550,,warmup
Ghee_Export,Ghee_Plant_Export,2025-W50,1215,,warmup
Ghee_Export,Mehsana_Milk_Route,2025-W50,350,,warmup
Ghee_Domestic,DC_Ghee_Domestic,2025-W51,900,,warmup
Ghee_Domestic,Ghee_Plant_Anand,2025-W51,1215,,warmup
Ghee_Domestic,Gujarat_Milk_Collective,2025-W51,1000,,warmup
Ghee_Export,Anand_Export_Route,2025-W51,380,,warmup
Ghee_Export,DC_Ghee_Export,2025-W51,550,,warmup
Ghee_Export,Ghee_Plant_Export,2025-W51,1215,,warmup
Ghee_Export,Mehsana_Milk_Route,2025-W51,350,,warmup
Ghee_Domestic,DC_Ghee_Domestic,2025-W52,900,,warmup
Ghee_Domestic,Ghee_Plant_Anand,2025-W52,1215,,warmup
Ghee_Domestic,Gujarat_Milk_Collective,2025-W52,1000,,warmup
Ghee_Export,Anand_Export_Route,2025-W52,380,,warmup
Ghee_Export,DC_Ghee_Export,2025-W52,550,,warmup
Ghee_Export,Ghee_Plant_Export,2025-W52,1215,,warmup
Ghee_Export,Mehsana_Milk_Route,2025-W52,350,,warmup
Ghee_Domestic,DC_Ghee_Domestic,2026-W01,900,,warmup
Ghee_Domestic,Ghee_Plant_Anand,2026-W01,1215,,warmup
Ghee_Domestic,Gujarat_Milk_Collective,2026-W01,1000,,warmup
Ghee_Export,Anand_Export_Route,2026-W01,380,,warmup
Ghee_Export,DC_Ghee_Export,2026-W01,550,,warmup
Ghee_Export,Ghee_Plant_Export,2026-W01,1215,,warmup
Ghee_Export,Mehsana_Milk_Route,2026-W01,350,,warmup
Ghee_Domestic,Gujarat_Milk_Collective,2026-W02,1000,,集乳ネットワーク（単一leaf_in、事実上余裕あり）
Ghee_Domestic,Ghee_Plant_Anand,2026-W02,1215,,フラッシュ/リーン季節変動（乾季4-6月に減産）
Ghee_Domestic,DC_Ghee_Domestic,2026-W02,900,,国内DC スループット 余裕あり
Ghee_Export,Anand_Export_Route,2026-W02,380,,輸出規格集乳ルート（単独で全量を賄える容量）
Ghee_Export,Mehsana_Milk_Route,2026-W02,350,,集乳ルート（単独で全量を賄える容量）
Ghee_Export,Ghee_Plant_Export,2026-W02,1215,,フラッシュ/リーン季節変動（乾季4-6月に減産）※複数leaf_in合算後のPを基準に設定
Ghee_Export,DC_Ghee_Export,2026-W02,550,,保税倉庫スループット 余裕あり
Ghee_Domestic,Gujarat_Milk_Collective,2026-W03,1000,,集乳ネットワーク（単一leaf_in、事実上余裕あり）
Ghee_Domestic,Ghee_Plant_Anand,2026-W03,1215,,フラッシュ/リーン季節変動（乾季4-6月に減産）
Ghee_Domestic,DC_Ghee_Domestic,2026-W03,900,,国内DC スループット 余裕あり
Ghee_Export,Anand_Export_Route,2026-W03,380,,輸出規格集乳ルート（単独で全量を賄える容量）
Ghee_Export,Mehsana_Milk_Route,2026-W03,350,,集乳ルート（単独で全量を賄える容量）
Ghee_Export,Ghee_Plant_Export,2026-W03,1215,,フラッシュ/リーン季節変動（乾季4-6月に減産）※複数leaf_in合算後のPを基準に設定
Ghee_Export,DC_Ghee_Export,2026-W03,550,,保税倉庫スループット 余裕あり
Ghee_Domestic,Gujarat_Milk_Collective,2026-W04,1000,,集乳ネットワーク（単一leaf_in、事実上余裕あり）
Ghee_Domestic,Ghee_Plant_Anand,2026-W04,1215,,フラッシュ/リーン季節変動（乾季4-6月に減産）
Ghee_Domestic,DC_Ghee_Domestic,2026-W04,900,,国内DC スループット 余裕あり
Ghee_Export,Anand_Export_Route,2026-W04,380,,輸出規格集乳ルート（単独で全量を賄える容量）
Ghee_Export,Mehsana_Milk_Route,2026-W04,350,,集乳ルート（単独で全量を賄える容量）
Ghee_Export,Ghee_Plant_Export,2026-W04,1215,,フラッシュ/リーン季節変動（乾季4-6月に減産）※複数leaf_in合算後のPを基準に設定
Ghee_Export,DC_Ghee_Export,2026-W04,550,,保税倉庫スループット 余裕あり
Ghee_Domestic,Gujarat_Milk_Collective,2026-W05,1000,,集乳ネットワーク（単一leaf_in、事実上余裕あり）
Ghee_Domestic,Ghee_Plant_Anand,2026-W05,1215,,フラッシュ/リーン季節変動（乾季4-6月に減産）
Ghee_Domestic,DC_Ghee_Domestic,2026-W05,900,,国内DC スループット 余裕あり
Ghee_Export,Anand_Export_Route,2026-W05,380,,輸出規格集乳ルート（単独で全量を賄える容量）
Ghee_Export,Mehsana_Milk_Route,2026-W05,350,,集乳ルート（単独で全量を賄える容量）
Ghee_Export,Ghee_Plant_Export,2026-W05,1215,,フラッシュ/リーン季節変動（乾季4-6月に減産）※複数leaf_in合算後のPを基準に設定
Ghee_Export,DC_Ghee_Export,2026-W05,550,,保税倉庫スループット 余裕あり
Ghee_Domestic,Gujarat_Milk_Collective,2026-W06,1000,,集乳ネットワーク（単一leaf_in、事実上余裕あり）
Ghee_Domestic,Ghee_Plant_Anand,2026-W06,1215,,フラッシュ/リーン季節変動（乾季4-6月に減産）
Ghee_Domestic,DC_Ghee_Domestic,2026-W06,900,,国内DC スループット 余裕あり
Ghee_Export,Anand_Export_Route,2026-W06,380,,輸出規格集乳ルート（単独で全量を賄える容量）
Ghee_Export,Mehsana_Milk_Route,2026-W06,350,,集乳ルート（単独で全量を賄える容量）
Ghee_Export,Ghee_Plant_Export,2026-W06,1215,,フラッシュ/リーン季節変動（乾季4-6月に減産）※複数leaf_in合算後のPを基準に設定
Ghee_Export,DC_Ghee_Export,2026-W06,550,,保税倉庫スループット 余裕あり
Ghee_Domestic,Gujarat_Milk_Collective,2026-W07,1000,,集乳ネットワーク（単一leaf_in、事実上余裕あり）
Ghee_Domestic,Ghee_Plant_Anand,2026-W07,1215,,フラッシュ/リーン季節変動（乾季4-6月に減産）
Ghee_Domestic,DC_Ghee_Domestic,2026-W07,900,,国内DC スループット 余裕あり
Ghee_Export,Anand_Export_Route,2026-W07,380,,輸出規格集乳ルート（単独で全量を賄える容量）
Ghee_Export,Mehsana_Milk_Route,2026-W07,350,,集乳ルート（単独で全量を賄える容量）
Ghee_Export,Ghee_Plant_Export,2026-W07,1215,,フラッシュ/リーン季節変動（乾季4-6月に減産）※複数leaf_in合算後のPを基準に設定
Ghee_Export,DC_Ghee_Export,2026-W07,550,,保税倉庫スループット 余裕あり
Ghee_Domestic,Gujarat_Milk_Collective,2026-W08,1000,,集乳ネットワーク（単一leaf_in、事実上余裕あり）
Ghee_Domestic,Ghee_Plant_Anand,2026-W08,1215,,フラッシュ/リーン季節変動（乾季4-6月に減産）
Ghee_Domestic,DC_Ghee_Domestic,2026-W08,900,,国内DC スループット 余裕あり
Ghee_Export,Anand_Export_Route,2026-W08,380,,輸出規格集乳ルート（単独で全量を賄える容量）
Ghee_Export,Mehsana_Milk_Route,2026-W08,350,,集乳ルート（単独で全量を賄える容量）
Ghee_Export,Ghee_Plant_Export,2026-W08,1215,,フラッシュ/リーン季節変動（乾季4-6月に減産）※複数leaf_in合算後のPを基準に設定
Ghee_Export,DC_Ghee_Export,2026-W08,550,,保税倉庫スループット 余裕あり
Ghee_Domestic,Gujarat_Milk_Collective,2026-W09,1000,,集乳ネットワーク（単一leaf_in、事実上余裕あり）
Ghee_Domestic,Ghee_Plant_Anand,2026-W09,900,,フラッシュ/リーン季節変動（乾季4-6月に減産）
Ghee_Domestic,DC_Ghee_Domestic,2026-W09,900,,国内DC スループット 余裕あり
Ghee_Export,Anand_Export_Route,2026-W09,380,,輸出規格集乳ルート（単独で全量を賄える容量）
Ghee_Export,Mehsana_Milk_Route,2026-W09,350,,集乳ルート（単独で全量を賄える容量）
Ghee_Export,Ghee_Plant_Export,2026-W09,900,,フラッシュ/リーン季節変動（乾季4-6月に減産）※複数leaf_in合算後のPを基準に設定
Ghee_Export,DC_Ghee_Export,2026-W09,550,,保税倉庫スループット 余裕あり
Ghee_Domestic,Gujarat_Milk_Collective,2026-W10,1000,,集乳ネットワーク（単一leaf_in、事実上余裕あり）
Ghee_Domestic,Ghee_Plant_Anand,2026-W10,900,,フラッシュ/リーン季節変動（乾季4-6月に減産）
Ghee_Domestic,DC_Ghee_Domestic,2026-W10,900,,国内DC スループット 余裕あり
Ghee_Export,Anand_Export_Route,2026-W10,380,,輸出規格集乳ルート（単独で全量を賄える容量）
Ghee_Export,Mehsana_Milk_Route,2026-W10,350,,集乳ルート（単独で全量を賄える容量）
Ghee_Export,Ghee_Plant_Export,2026-W10,900,,フラッシュ/リーン季節変動（乾季4-6月に減産）※複数leaf_in合算後のPを基準に設定
Ghee_Export,DC_Ghee_Export,2026-W10,550,,保税倉庫スループット 余裕あり
Ghee_Domestic,Gujarat_Milk_Collective,2026-W11,1000,,集乳ネットワーク（単一leaf_in、事実上余裕あり）
Ghee_Domestic,Ghee_Plant_Anand,2026-W11,900,,フラッシュ/リーン季節変動（乾季4-6月に減産）
Ghee_Domestic,DC_Ghee_Domestic,2026-W11,900,,国内DC スループット 余裕あり
Ghee_Export,Anand_Export_Route,2026-W11,380,,輸出規格集乳ルート（単独で全量を賄える容量）
Ghee_Export,Mehsana_Milk_Route,2026-W11,350,,集乳ルート（単独で全量を賄える容量）
Ghee_Export,Ghee_Plant_Export,2026-W11,900,,フラッシュ/リーン季節変動（乾季4-6月に減産）※複数leaf_in合算後のPを基準に設定
Ghee_Export,DC_Ghee_Export,2026-W11,550,,保税倉庫スループット 余裕あり
Ghee_Domestic,Gujarat_Milk_Collective,2026-W12,1000,,集乳ネットワーク（単一leaf_in、事実上余裕あり）
Ghee_Domestic,Ghee_Plant_Anand,2026-W12,900,,フラッシュ/リーン季節変動（乾季4-6月に減産）
Ghee_Domestic,DC_Ghee_Domestic,2026-W12,900,,国内DC スループット 余裕あり
Ghee_Export,Anand_Export_Route,2026-W12,380,,輸出規格集乳ルート（単独で全量を賄える容量）
Ghee_Export,Mehsana_Milk_Route,2026-W12,350,,集乳ルート（単独で全量を賄える容量）
Ghee_Export,Ghee_Plant_Export,2026-W12,900,,フラッシュ/リーン季節変動（乾季4-6月に減産）※複数leaf_in合算後のPを基準に設定
Ghee_Export,DC_Ghee_Export,2026-W12,550,,保税倉庫スループット 余裕あり
Ghee_Domestic,Gujarat_Milk_Collective,2026-W13,1000,,集乳ネットワーク（単一leaf_in、事実上余裕あり）
Ghee_Domestic,Ghee_Plant_Anand,2026-W13,900,,フラッシュ/リーン季節変動（乾季4-6月に減産）
Ghee_Domestic,DC_Ghee_Domestic,2026-W13,900,,国内DC スループット 余裕あり
Ghee_Export,Anand_Export_Route,2026-W13,380,,輸出規格集乳ルート（単独で全量を賄える容量）
Ghee_Export,Mehsana_Milk_Route,2026-W13,350,,集乳ルート（単独で全量を賄える容量）
Ghee_Export,Ghee_Plant_Export,2026-W13,900,,フラッシュ/リーン季節変動（乾季4-6月に減産）※複数leaf_in合算後のPを基準に設定
Ghee_Export,DC_Ghee_Export,2026-W13,550,,保税倉庫スループット 余裕あり
Ghee_Domestic,Gujarat_Milk_Collective,2026-W14,1000,,集乳ネットワーク（単一leaf_in、事実上余裕あり）
Ghee_Domestic,Ghee_Plant_Anand,2026-W14,630,,フラッシュ/リーン季節変動（乾季4-6月に減産）
Ghee_Domestic,DC_Ghee_Domestic,2026-W14,900,,国内DC スループット 余裕あり
Ghee_Export,Anand_Export_Route,2026-W14,380,,輸出規格集乳ルート（単独で全量を賄える容量）
Ghee_Export,Mehsana_Milk_Route,2026-W14,350,,集乳ルート（単独で全量を賄える容量）
Ghee_Export,Ghee_Plant_Export,2026-W14,630,,フラッシュ/リーン季節変動（乾季4-6月に減産）※複数leaf_in合算後のPを基準に設定
Ghee_Export,DC_Ghee_Export,2026-W14,550,,保税倉庫スループット 余裕あり
Ghee_Domestic,Gujarat_Milk_Collective,2026-W15,1000,,集乳ネットワーク（単一leaf_in、事実上余裕あり）
Ghee_Domestic,Ghee_Plant_Anand,2026-W15,630,,フラッシュ/リーン季節変動（乾季4-6月に減産）
Ghee_Domestic,DC_Ghee_Domestic,2026-W15,900,,国内DC スループット 余裕あり
Ghee_Export,Anand_Export_Route,2026-W15,380,,輸出規格集乳ルート（単独で全量を賄える容量）
Ghee_Export,Mehsana_Milk_Route,2026-W15,350,,集乳ルート（単独で全量を賄える容量）
Ghee_Export,Ghee_Plant_Export,2026-W15,630,,フラッシュ/リーン季節変動（乾季4-6月に減産）※複数leaf_in合算後のPを基準に設定
Ghee_Export,DC_Ghee_Export,2026-W15,550,,保税倉庫スループット 余裕あり
Ghee_Domestic,Gujarat_Milk_Collective,2026-W16,1000,,集乳ネットワーク（単一leaf_in、事実上余裕あり）
Ghee_Domestic,Ghee_Plant_Anand,2026-W16,630,,フラッシュ/リーン季節変動（乾季4-6月に減産）
Ghee_Domestic,DC_Ghee_Domestic,2026-W16,900,,国内DC スループット 余裕あり
Ghee_Export,Anand_Export_Route,2026-W16,380,,輸出規格集乳ルート（単独で全量を賄える容量）
Ghee_Export,Mehsana_Milk_Route,2026-W16,350,,集乳ルート（単独で全量を賄える容量）
Ghee_Export,Ghee_Plant_Export,2026-W16,630,,フラッシュ/リーン季節変動（乾季4-6月に減産）※複数leaf_in合算後のPを基準に設定
Ghee_Export,DC_Ghee_Export,2026-W16,550,,保税倉庫スループット 余裕あり
Ghee_Domestic,Gujarat_Milk_Collective,2026-W17,1000,,集乳ネットワーク（単一leaf_in、事実上余裕あり）
Ghee_Domestic,Ghee_Plant_Anand,2026-W17,630,,フラッシュ/リーン季節変動（乾季4-6月に減産）
Ghee_Domestic,DC_Ghee_Domestic,2026-W17,900,,国内DC スループット 余裕あり
Ghee_Export,Anand_Export_Route,2026-W17,380,,輸出規格集乳ルート（単独で全量を賄える容量）
Ghee_Export,Mehsana_Milk_Route,2026-W17,350,,集乳ルート（単独で全量を賄える容量）
Ghee_Export,Ghee_Plant_Export,2026-W17,630,,フラッシュ/リーン季節変動（乾季4-6月に減産）※複数leaf_in合算後のPを基準に設定
Ghee_Export,DC_Ghee_Export,2026-W17,550,,保税倉庫スループット 余裕あり
Ghee_Domestic,Gujarat_Milk_Collective,2026-W18,1000,,集乳ネットワーク（単一leaf_in、事実上余裕あり）
Ghee_Domestic,Ghee_Plant_Anand,2026-W18,630,,フラッシュ/リーン季節変動（乾季4-6月に減産）
Ghee_Domestic,DC_Ghee_Domestic,2026-W18,900,,国内DC スループット 余裕あり
Ghee_Export,Anand_Export_Route,2026-W18,380,,輸出規格集乳ルート（単独で全量を賄える容量）
Ghee_Export,Mehsana_Milk_Route,2026-W18,350,,集乳ルート（単独で全量を賄える容量）
Ghee_Export,Ghee_Plant_Export,2026-W18,630,,フラッシュ/リーン季節変動（乾季4-6月に減産）※複数leaf_in合算後のPを基準に設定
Ghee_Export,DC_Ghee_Export,2026-W18,550,,保税倉庫スループット 余裕あり
Ghee_Domestic,Gujarat_Milk_Collective,2026-W19,1000,,集乳ネットワーク（単一leaf_in、事実上余裕あり）
Ghee_Domestic,Ghee_Plant_Anand,2026-W19,630,,フラッシュ/リーン季節変動（乾季4-6月に減産）
Ghee_Domestic,DC_Ghee_Domestic,2026-W19,900,,国内DC スループット 余裕あり
Ghee_Export,Anand_Export_Route,2026-W19,380,,輸出規格集乳ルート（単独で全量を賄える容量）
Ghee_Export,Mehsana_Milk_Route,2026-W19,350,,集乳ルート（単独で全量を賄える容量）
Ghee_Export,Ghee_Plant_Export,2026-W19,630,,フラッシュ/リーン季節変動（乾季4-6月に減産）※複数leaf_in合算後のPを基準に設定
Ghee_Export,DC_Ghee_Export,2026-W19,550,,保税倉庫スループット 余裕あり
Ghee_Domestic,Gujarat_Milk_Collective,2026-W20,1000,,集乳ネットワーク（単一leaf_in、事実上余裕あり）
Ghee_Domestic,Ghee_Plant_Anand,2026-W20,630,,フラッシュ/リーン季節変動（乾季4-6月に減産）
Ghee_Domestic,DC_Ghee_Domestic,2026-W20,900,,国内DC スループット 余裕あり
Ghee_Export,Anand_Export_Route,2026-W20,380,,輸出規格集乳ルート（単独で全量を賄える容量）
Ghee_Export,Mehsana_Milk_Route,2026-W20,350,,集乳ルート（単独で全量を賄える容量）
Ghee_Export,Ghee_Plant_Export,2026-W20,630,,フラッシュ/リーン季節変動（乾季4-6月に減産）※複数leaf_in合算後のPを基準に設定
Ghee_Export,DC_Ghee_Export,2026-W20,550,,保税倉庫スループット 余裕あり
Ghee_Domestic,Gujarat_Milk_Collective,2026-W21,1000,,集乳ネットワーク（単一leaf_in、事実上余裕あり）
Ghee_Domestic,Ghee_Plant_Anand,2026-W21,630,,フラッシュ/リーン季節変動（乾季4-6月に減産）
Ghee_Domestic,DC_Ghee_Domestic,2026-W21,900,,国内DC スループット 余裕あり
Ghee_Export,Anand_Export_Route,2026-W21,380,,輸出規格集乳ルート（単独で全量を賄える容量）
Ghee_Export,Mehsana_Milk_Route,2026-W21,350,,集乳ルート（単独で全量を賄える容量）
Ghee_Export,Ghee_Plant_Export,2026-W21,630,,フラッシュ/リーン季節変動（乾季4-6月に減産）※複数leaf_in合算後のPを基準に設定
Ghee_Export,DC_Ghee_Export,2026-W21,550,,保税倉庫スループット 余裕あり
Ghee_Domestic,Gujarat_Milk_Collective,2026-W22,1000,,集乳ネットワーク（単一leaf_in、事実上余裕あり）
Ghee_Domestic,Ghee_Plant_Anand,2026-W22,630,,フラッシュ/リーン季節変動（乾季4-6月に減産）
Ghee_Domestic,DC_Ghee_Domestic,2026-W22,900,,国内DC スループット 余裕あり
Ghee_Export,Anand_Export_Route,2026-W22,380,,輸出規格集乳ルート（単独で全量を賄える容量）
Ghee_Export,Mehsana_Milk_Route,2026-W22,350,,集乳ルート（単独で全量を賄える容量）
Ghee_Export,Ghee_Plant_Export,2026-W22,630,,フラッシュ/リーン季節変動（乾季4-6月に減産）※複数leaf_in合算後のPを基準に設定
Ghee_Export,DC_Ghee_Export,2026-W22,550,,保税倉庫スループット 余裕あり
Ghee_Domestic,Gujarat_Milk_Collective,2026-W23,1000,,集乳ネットワーク（単一leaf_in、事実上余裕あり）
Ghee_Domestic,Ghee_Plant_Anand,2026-W23,630,,フラッシュ/リーン季節変動（乾季4-6月に減産）
Ghee_Domestic,DC_Ghee_Domestic,2026-W23,900,,国内DC スループット 余裕あり
Ghee_Export,Anand_Export_Route,2026-W23,380,,輸出規格集乳ルート（単独で全量を賄える容量）
Ghee_Export,Mehsana_Milk_Route,2026-W23,350,,集乳ルート（単独で全量を賄える容量）
Ghee_Export,Ghee_Plant_Export,2026-W23,630,,フラッシュ/リーン季節変動（乾季4-6月に減産）※複数leaf_in合算後のPを基準に設定
Ghee_Export,DC_Ghee_Export,2026-W23,550,,保税倉庫スループット 余裕あり
Ghee_Domestic,Gujarat_Milk_Collective,2026-W24,1000,,集乳ネットワーク（単一leaf_in、事実上余裕あり）
Ghee_Domestic,Ghee_Plant_Anand,2026-W24,630,,フラッシュ/リーン季節変動（乾季4-6月に減産）
Ghee_Domestic,DC_Ghee_Domestic,2026-W24,900,,国内DC スループット 余裕あり
Ghee_Export,Anand_Export_Route,2026-W24,380,,輸出規格集乳ルート（単独で全量を賄える容量）
Ghee_Export,Mehsana_Milk_Route,2026-W24,350,,集乳ルート（単独で全量を賄える容量）
Ghee_Export,Ghee_Plant_Export,2026-W24,630,,フラッシュ/リーン季節変動（乾季4-6月に減産）※複数leaf_in合算後のPを基準に設定
Ghee_Export,DC_Ghee_Export,2026-W24,550,,保税倉庫スループット 余裕あり
Ghee_Domestic,Gujarat_Milk_Collective,2026-W25,1000,,集乳ネットワーク（単一leaf_in、事実上余裕あり）
Ghee_Domestic,Ghee_Plant_Anand,2026-W25,630,,フラッシュ/リーン季節変動（乾季4-6月に減産）
Ghee_Domestic,DC_Ghee_Domestic,2026-W25,900,,国内DC スループット 余裕あり
Ghee_Export,Anand_Export_Route,2026-W25,380,,輸出規格集乳ルート（単独で全量を賄える容量）
Ghee_Export,Mehsana_Milk_Route,2026-W25,350,,集乳ルート（単独で全量を賄える容量）
Ghee_Export,Ghee_Plant_Export,2026-W25,630,,フラッシュ/リーン季節変動（乾季4-6月に減産）※複数leaf_in合算後のPを基準に設定
Ghee_Export,DC_Ghee_Export,2026-W25,550,,保税倉庫スループット 余裕あり
Ghee_Domestic,Gujarat_Milk_Collective,2026-W26,1000,,集乳ネットワーク（単一leaf_in、事実上余裕あり）
Ghee_Domestic,Ghee_Plant_Anand,2026-W26,630,,フラッシュ/リーン季節変動（乾季4-6月に減産）
Ghee_Domestic,DC_Ghee_Domestic,2026-W26,900,,国内DC スループット 余裕あり
Ghee_Export,Anand_Export_Route,2026-W26,380,,輸出規格集乳ルート（単独で全量を賄える容量）
Ghee_Export,Mehsana_Milk_Route,2026-W26,350,,集乳ルート（単独で全量を賄える容量）
Ghee_Export,Ghee_Plant_Export,2026-W26,630,,フラッシュ/リーン季節変動（乾季4-6月に減産）※複数leaf_in合算後のPを基準に設定
Ghee_Export,DC_Ghee_Export,2026-W26,550,,保税倉庫スループット 余裕あり
Ghee_Domestic,Gujarat_Milk_Collective,2026-W27,1000,,集乳ネットワーク（単一leaf_in、事実上余裕あり）
Ghee_Domestic,Ghee_Plant_Anand,2026-W27,900,,フラッシュ/リーン季節変動（乾季4-6月に減産）
Ghee_Domestic,DC_Ghee_Domestic,2026-W27,900,,国内DC スループット 余裕あり
Ghee_Export,Anand_Export_Route,2026-W27,380,,輸出規格集乳ルート（単独で全量を賄える容量）
Ghee_Export,Mehsana_Milk_Route,2026-W27,350,,集乳ルート（単独で全量を賄える容量）
Ghee_Export,Ghee_Plant_Export,2026-W27,900,,フラッシュ/リーン季節変動（乾季4-6月に減産）※複数leaf_in合算後のPを基準に設定
Ghee_Export,DC_Ghee_Export,2026-W27,550,,保税倉庫スループット 余裕あり
Ghee_Domestic,Gujarat_Milk_Collective,2026-W28,1000,,集乳ネットワーク（単一leaf_in、事実上余裕あり）
Ghee_Domestic,Ghee_Plant_Anand,2026-W28,900,,フラッシュ/リーン季節変動（乾季4-6月に減産）
Ghee_Domestic,DC_Ghee_Domestic,2026-W28,900,,国内DC スループット 余裕あり
Ghee_Export,Anand_Export_Route,2026-W28,380,,輸出規格集乳ルート（単独で全量を賄える容量）
Ghee_Export,Mehsana_Milk_Route,2026-W28,350,,集乳ルート（単独で全量を賄える容量）
Ghee_Export,Ghee_Plant_Export,2026-W28,900,,フラッシュ/リーン季節変動（乾季4-6月に減産）※複数leaf_in合算後のPを基準に設定
Ghee_Export,DC_Ghee_Export,2026-W28,550,,保税倉庫スループット 余裕あり
Ghee_Domestic,Gujarat_Milk_Collective,2026-W29,1000,,集乳ネットワーク（単一leaf_in、事実上余裕あり）
Ghee_Domestic,Ghee_Plant_Anand,2026-W29,900,,フラッシュ/リーン季節変動（乾季4-6月に減産）
Ghee_Domestic,DC_Ghee_Domestic,2026-W29,900,,国内DC スループット 余裕あり
Ghee_Export,Anand_Export_Route,2026-W29,380,,輸出規格集乳ルート（単独で全量を賄える容量）
Ghee_Export,Mehsana_Milk_Route,2026-W29,350,,集乳ルート（単独で全量を賄える容量）
Ghee_Export,Ghee_Plant_Export,2026-W29,900,,フラッシュ/リーン季節変動（乾季4-6月に減産）※複数leaf_in合算後のPを基準に設定
Ghee_Export,DC_Ghee_Export,2026-W29,550,,保税倉庫スループット 余裕あり
Ghee_Domestic,Gujarat_Milk_Collective,2026-W30,1000,,集乳ネットワーク（単一leaf_in、事実上余裕あり）
Ghee_Domestic,Ghee_Plant_Anand,2026-W30,900,,フラッシュ/リーン季節変動（乾季4-6月に減産）
Ghee_Domestic,DC_Ghee_Domestic,2026-W30,900,,国内DC スループット 余裕あり
