week,currency,base_currency,rate
2027-W35,AED,INR,22.6
2027-W36,USD,INR,83.0
2027-W36,AED,INR,22.6
2027-W37,USD,INR,83.0
2027-W37,AED,INR,22.6
2027-W38,USD,INR,83.0
2027-W38,AED,INR,22.6
2027-W39,USD,INR,83.0
2027-W39,AED,INR,22.6
2027-W40,USD,INR,83.0
2027-W40,AED,INR,22.6
2027-W41,USD,INR,83.0
2027-W41,AED,INR,22.6
2027-W42,USD,INR,83.0
2027-W42,AED,INR,22.6
2027-W43,USD,INR,83.0
2027-W43,AED,INR,22.6
2027-W44,USD,INR,83.0
2027-W44,AED,INR,22.6
2027-W45,USD,INR,83.0
2027-W45,AED,INR,22.6
2027-W46,USD,INR,83.0
2027-W46,AED,INR,22.6
2027-W47,USD,INR,83.0
2027-W47,AED,INR,22.6
2027-W48,USD,INR,83.0
2027-W48,AED,INR,22.6
2027-W49,USD,INR,83.0
2027-W49,AED,INR,22.6
2027-W50,USD,INR,83.0
2027-W50,AED,INR,22.6
2027-W51,USD,INR,83.0
2027-W51,AED,INR,22.6
2027-W52,USD,INR,83.0
2027-W52,AED,INR,22.6
