week,currency,base_currency,rate
2027-W21,CNY,JPY,21.267
2027-W22,USD,JPY,153.32
2027-W22,CNY,JPY,21.234
2027-W23,USD,JPY,153.13
2027-W23,CNY,JPY,21.201
2027-W24,USD,JPY,152.93
2027-W24,CNY,JPY,21.169
2027-W25,USD,JPY,152.72
2027-W25,CNY,JPY,21.137
2027-W26,USD,JPY,152.52
2027-W26,CNY,JPY,21.108
2027-W27,USD,JPY,152.31
2027-W27,CNY,JPY,21.08
2027-W28,USD,JPY,152.1
2027-W28,CNY,JPY,21.055
2027-W29,USD,JPY,151.9
2027-W29,CNY,JPY,21.033
2027-W30,USD,JPY,151.72
2027-W30,CNY,JPY,21.015
2027-W31,USD,JPY,151.54
2027-W31,CNY,JPY,21.0
2027-W32,USD,JPY,151.38
2027-W32,CNY,JPY,20.989
2027-W33,USD,JPY,151.24
2027-W33,CNY,JPY,20.982
2027-W34,USD,JPY,151.13
2027-W34,CNY,JPY,20.979
2027-W35,USD,JPY,151.04
2027-W35,CNY,JPY,20.981
2027-W36,USD,JPY,150.97
2027-W36,CNY,JPY,20.987
2027-W37,USD,JPY,150.93
2027-W37,CNY,JPY,20.997
2027-W38,USD,JPY,150.92
2027-W38,CNY,JPY,21.012
2027-W39,USD,JPY,150.94
2027-W39,CNY,JPY,21.03
2027-W40,USD,JPY,150.98
2027-W40,CNY,JPY,21.053
2027-W41,USD,JPY,151.06
2027-W41,CNY,JPY,21.079
2027-W42,USD,JPY,151.16
2027-W42,CNY,JPY,21.108
2027-W43,USD,JPY,151.29
2027-W43,CNY,JPY,21.14
2027-W44,USD,JPY,151.45
2027-W44,CNY,JPY,21.175
2027-W45,USD,JPY,151.63
2027-W45,CNY,JPY,21.211
2027-W46,USD,JPY,151.84
2027-W46,CNY,JPY,21.249
2027-W47,USD,JPY,152.06
2027-W47,CNY,JPY,21.288
2027-W48,USD,JPY,152.3
2027-W48,CNY,JPY,21.328
2027-W49,USD,JPY,152.55
2027-W49,CNY,JPY,21.367
2027-W50,USD,JPY,152.81
2027-W50,CNY,JPY,21.406
2027-W51,USD,JPY,153.08
2027-W51,CNY,JPY,21.443
2027-W52,USD,JPY,153.35
2027-W52,CNY,JPY,21.479
2028-W01,USD,JPY,153.63
2028-W01,CNY,JPY,21.513
2028-W02,USD,JPY,153.9
2028-W02,CNY,JPY,21.545
2028-W03,USD,JPY,154.16
2028-W03,CNY,JPY,21.573
2028-W04,USD,JPY,154.41
2028-W04,CNY,JPY,21.598
2028-W05,USD,JPY,154.65
2028-W05,CNY,JPY,21.62
2028-W06,USD,JPY,154.87
2028-W06,CNY,JPY,21.637
2028-W07,USD,JPY,155.08
2028-W07,CNY,JPY,21.651
2028-W08,USD,JPY,155.26
2028-W08,CNY,JPY,21.66
2028-W09,USD,JPY,155.42
2028-W09,CNY,JPY,21.664
2028-W10,USD,JPY,155.55
2028-W10,CNY,JPY,21.665
2028-W11,USD,JPY,155.65
2028-W11,CNY,JPY,21.661
2028-W12,USD,JPY,155.73
2028-W12,CNY,JPY,21.653
2028-W13,USD,JPY,155.77
2028-W13,CNY,JPY,21.641
2028-W14,USD,JPY,155.79
2028-W14,CNY,JPY,21.625
2028-W15,USD,JPY,155.78
2028-W15,CNY,JPY,21.605
2028-W16,USD,JPY,155.74
2028-W16,CNY,JPY,21.582
2028-W17,USD,JPY,155.67
2028-W17,CNY,JPY,21.557
2028-W18,USD,JPY,155.58
2028-W18,CNY,JPY,21.529
2028-W19,USD,JPY,155.46
2028-W19,CNY,JPY,21.498
2028-W20,USD,JPY,155.33
2028-W20,CNY,JPY,21.467
2028-W21,USD,JPY,155.17
2028-W21,CNY,JPY,21.434
2028-W22,USD,JPY,154.99
2028-W22,CNY,JPY,21.401
2028-W23,USD,JPY,154.81
2028-W23,CNY,JPY,21.369
2028-W24,USD,JPY,154.61
2028-W24,CNY,JPY,21.336
2028-W25,USD,JPY,154.4
2028-W25,CNY,JPY,21.305
2028-W26,USD,JPY,154.19
2028-W26,CNY,JPY,21.276
2028-W27,USD,JPY,153.98
2028-W27,CNY,JPY,21.248
2028-W28,USD,JPY,153.78
2028-W28,CNY,JPY,21.223
2028-W29,USD,JPY,153.58
2028-W29,CNY,JPY,21.201
2028-W30,USD,JPY,153.39
2028-W30,CNY,JPY,21.183
2028-W31,USD,JPY,153.22
2028-W31,CNY,JPY,21.168
2028-W32,USD,JPY,153.06
2028-W32,CNY,JPY,21.156
2028-W33,USD,JPY,152.92
2028-W33,CNY,JPY,21.149
2028-W34,USD,JPY,152.81
2028-W34,CNY,JPY,21.147
2028-W35,USD,JPY,152.71
2028-W35,CNY,JPY,21.148
2028-W36,USD,JPY,152.65
2028-W36,CNY,JPY,21.154
2028-W37,USD,JPY,152.61
2028-W37,CNY,JPY,21.165
2028-W38,USD,JPY,152.6
2028-W38,CNY,JPY,21.179
2028-W39,USD,JPY,152.61
2028-W39,CNY,JPY,21.198
2028-W40,USD,JPY,152.66
2028-W40,CNY,JPY,21.22
2028-W41,USD,JPY,152.74
2028-W41,CNY,JPY,21.247
2028-W42,USD,JPY,152.84
2028-W42,CNY,JPY,21.276
2028-W43,USD,JPY,152.97
2028-W43,CNY,JPY,21.308
2028-W44,USD,JPY,153.13
2028-W44,CNY,JPY,21.342
2028-W45,USD,JPY,153.31
2028-W45,CNY,JPY,21.379
2028-W46,USD,JPY,153.51
2028-W46,CNY,JPY,21.417
2028-W47,USD,JPY,153.73
2028-W47,CNY,JPY,21.456
2028-W48,USD,JPY,153.97
2028-W48,CNY,JPY,21.495
2028-W49,USD,JPY,154.23
2028-W49,CNY,JPY,21.535
2028-W50,USD,JPY,154.49
2028-W50,CNY,JPY,21.573
2028-W51,USD,JPY,154.76
2028-W51,CNY,JPY,21.611
