week,supplier_node,product_id,purchase_price,currency
2026-W43,Supplier_CN,IPHONE,1460.04,CNY
2026-W44,Supplier_CN,IPHONE,1461.43,CNY
2026-W45,Supplier_CN,IPHONE,1462.71,CNY
2026-W46,Supplier_CN,IPHONE,1463.85,CNY
2026-W47,Supplier_CN,IPHONE,1464.87,CNY
2026-W48,Supplier_CN,IPHONE,1465.74,CNY
2026-W49,Supplier_CN,IPHONE,1466.48,CNY
2026-W50,Supplier_CN,IPHONE,1467.06,CNY
2026-W51,Supplier_CN,IPHONE,1467.5,CNY
2026-W52,Supplier_CN,IPHONE,1467.8,CNY
2026-W53,Supplier_CN,IPHONE,1467.96,CNY
2027-W01,Supplier_CN,IPHONE,1467.98,CNY
2027-W02,Supplier_CN,IPHONE,1467.88,CNY
2027-W03,Supplier_CN,IPHONE,1467.67,CNY
2027-W04,Supplier_CN,IPHONE,1467.36,CNY
2027-W05,Supplier_CN,IPHONE,1466.95,CNY
2027-W06,Supplier_CN,IPHONE,1466.47,CNY
2027-W07,Supplier_CN,IPHONE,1465.93,CNY
2027-W08,Supplier_CN,IPHONE,1465.35,CNY
2027-W09,Supplier_CN,IPHONE,1464.75,CNY
2027-W10,Supplier_CN,IPHONE,1464.13,CNY
2027-W11,Supplier_CN,IPHONE,1463.53,CNY
2027-W12,Supplier_CN,IPHONE,1462.95,CNY
2027-W13,Supplier_CN,IPHONE,1462.42,CNY
2027-W14,Supplier_CN,IPHONE,1461.95,CNY
2027-W15,Supplier_CN,IPHONE,1461.55,CNY
2027-W16,Supplier_CN,IPHONE,1461.25,CNY
2027-W17,Supplier_CN,IPHONE,1461.04,CNY
2027-W18,Supplier_CN,IPHONE,1460.96,CNY
2027-W19,Supplier_CN,IPHONE,1461.0,CNY
2027-W20,Supplier_CN,IPHONE,1461.17,CNY
2027-W21,Supplier_CN,IPHONE,1461.48,CNY
2027-W22,Supplier_CN,IPHONE,1461.94,CNY
2027-W23,Supplier_CN,IPHONE,1462.54,CNY
2027-W24,Supplier_CN,IPHONE,1463.29,CNY
2027-W25,Supplier_CN,IPHONE,1464.17,CNY
2027-W26,Supplier_CN,IPHONE,1465.2,CNY
2027-W27,Supplier_CN,IPHONE,1466.37,CNY
2027-W28,Supplier_CN,IPHONE,1467.65,CNY
2027-W29,Supplier_CN,IPHONE,1469.05,CNY
2027-W30,Supplier_CN,IPHONE,1470.55,CNY
2027-W31,Supplier_CN,IPHONE,1472.15,CNY
2027-W32,Supplier_CN,IPHONE,1473.81,CNY
2027-W33,Supplier_CN,IPHONE,1475.54,CNY
2027-W34,Supplier_CN,IPHONE,1477.3,CNY
2027-W35,Supplier_CN,IPHONE,1479.1,CNY
2027-W36,Supplier_CN,IPHONE,1480.9,CNY
2027-W37,Supplier_CN,IPHONE,1482.69,CNY
2027-W38,Supplier_CN,IPHONE,1484.45,CNY
2027-W39,Supplier_CN,IPHONE,1486.17,CNY
2027-W40,Supplier_CN,IPHONE,1487.83,CNY
2027-W41,Supplier_CN,IPHONE,1489.42,CNY
2027-W42,Supplier_CN,IPHONE,1490.91,CNY
2027-W43,Supplier_CN,IPHONE,1492.3,CNY
2027-W44,Supplier_CN,IPHONE,1493.57,CNY
2027-W45,Supplier_CN,IPHONE,1494.72,CNY
2027-W46,Supplier_CN,IPHONE,1495.73,CNY
2027-W47,Supplier_CN,IPHONE,1496.61,CNY
2027-W48,Supplier_CN,IPHONE,1497.34,CNY
2027-W49,Supplier_CN,IPHONE,1497.93,CNY
2027-W50,Supplier_CN,IPHONE,1498.37,CNY
2027-W51,Supplier_CN,IPHONE,1498.66,CNY
2027-W52,Supplier_CN,IPHONE,1498.82,CNY
2028-W01,Supplier_CN,IPHONE,1498.85,CNY
2028-W02,Supplier_CN,IPHONE,1498.75,CNY
2028-W03,Supplier_CN,IPHONE,1498.54,CNY
2028-W04,Supplier_CN,IPHONE,1498.22,CNY
2028-W05,Supplier_CN,IPHONE,1497.82,CNY
2028-W06,Supplier_CN,IPHONE,1497.34,CNY
2028-W07,Supplier_CN,IPHONE,1496.8,CNY
2028-W08,Supplier_CN,IPHONE,1496.22,CNY
2028-W09,Supplier_CN,IPHONE,1495.61,CNY
2028-W10,Supplier_CN,IPHONE,1495.0,CNY
2028-W11,Supplier_CN,IPHONE,1494.39,CNY
2028-W12,Supplier_CN,IPHONE,1493.82,CNY
2028-W13,Supplier_CN,IPHONE,1493.28,CNY
2028-W14,Supplier_CN,IPHONE,1492.81,CNY
2028-W15,Supplier_CN,IPHONE,1492.42,CNY
2028-W16,Supplier_CN,IPHONE,1492.11,CNY
2028-W17,Supplier_CN,IPHONE,1491.91,CNY
2028-W18,Supplier_CN,IPHONE,1491.82,CNY
2028-W19,Supplier_CN,IPHONE,1491.86,CNY
2028-W20,Supplier_CN,IPHONE,1492.03,CNY
2028-W21,Supplier_CN,IPHONE,1492.35,CNY
2028-W22,Supplier_CN,IPHONE,1492.8,CNY
2028-W23,Supplier_CN,IPHONE,1493.4,CNY
2028-W24,Supplier_CN,IPHONE,1494.15,CNY
2028-W25,Supplier_CN,IPHONE,1495.04,CNY
2028-W26,Supplier_CN,IPHONE,1496.07,CNY
2028-W27,Supplier_CN,IPHONE,1497.23,CNY
2028-W28,Supplier_CN,IPHONE,1498.52,CNY
2028-W29,Supplier_CN,IPHONE,1499.92,CNY
2028-W30,Supplier_CN,IPHONE,1501.42,CNY
2028-W31,Supplier_CN,IPHONE,1503.01,CNY
2028-W32,Supplier_CN,IPHONE,1504.68,CNY
2028-W33,Supplier_CN,IPHONE,1506.4,CNY
2028-W34,Supplier_CN,IPHONE,1508.17,CNY
2028-W35,Supplier_CN,IPHONE,1509.96,CNY
2028-W36,Supplier_CN,IPHONE,1511.76,CNY
2028-W37,Supplier_CN,IPHONE,1513.55,CNY
2028-W38,Supplier_CN,IPHONE,1515.32,CNY
2028-W39,Supplier_CN,IPHONE,1517.04,CNY
2028-W40,Supplier_CN,IPHONE,1518.7,CNY
2028-W41,Supplier_CN,IPHONE,1520.28,CNY
2028-W42,Supplier_CN,IPHONE,1521.77,CNY
2028-W43,Supplier_CN,IPHONE,1523.16,CNY
2028-W44,Supplier_CN,IPHONE,1524.44,CNY
2028-W45,Supplier_CN,IPHONE,1525.58,CNY
2028-W46,Supplier_CN,IPHONE,1526.6,CNY
2028-W47,Supplier_CN,IPHONE,1527.47,CNY
2028-W48,Supplier_CN,IPHONE,1528.2,CNY
2028-W49,Supplier_CN,IPHONE,1528.79,CNY
2028-W50,Supplier_CN,IPHONE,1529.23,CNY
2028-W51,Supplier_CN,IPHONE,1529.53,CNY
2026-W01,Farm_JP,Koshihikari,3837.0,JPY
2026-W01,Farm_JP,Yumepirika,2780.0,JPY
2026-W02,Farm_JP,Koshihikari,3861.0,JPY
2026-W02,Farm_JP,Yumepirika,2792.0,JPY
2026-W03,Farm_JP,Koshihikari,3881.0,JPY
2026-W03,Farm_JP,Yumepirika,2799.0,JPY
2026-W04,Farm_JP,Koshihikari,3895.0,JPY
2026-W04,Farm_JP,Yumepirika,2803.0,JPY
2026-W05,Farm_JP,Koshihikari,3904.0,JPY
2026-W05,Farm_JP,Yumepirika,2802.0,JPY
2026-W06,Farm_JP,Koshihikari,3906.0,JPY
2026-W06,Farm_JP,Yumepirika,2797.0,JPY
2026-W07,Farm_JP,Koshihikari,3903.0,JPY
2026-W07,Farm_JP,Yumepirika,2787.0,JPY
2026-W08,Farm_JP,Koshihikari,3894.0,JPY
2026-W08,Farm_JP,Yumepirika,2774.0,JPY
2026-W09,Farm_JP,Koshihikari,3879.0,JPY
2026-W09,Farm_JP,Yumepirika,2756.0,JPY
2026-W10,Farm_JP,Koshihikari,3859.0,JPY
2026-W10,Farm_JP,Yumepirika,2735.0,JPY
2026-W11,Farm_JP,Koshihikari,3834.0,JPY
2026-W11,Farm_JP,Yumepirika,2710.0,JPY
2026-W12,Farm_JP,Koshihikari,3805.0,JPY
2026-W12,Farm_JP,Yumepirika,2683.0,JPY
2026-W13,Farm_JP,Koshihikari,3771.0,JPY
2026-W13,Farm_JP,Yumepirika,2653.0,JPY
2026-W14,Farm_JP,Koshihikari,3733.0,JPY
2026-W14,Farm_JP,Yumepirika,2621.0,JPY
2026-W15,Farm_JP,Koshihikari,3692.0,JPY
2026-W15,Farm_JP,Yumepirika,2588.0,JPY
2026-W16,Farm_JP,Koshihikari,3649.0,JPY
2026-W16,Farm_JP,Yumepirika,2553.0,JPY
2026-W17,Farm_JP,Koshihikari,3603.0,JPY
2026-W17,Farm_JP,Yumepirika,2518.0,JPY
2026-W18,Farm_JP,Koshihikari,3557.0,JPY
2026-W18,Farm_JP,Yumepirika,2483.0,JPY
2026-W19,Farm_JP,Koshihikari,3510.0,JPY
2026-W19,Farm_JP,Yumepirika,2448.0,JPY
2026-W20,Farm_JP,Koshihikari,3463.0,JPY
2026-W20,Farm_JP,Yumepirika,2414.0,JPY
2026-W21,Farm_JP,Koshihikari,3417.0,JPY
2026-W21,Farm_JP,Yumepirika,2382.0,JPY
2026-W22,Farm_JP,Koshihikari,3373.0,JPY
2026-W22,Farm_JP,Yumepirika,2352.0,JPY
2026-W23,Farm_JP,Koshihikari,3331.0,JPY
2026-W23,Farm_JP,Yumepirika,2324.0,JPY
2026-W24,Farm_JP,Koshihikari,3292.0,JPY
2026-W24,Farm_JP,Yumepirika,2299.0,JPY
2026-W25,Farm_JP,Koshihikari,3256.0,JPY
2026-W25,Farm_JP,Yumepirika,2278.0,JPY
2026-W26,Farm_JP,Koshihikari,3224.0,JPY
2026-W26,Farm_JP,Yumepirika,2260.0,JPY
2026-W27,Farm_JP,Koshihikari,3197.0,JPY
2026-W27,Farm_JP,Yumepirika,2246.0,JPY
2026-W28,Farm_JP,Koshihikari,3175.0,JPY
2026-W28,Farm_JP,Yumepirika,2235.0,JPY
2026-W29,Farm_JP,Koshihikari,3158.0,JPY
2026-W29,Farm_JP,Yumepirika,2230.0,JPY
2026-W30,Farm_JP,Koshihikari,3146.0,JPY
2026-W30,Farm_JP,Yumepirika,2228.0,JPY
2026-W31,Farm_JP,Koshihikari,3140.0,JPY
2026-W31,Farm_JP,Yumepirika,2231.0,JPY
2026-W32,Farm_JP,Koshihikari,3140.0,JPY
2026-W32,Farm_JP,Yumepirika,2238.0,JPY
2026-W33,Farm_JP,Koshihikari,3146.0,JPY
2026-W33,Farm_JP,Yumepirika,2250.0,JPY
2026-W34,Farm_JP,Koshihikari,3158.0,JPY
2026-W34,Farm_JP,Yumepirika,2265.0,JPY
2026-W35,Farm_JP,Koshihikari,3175.0,JPY
2026-W35,Farm_JP,Yumepirika,2285.0,JPY
2026-W36,Farm_JP,Koshihikari,3197.0,JPY
2026-W36,Farm_JP,Yumepirika,2308.0,JPY
2026-W37,Farm_JP,Koshihikari,3225.0,JPY
2026-W37,Farm_JP,Yumepirika,2334.0,JPY
2026-W38,Farm_JP,Koshihikari,3257.0,JPY
2026-W38,Farm_JP,Yumepirika,2363.0,JPY
2026-W39,Farm_JP,Koshihikari,3294.0,JPY
2026-W39,Farm_JP,Yumepirika,2395.0,JPY
2026-W40,Farm_JP,Koshihikari,3334.0,JPY
2026-W40,Farm_JP,Yumepirika,2429.0,JPY
2026-W41,Farm_JP,Koshihikari,3378.0,JPY
2026-W41,Farm_JP,Yumepirika,2464.0,JPY
2026-W42,Farm_JP,Koshihikari,3424.0,JPY
2026-W42,Farm_JP,Yumepirika,2501.0,JPY
2026-W43,Farm_JP,Koshihikari,3471.0,JPY
2026-W43,Farm_JP,Yumepirika,2538.0,JPY
2026-W44,Farm_JP,Koshihikari,3521.0,JPY
2026-W44,Farm_JP,Yumepirika,2575.0,JPY
2026-W45,Farm_JP,Koshihikari,3570.0,JPY
2026-W45,Farm_JP,Yumepirika,2612.0,JPY
2026-W46,Farm_JP,Koshihikari,3619.0,JPY
2026-W46,Farm_JP,Yumepirika,2648.0,JPY
2026-W47,Farm_JP,Koshihikari,3668.0,JPY
2026-W47,Farm_JP,Yumepirika,2682.0,JPY
2026-W48,Farm_JP,Koshihikari,3715.0,JPY
2026-W48,Farm_JP,Yumepirika,2714.0,JPY
2026-W49,Farm_JP,Koshihikari,3760.0,JPY
2026-W49,Farm_JP,Yumepirika,2744.0,JPY
2026-W50,Farm_JP,Koshihikari,3801.0,JPY
2026-W50,Farm_JP,Yumepirika,2770.0,JPY
2026-W51,Farm_JP,Koshihikari,3840.0,JPY
2026-W51,Farm_JP,Yumepirika,2794.0,JPY
2026-W52,Farm_JP,Koshihikari,3874.0,JPY
2026-W52,Farm_JP,Yumepirika,2814.0,JPY
2026-W53,Farm_JP,Koshihikari,3904.0,JPY
2026-W53,Farm_JP,Yumepirika,2830.0,JPY
2027-W01,Farm_JP,Koshihikari,3929.0,JPY
2027-W01,Farm_JP,Yumepirika,2842.0,JPY
2027-W02,Farm_JP,Koshihikari,3948.0,JPY
2027-W02,Farm_JP,Yumepirika,2850.0,JPY
2027-W03,Farm_JP,Koshihikari,3962.0,JPY
2027-W03,Farm_JP,Yumepirika,2853.0,JPY
2027-W04,Farm_JP,Koshihikari,3971.0,JPY
2027-W04,Farm_JP,Yumepirika,2852.0,JPY
2027-W05,Farm_JP,Koshihikari,3973.0,JPY
2027-W05,Farm_JP,Yumepirika,2847.0,JPY
2027-W06,Farm_JP,Koshihikari,3970.0,JPY
2027-W06,Farm_JP,Yumepirika,2838.0,JPY
2027-W07,Farm_JP,Koshihikari,3961.0,JPY
2027-W07,Farm_JP,Yumepirika,2824.0,JPY
2027-W08,Farm_JP,Koshihikari,3946.0,JPY
2027-W08,Farm_JP,Yumepirika,2806.0,JPY
2027-W09,Farm_JP,Koshihikari,3926.0,JPY
2027-W09,Farm_JP,Yumepirika,2785.0,JPY
2027-W10,Farm_JP,Koshihikari,3901.0,JPY
2027-W10,Farm_JP,Yumepirika,2761.0,JPY
2027-W11,Farm_JP,Koshihikari,3872.0,JPY
2027-W11,Farm_JP,Yumepirika,2733.0,JPY
2027-W12,Farm_JP,Koshihikari,3838.0,JPY
2027-W12,Farm_JP,Yumepirika,2704.0,JPY
2027-W13,Farm_JP,Koshihikari,3800.0,JPY
2027-W13,Farm_JP,Yumepirika,2672.0,JPY
2027-W14,Farm_JP,Koshihikari,3759.0,JPY
2027-W14,Farm_JP,Yumepirika,2638.0,JPY
2027-W15,Farm_JP,Koshihikari,3716.0,JPY
2027-W15,Farm_JP,Yumepirika,2603.0,JPY
2027-W16,Farm_JP,Koshihikari,3670.0,JPY
2027-W16,Farm_JP,Yumepirika,2568.0,JPY
2027-W17,Farm_JP,Koshihikari,3624.0,JPY
2027-W17,Farm_JP,Yumepirika,2533.0,JPY
2027-W18,Farm_JP,Koshihikari,3577.0,JPY
2027-W18,Farm_JP,Yumepirika,2498.0,JPY
2027-W19,Farm_JP,Koshihikari,3530.0,JPY
2027-W19,Farm_JP,Yumepirika,2465.0,JPY
2027-W20,Farm_JP,Koshihikari,3484.0,JPY
2027-W20,Farm_JP,Yumepirika,2432.0,JPY
2027-W21,Farm_JP,Koshihikari,3440.0,JPY
2027-W21,Farm_JP,Yumepirika,2402.0,JPY
2027-W22,Farm_JP,Koshihikari,3398.0,JPY
2027-W22,Farm_JP,Yumepirika,2375.0,JPY
2027-W23,Farm_JP,Koshihikari,3359.0,JPY
2027-W23,Farm_JP,Yumepirika,2350.0,JPY
2027-W24,Farm_JP,Koshihikari,3323.0,JPY
2027-W24,Farm_JP,Yumepirika,2328.0,JPY
2027-W25,Farm_JP,Koshihikari,3291.0,JPY
2027-W25,Farm_JP,Yumepirika,2310.0,JPY
2027-W26,Farm_JP,Koshihikari,3264.0,JPY
2027-W26,Farm_JP,Yumepirika,2296.0,JPY
2027-W27,Farm_JP,Koshihikari,3242.0,JPY
2027-W27,Farm_JP,Yumepirika,2286.0,JPY
2027-W28,Farm_JP,Koshihikari,3225.0,JPY
2027-W28,Farm_JP,Yumepirika,2280.0,JPY
2027-W29,Farm_JP,Koshihikari,3213.0,JPY
2027-W29,Farm_JP,Yumepirika,2278.0,JPY
2027-W30,Farm_JP,Koshihikari,3207.0,JPY
2027-W30,Farm_JP,Yumepirika,2281.0,JPY
2027-W31,Farm_JP,Koshihikari,3207.0,JPY
2027-W31,Farm_JP,Yumepirika,2288.0,JPY
2027-W32,Farm_JP,Koshihikari,3213.0,JPY
2027-W32,Farm_JP,Yumepirika,2300.0,JPY
2027-W33,Farm_JP,Koshihikari,3225.0,JPY
2027-W33,Farm_JP,Yumepirika,2315.0,JPY
2027-W34,Farm_JP,Koshihikari,3242.0,JPY
2027-W34,Farm_JP,Yumepirika,2335.0,JPY
2027-W35,Farm_JP,Koshihikari,3264.0,JPY
2027-W35,Farm_JP,Yumepirika,2358.0,JPY
2027-W36,Farm_JP,Koshihikari,3292.0,JPY
2027-W36,Farm_JP,Yumepirika,2384.0,JPY
2027-W37,Farm_JP,Koshihikari,3324.0,JPY
2027-W37,Farm_JP,Yumepirika,2414.0,JPY
2027-W38,Farm_JP,Koshihikari,3361.0,JPY
2027-W38,Farm_JP,Yumepirika,2445.0,JPY
2027-W39,Farm_JP,Koshihikari,3401.0,JPY
2027-W39,Farm_JP,Yumepirika,2479.0,JPY
2027-W40,Farm_JP,Koshihikari,3445.0,JPY
2027-W40,Farm_JP,Yumepirika,2515.0,JPY
2027-W41,Farm_JP,Koshihikari,3491.0,JPY
2027-W41,Farm_JP,Yumepirika,2551.0,JPY
2027-W42,Farm_JP,Koshihikari,3539.0,JPY
2027-W42,Farm_JP,Yumepirika,2588.0,JPY
2027-W43,Farm_JP,Koshihikari,3588.0,JPY
2027-W43,Farm_JP,Yumepirika,2626.0,JPY
2027-W44,Farm_JP,Koshihikari,3637.0,JPY
2027-W44,Farm_JP,Yumepirika,2662.0,JPY
2027-W45,Farm_JP,Koshihikari,3687.0,JPY
2027-W45,Farm_JP,Yumepirika,2698.0,JPY
2027-W46,Farm_JP,Koshihikari,3735.0,JPY
2027-W46,Farm_JP,Yumepirika,2732.0,JPY
2027-W47,Farm_JP,Koshihikari,3782.0,JPY
2027-W47,Farm_JP,Yumepirika,2764.0,JPY
2027-W48,Farm_JP,Koshihikari,3827.0,JPY
2027-W48,Farm_JP,Yumepirika,2794.0,JPY
2027-W49,Farm_JP,Koshihikari,3868.0,JPY
2027-W49,Farm_JP,Yumepirika,2821.0,JPY
2027-W50,Farm_JP,Koshihikari,3907.0,JPY
2027-W50,Farm_JP,Yumepirika,2844.0,JPY
2027-W51,Farm_JP,Koshihikari,3941.0,JPY
2027-W51,Farm_JP,Yumepirika,2864.0,JPY
2027-W52,Farm_JP,Koshihikari,3971.0,JPY
2027-W52,Farm_JP,Yumepirika,2880.0,JPY
2028-W01,Farm_JP,Koshihikari,3996.0,JPY
2028-W01,Farm_JP,Yumepirika,2892.0,JPY
2028-W02,Farm_JP,Koshihikari,4015.0,JPY
2028-W02,Farm_JP,Yumepirika,2900.0,JPY
2028-W03,Farm_JP,Koshihikari,4029.0,JPY
2028-W03,Farm_JP,Yumepirika,2904.0,JPY
2028-W04,Farm_JP,Koshihikari,4038.0,JPY
2028-W04,Farm_JP,Yumepirika,2903.0,JPY
2028-W05,Farm_JP,Koshihikari,4040.0,JPY
2028-W05,Farm_JP,Yumepirika,2897.0,JPY
2028-W06,Farm_JP,Koshihikari,4037.0,JPY
2028-W06,Farm_JP,Yumepirika,2888.0,JPY
2028-W07,Farm_JP,Koshihikari,4028.0,JPY
2028-W07,Farm_JP,Yumepirika,2874.0,JPY
2028-W08,Farm_JP,Koshihikari,4014.0,JPY
2028-W08,Farm_JP,Yumepirika,2857.0,JPY
2028-W09,Farm_JP,Koshihikari,3994.0,JPY
2028-W09,Farm_JP,Yumepirika,2836.0,JPY
2028-W10,Farm_JP,Koshihikari,3969.0,JPY
2028-W10,Farm_JP,Yumepirika,2811.0,JPY
2028-W11,Farm_JP,Koshihikari,3939.0,JPY
2028-W11,Farm_JP,Yumepirika,2784.0,JPY
2028-W12,Farm_JP,Koshihikari,3905.0,JPY
2028-W12,Farm_JP,Yumepirika,2754.0,JPY
2028-W13,Farm_JP,Koshihikari,3867.0,JPY
2028-W13,Farm_JP,Yumepirika,2722.0,JPY
2028-W14,Farm_JP,Koshihikari,3826.0,JPY
2028-W14,Farm_JP,Yumepirika,2688.0,JPY
2028-W15,Farm_JP,Koshihikari,3783.0,JPY
2028-W15,Farm_JP,Yumepirika,2654.0,JPY
2028-W16,Farm_JP,Koshihikari,3738.0,JPY
2028-W16,Farm_JP,Yumepirika,2619.0,JPY
2028-W17,Farm_JP,Koshihikari,3691.0,JPY
2028-W17,Farm_JP,Yumepirika,2583.0,JPY
2028-W18,Farm_JP,Koshihikari,3644.0,JPY
2028-W18,Farm_JP,Yumepirika,2549.0,JPY
2028-W19,Farm_JP,Koshihikari,3597.0,JPY
2028-W19,Farm_JP,Yumepirika,2515.0,JPY
2028-W20,Farm_JP,Koshihikari,3551.0,JPY
2028-W20,Farm_JP,Yumepirika,2483.0,JPY
2028-W21,Farm_JP,Koshihikari,3507.0,JPY
2028-W21,Farm_JP,Yumepirika,2453.0,JPY
2028-W22,Farm_JP,Koshihikari,3465.0,JPY
2028-W22,Farm_JP,Yumepirika,2425.0,JPY
2028-W23,Farm_JP,Koshihikari,3426.0,JPY
2028-W23,Farm_JP,Yumepirika,2400.0,JPY
2028-W24,Farm_JP,Koshihikari,3390.0,JPY
2028-W24,Farm_JP,Yumepirika,2378.0,JPY
2028-W25,Farm_JP,Koshihikari,3358.0,JPY
2028-W25,Farm_JP,Yumepirika,2360.0,JPY
2028-W26,Farm_JP,Koshihikari,3331.0,JPY
2028-W26,Farm_JP,Yumepirika,2346.0,JPY
2028-W27,Farm_JP,Koshihikari,3309.0,JPY
2028-W27,Farm_JP,Yumepirika,2336.0,JPY
2028-W28,Farm_JP,Koshihikari,3292.0,JPY
2028-W28,Farm_JP,Yumepirika,2330.0,JPY
2028-W29,Farm_JP,Koshihikari,3280.0,JPY
2028-W29,Farm_JP,Yumepirika,2329.0,JPY
2028-W30,Farm_JP,Koshihikari,3274.0,JPY
2028-W30,Farm_JP,Yumepirika,2332.0,JPY
2028-W31,Farm_JP,Koshihikari,3274.0,JPY
2028-W31,Farm_JP,Yumepirika,2339.0,JPY
2028-W32,Farm_JP,Koshihikari,3280.0,JPY
2028-W32,Farm_JP,Yumepirika,2350.0,JPY
2028-W33,Farm_JP,Koshihikari,3292.0,JPY
2028-W33,Farm_JP,Yumepirika,2366.0,JPY
2028-W34,Farm_JP,Koshihikari,3309.0,JPY
2028-W34,Farm_JP,Yumepirika,2385.0,JPY
2028-W35,Farm_JP,Koshihikari,3332.0,JPY
2028-W35,Farm_JP,Yumepirika,2408.0,JPY
2028-W36,Farm_JP,Koshihikari,3359.0,JPY
2028-W36,Farm_JP,Yumepirika,2435.0,JPY
2028-W37,Farm_JP,Koshihikari,3392.0,JPY
2028-W37,Farm_JP,Yumepirika,2464.0,JPY
2028-W38,Farm_JP,Koshihikari,3428.0,JPY
2028-W38,Farm_JP,Yumepirika,2496.0,JPY
2028-W39,Farm_JP,Koshihikari,3468.0,JPY
2028-W39,Farm_JP,Yumepirika,2530.0,JPY
2028-W40,Farm_JP,Koshihikari,3512.0,JPY
2028-W40,Farm_JP,Yumepirika,2565.0,JPY
2028-W41,Farm_JP,Koshihikari,3558.0,JPY
2028-W41,Farm_JP,Yumepirika,2602.0,JPY
2028-W42,Farm_JP,Koshihikari,3606.0,JPY
2028-W42,Farm_JP,Yumepirika,2639.0,JPY
2028-W43,Farm_JP,Koshihikari,3655.0,JPY
2028-W43,Farm_JP,Yumepirika,2676.0,JPY
2028-W44,Farm_JP,Koshihikari,3704.0,JPY
2028-W44,Farm_JP,Yumepirika,2713.0,JPY
2028-W45,Farm_JP,Koshihikari,3754.0,JPY
2028-W45,Farm_JP,Yumepirika,2748.0,JPY
2028-W46,Farm_JP,Koshihikari,3802.0,JPY
2028-W46,Farm_JP,Yumepirika,2782.0,JPY
2028-W47,Farm_JP,Koshihikari,3849.0,JPY
2028-W47,Farm_JP,Yumepirika,2814.0,JPY
2028-W48,Farm_JP,Koshihikari,3894.0,JPY
2028-W48,Farm_JP,Yumepirika,2844.0,JPY
2028-W49,Farm_JP,Koshihikari,3935.0,JPY
2028-W49,Farm_JP,Yumepirika,2871.0,JPY
2028-W50,Farm_JP,Koshihikari,3974.0,JPY
2028-W50,Farm_JP,Yumepirika,2895.0,JPY
2028-W51,Farm_JP,Koshihikari,4008.0,JPY
2028-W51,Farm_JP,Yumepirika,2914.0,JPY
