sku_id,region,week,max_supply,node_name
iPhone16,IN,2027-W45,866,BoschSensor_IN
iPhone16,IN,2027-W46,861,BoschSensor_IN
iPhone16,IN,2027-W47,857,BoschSensor_IN
iPhone16,IN,2027-W48,852,BoschSensor_IN
iPhone16,IN,2027-W49,848,BoschSensor_IN
iPhone16,IN,2027-W50,843,BoschSensor_IN
iPhone16,IN,2027-W51,839,BoschSensor_IN
iPhone16,IN,2027-W52,834,BoschSensor_IN
iPhone16,IN,2028-W01,825,BoschSensor_IN
iPhone16,IN,2028-W02,820,BoschSensor_IN
iPhone16,IN,2028-W03,816,BoschSensor_IN
iPhone16,IN,2028-W04,811,BoschSensor_IN
iPhone16,IN,2028-W05,806,BoschSensor_IN
iPhone16,IN,2028-W06,801,BoschSensor_IN
iPhone16,IN,2028-W07,796,BoschSensor_IN
iPhone16,IN,2028-W08,791,BoschSensor_IN
iPhone16,IN,2028-W09,787,BoschSensor_IN
iPhone16,IN,2028-W10,782,BoschSensor_IN
iPhone16,IN,2028-W11,777,BoschSensor_IN
iPhone16,IN,2028-W12,772,BoschSensor_IN
iPhone16,IN,2028-W13,767,BoschSensor_IN
iPhone16,IN,2028-W14,763,BoschSensor_IN
iPhone16,IN,2028-W15,758,BoschSensor_IN
iPhone16,IN,2028-W16,753,BoschSensor_IN
iPhone16,IN,2028-W17,748,BoschSensor_IN
iPhone16,IN,2028-W18,743,BoschSensor_IN
iPhone16,IN,2028-W19,739,BoschSensor_IN
iPhone16,IN,2028-W20,734,BoschSensor_IN
iPhone16,IN,2028-W21,729,BoschSensor_IN
iPhone16,IN,2028-W22,724,BoschSensor_IN
iPhone16,IN,2028-W23,719,BoschSensor_IN
iPhone16,IN,2028-W24,714,BoschSensor_IN
iPhone16,IN,2028-W25,710,BoschSensor_IN
iPhone16,IN,2028-W26,705,BoschSensor_IN
iPhone16,IN,2028-W27,696,BoschSensor_IN
iPhone16,IN,2028-W28,693,BoschSensor_IN
iPhone16,IN,2028-W29,689,BoschSensor_IN
iPhone16,IN,2028-W30,685,BoschSensor_IN
iPhone16,IN,2028-W31,681,BoschSensor_IN
iPhone16,IN,2028-W32,678,BoschSensor_IN
iPhone16,IN,2028-W33,674,BoschSensor_IN
iPhone16,IN,2028-W34,670,BoschSensor_IN
iPhone16,IN,2028-W35,667,BoschSensor_IN
iPhone16,IN,2028-W36,663,BoschSensor_IN
iPhone16,IN,2028-W37,659,BoschSensor_IN
iPhone16,IN,2028-W38,656,BoschSensor_IN
iPhone16,IN,2028-W39,652,BoschSensor_IN
iPhone16,IN,2028-W40,648,BoschSensor_IN
iPhone16,IN,2028-W41,644,BoschSensor_IN
iPhone16,IN,2028-W42,641,BoschSensor_IN
iPhone16,IN,2028-W43,637,BoschSensor_IN
iPhone16,IN,2028-W44,633,BoschSensor_IN
iPhone16,IN,2028-W45,630,BoschSensor_IN
iPhone16,IN,2028-W46,626,BoschSensor_IN
iPhone16,IN,2028-W47,622,BoschSensor_IN
iPhone16,IN,2028-W48,619,BoschSensor_IN
iPhone16,IN,2028-W49,615,BoschSensor_IN
iPhone16,IN,2028-W50,611,BoschSensor_IN
iPhone16,IN,2028-W51,607,BoschSensor_IN
iPhone16,IN,2028-W52,604,BoschSensor_IN
iPhone16,IN,2029-W01,594,BoschSensor_IN
iPhone16,IN,2029-W02,589,BoschSensor_IN
iPhone16,IN,2029-W03,583,BoschSensor_IN
iPhone16,IN,2029-W04,578,BoschSensor_IN
iPhone16,IN,2029-W05,572,BoschSensor_IN
iPhone16,IN,2029-W06,567,BoschSensor_IN
iPhone16,IN,2029-W07,561,BoschSensor_IN
iPhone16,IN,2029-W08,556,BoschSensor_IN
iPhone16,IN,2029-W09,550,BoschSensor_IN
iPhone16,IN,2029-W10,544,BoschSensor_IN
iPhone16,IN,2029-W11,539,BoschSensor_IN
iPhone16,IN,2029-W12,533,BoschSensor_IN
iPhone16,IN,2029-W13,528,BoschSensor_IN
iPhone16,IN,2029-W14,522,BoschSensor_IN
iPhone16,IN,2029-W15,517,BoschSensor_IN
iPhone16,IN,2029-W16,511,BoschSensor_IN
iPhone16,IN,2029-W17,506,BoschSensor_IN
iPhone16,IN,2029-W18,500,BoschSensor_IN
iPhone16,IN,2029-W19,494,BoschSensor_IN
iPhone16,IN,2029-W20,489,BoschSensor_IN
iPhone16,IN,2029-W21,483,BoschSensor_IN
iPhone16,IN,2029-W22,478,BoschSensor_IN
iPhone16,IN,2029-W23,472,BoschSensor_IN
iPhone16,IN,2029-W24,467,BoschSensor_IN
iPhone16,IN,2029-W25,461,BoschSensor_IN
iPhone16,IN,2029-W26,456,BoschSensor_IN
iPhone16,IN,2029-W27,444,BoschSensor_IN
iPhone16,IN,2029-W28,439,BoschSensor_IN
iPhone16,IN,2029-W29,433,BoschSensor_IN
iPhone16,IN,2029-W30,428,BoschSensor_IN
iPhone16,IN,2029-W31,422,BoschSensor_IN
iPhone16,IN,2029-W32,417,BoschSensor_IN
iPhone16,IN,2029-W33,411,BoschSensor_IN
iPhone16,IN,2029-W34,406,BoschSensor_IN
iPhone16,IN,2029-W35,400,BoschSensor_IN
iPhone16,IN,2029-W36,394,BoschSensor_IN
iPhone16,IN,2029-W37,389,BoschSensor_IN
iPhone16,IN,2029-W38,383,BoschSensor_IN
iPhone16,IN,2029-W39,378,BoschSensor_IN
iPhone16,IN,2029-W40,372,BoschSensor_IN
iPhone16,IN,2029-W41,367,BoschSensor_IN
iPhone16,IN,2029-W42,361,BoschSensor_IN
iPhone16,IN,2029-W43,356,BoschSensor_IN
iPhone16,IN,2029-W44,350,BoschSensor_IN
iPhone16,IN,2029-W45,344,BoschSensor_IN
iPhone16,IN,2029-W46,339,BoschSensor_IN
iPhone16,IN,2029-W47,333,BoschSensor_IN
iPhone16,IN,2029-W48,328,BoschSensor_IN
iPhone16,IN,2029-W49,322,BoschSensor_IN
iPhone16,IN,2029-W50,317,BoschSensor_IN
iPhone16,IN,2029-W51,311,BoschSensor_IN
iPhone16,IN,2029-W52,306,BoschSensor_IN
iPhone16,IN,2030-W01,303,BoschSensor_IN
iPhone16,IN,2030-W02,299,BoschSensor_IN
iPhone16,IN,2030-W03,295,BoschSensor_IN
iPhone16,IN,2030-W04,291,BoschSensor_IN
iPhone16,IN,2030-W05,287,BoschSensor_IN
iPhone16,IN,2030-W06,284,BoschSensor_IN
iPhone16,IN,2030-W07,280,BoschSensor_IN
iPhone16,IN,2030-W08,276,BoschSensor_IN
iPhone16,IN,2030-W09,272,BoschSensor_IN
iPhone16,IN,2030-W10,268,BoschSensor_IN
iPhone16,IN,2030-W11,264,BoschSensor_IN
iPhone16,IN,2030-W12,260,BoschSensor_IN
iPhone16,IN,2030-W13,256,BoschSensor_IN
iPhone16,IN,2030-W14,253,BoschSensor_IN
iPhone16,IN,2030-W15,249,BoschSensor_IN
iPhone16,IN,2030-W16,245,BoschSensor_IN
iPhone16,IN,2030-W17,241,BoschSensor_IN
iPhone16,IN,2030-W18,237,BoschSensor_IN
iPhone16,IN,2030-W19,233,BoschSensor_IN
iPhone16,IN,2030-W20,229,BoschSensor_IN
iPhone16,IN,2030-W21,225,BoschSensor_IN
iPhone16,IN,2030-W22,221,BoschSensor_IN
iPhone16,IN,2030-W23,218,BoschSensor_IN
iPhone16,IN,2030-W24,214,BoschSensor_IN
iPhone16,IN,2030-W25,210,BoschSensor_IN
iPhone16,IN,2030-W26,206,BoschSensor_IN
iPhone16,IN,2030-W27,202,BoschSensor_IN
iPhone16,IN,2030-W28,198,BoschSensor_IN
iPhone16,IN,2030-W29,194,BoschSensor_IN
iPhone16,IN,2030-W30,190,BoschSensor_IN
iPhone16,IN,2030-W31,187,BoschSensor_IN
iPhone16,IN,2030-W32,183,BoschSensor_IN
iPhone16,IN,2030-W33,179,BoschSensor_IN
iPhone16,IN,2030-W34,175,BoschSensor_IN
iPhone16,IN,2030-W35,171,BoschSensor_IN
iPhone16,IN,2030-W36,167,BoschSensor_IN
iPhone16,IN,2030-W37,163,BoschSensor_IN
iPhone16,IN,2030-W38,159,BoschSensor_IN
iPhone16,IN,2030-W39,155,BoschSensor_IN
iPhone16,IN,2030-W40,152,BoschSensor_IN
iPhone16,IN,2030-W41,148,BoschSensor_IN
iPhone16,IN,2030-W42,144,BoschSensor_IN
iPhone16,IN,2030-W43,140,BoschSensor_IN
iPhone16,IN,2030-W44,136,BoschSensor_IN
iPhone16,IN,2030-W45,132,BoschSensor_IN
iPhone16,IN,2030-W46,128,BoschSensor_IN
iPhone16,IN,2030-W47,124,BoschSensor_IN
iPhone16,IN,2030-W48,121,BoschSensor_IN
iPhone16,IN,2030-W49,117,BoschSensor_IN
iPhone16,IN,2030-W50,113,BoschSensor_IN
iPhone16,IN,2030-W51,109,BoschSensor_IN
iPhone16,IN,2030-W52,105,BoschSensor_IN
iPhone15,CN,2026-W01,633,Foxconn_CN
iPhone15,CN,2026-W02,630,Foxconn_CN
iPhone15,CN,2026-W03,628,Foxconn_CN
iPhone15,CN,2026-W04,626,Foxconn_CN
iPhone15,CN,2026-W05,623,Foxconn_CN
iPhone15,CN,2026-W06,620,Foxconn_CN
iPhone15,CN,2026-W07,618,Foxconn_CN
iPhone15,CN,2026-W08,616,Foxconn_CN
iPhone15,CN,2026-W09,613,Foxconn_CN
iPhone15,CN,2026-W10,610,Foxconn_CN
iPhone15,CN,2026-W11,608,Foxconn_CN
iPhone15,CN,2026-W12,606,Foxconn_CN
iPhone15,CN,2026-W13,603,Foxconn_CN
iPhone15,CN,2026-W14,600,Foxconn_CN
iPhone15,CN,2026-W15,598,Foxconn_CN
iPhone15,CN,2026-W16,596,Foxconn_CN
iPhone15,CN,2026-W17,593,Foxconn_CN
iPhone15,CN,2026-W18,590,Foxconn_CN
iPhone15,CN,2026-W19,588,Foxconn_CN
iPhone15,CN,2026-W20,586,Foxconn_CN
iPhone15,CN,2026-W21,583,Foxconn_CN
iPhone15,CN,2026-W22,580,Foxconn_CN
iPhone15,CN,2026-W23,578,Foxconn_CN
iPhone15,CN,2026-W24,576,Foxconn_CN
iPhone15,CN,2026-W25,573,Foxconn_CN
iPhone15,CN,2026-W26,570,Foxconn_CN
iPhone15,CN,2026-W27,568,Foxconn_CN
iPhone15,CN,2026-W28,566,Foxconn_CN
iPhone15,CN,2026-W29,563,Foxconn_CN
iPhone15,CN,2026-W30,560,Foxconn_CN
iPhone15,CN,2026-W31,558,Foxconn_CN
iPhone15,CN,2026-W32,556,Foxconn_CN
iPhone15,CN,2026-W33,553,Foxconn_CN
iPhone15,CN,2026-W34,550,Foxconn_CN
iPhone15,CN,2026-W35,548,Foxconn_CN
iPhone15,CN,2026-W36,546,Foxconn_CN
iPhone15,CN,2026-W37,543,Foxconn_CN
iPhone15,CN,2026-W38,540,Foxconn_CN
iPhone15,CN,2026-W39,538,Foxconn_CN
iPhone15,CN,2026-W40,536,Foxconn_CN
iPhone15,CN,2026-W41,533,Foxconn_CN
iPhone15,CN,2026-W42,530,Foxconn_CN
iPhone15,CN,2026-W43,528,Foxconn_CN
iPhone15,CN,2026-W44,526,Foxconn_CN
iPhone15,CN,2026-W45,523,Foxconn_CN
iPhone15,CN,2026-W46,520,Foxconn_CN
iPhone15,CN,2026-W47,518,Foxconn_CN
iPhone15,CN,2026-W48,516,Foxconn_CN
iPhone15,CN,2026-W49,513,Foxconn_CN
iPhone15,CN,2026-W50,510,Foxconn_CN
iPhone15,CN,2026-W51,508,Foxconn_CN
iPhone15,CN,2026-W52,506,Foxconn_CN
iPhone15,CN,2026-W53,503,Foxconn_CN
iPhone15,CN,2027-W01,500,Foxconn_CN
iPhone15,CN,2027-W02,500,Foxconn_CN
iPhone15,CN,2027-W03,500,Foxconn_CN
iPhone15,CN,2027-W04,500,Foxconn_CN
iPhone15,CN,2027-W05,500,Foxconn_CN
iPhone15,CN,2027-W06,500,Foxconn_CN
iPhone15,CN,2027-W07,500,Foxconn_CN
iPhone15,CN,2027-W08,500,Foxconn_CN
iPhone15,CN,2027-W09,500,Foxconn_CN
iPhone15,CN,2027-W10,500,Foxconn_CN
iPhone15,CN,2027-W11,500,Foxconn_CN
iPhone15,CN,2027-W12,500,Foxconn_CN
iPhone15,CN,2027-W13,500,Foxconn_CN
iPhone15,CN,2027-W14,500,Foxconn_CN
iPhone15,CN,2027-W15,500,Foxconn_CN
iPhone15,CN,2027-W16,500,Foxconn_CN
iPhone15,CN,2027-W17,500,Foxconn_CN
iPhone15,CN,2027-W18,500,Foxconn_CN
iPhone15,CN,2027-W19,500,Foxconn_CN
iPhone15,CN,2027-W20,500,Foxconn_CN
iPhone15,CN,2027-W21,500,Foxconn_CN
iPhone15,CN,2027-W22,500,Foxconn_CN
iPhone15,CN,2027-W23,500,Foxconn_CN
iPhone15,CN,2027-W24,500,Foxconn_CN
iPhone15,CN,2027-W25,500,Foxconn_CN
iPhone15,CN,2027-W26,500,Foxconn_CN
iPhone15,CN,2027-W27,500,Foxconn_CN
iPhone15,CN,2027-W28,500,Foxconn_CN
iPhone15,CN,2027-W29,500,Foxconn_CN
iPhone15,CN,2027-W30,500,Foxconn_CN
iPhone15,CN,2027-W31,500,Foxconn_CN
iPhone15,CN,2027-W32,500,Foxconn_CN
iPhone15,CN,2027-W33,500,Foxconn_CN
iPhone15,CN,2027-W34,500,Foxconn_CN
iPhone15,CN,2027-W35,500,Foxconn_CN
iPhone15,CN,2027-W36,500,Foxconn_CN
iPhone15,CN,2027-W37,500,Foxconn_CN
iPhone15,CN,2027-W38,500,Foxconn_CN
iPhone15,CN,2027-W39,500,Foxconn_CN
iPhone15,CN,2027-W40,500,Foxconn_CN
iPhone15,CN,2027-W41,500,Foxconn_CN
iPhone15,CN,2027-W42,500,Foxconn_CN
iPhone15,CN,2027-W43,500,Foxconn_CN
iPhone15,CN,2027-W44,500,Foxconn_CN
iPhone15,CN,2027-W45,500,Foxconn_CN
iPhone15,CN,2027-W46,500,Foxconn_CN
iPhone15,CN,2027-W47,500,Foxconn_CN
iPhone15,CN,2027-W48,500,Foxconn_CN
iPhone15,CN,2027-W49,500,Foxconn_CN
iPhone15,CN,2027-W50,500,Foxconn_CN
iPhone15,CN,2027-W51,500,Foxconn_CN
iPhone15,CN,2027-W52,500,Foxconn_CN
iPhone15,CN,2028-W01,495,Foxconn_CN
iPhone15,CN,2028-W02,491,Foxconn_CN
iPhone15,CN,2028-W03,486,Foxconn_CN
iPhone15,CN,2028-W04,481,Foxconn_CN
iPhone15,CN,2028-W05,476,Foxconn_CN
iPhone15,CN,2028-W06,472,Foxconn_CN
iPhone15,CN,2028-W07,467,Foxconn_CN
iPhone15,CN,2028-W08,462,Foxconn_CN
iPhone15,CN,2028-W09,458,Foxconn_CN
iPhone15,CN,2028-W10,453,Foxconn_CN
iPhone15,CN,2028-W11,448,Foxconn_CN
iPhone15,CN,2028-W12,443,Foxconn_CN
iPhone15,CN,2028-W13,439,Foxconn_CN
iPhone15,CN,2028-W14,434,Foxconn_CN
iPhone15,CN,2028-W15,429,Foxconn_CN
iPhone15,CN,2028-W16,425,Foxconn_CN
iPhone15,CN,2028-W17,420,Foxconn_CN
iPhone15,CN,2028-W18,415,Foxconn_CN
iPhone15,CN,2028-W19,410,Foxconn_CN
iPhone15,CN,2028-W20,406,Foxconn_CN
iPhone15,CN,2028-W21,401,Foxconn_CN
iPhone15,CN,2028-W22,396,Foxconn_CN
iPhone15,CN,2028-W23,392,Foxconn_CN
iPhone15,CN,2028-W24,387,Foxconn_CN
iPhone15,CN,2028-W25,382,Foxconn_CN
iPhone15,CN,2028-W26,377,Foxconn_CN
iPhone15,CN,2028-W27,373,Foxconn_CN
iPhone15,CN,2028-W28,368,Foxconn_CN
iPhone15,CN,2028-W29,363,Foxconn_CN
iPhone15,CN,2028-W30,358,Foxconn_CN
iPhone15,CN,2028-W31,354,Foxconn_CN
iPhone15,CN,2028-W32,349,Foxconn_CN
iPhone15,CN,2028-W33,344,Foxconn_CN
iPhone15,CN,2028-W34,340,Foxconn_CN
iPhone15,CN,2028-W35,335,Foxconn_CN
iPhone15,CN,2028-W36,330,Foxconn_CN
iPhone15,CN,2028-W37,325,Foxconn_CN
iPhone15,CN,2028-W38,321,Foxconn_CN
iPhone15,CN,2028-W39,316,Foxconn_CN
iPhone15,CN,2028-W40,311,Foxconn_CN
iPhone15,CN,2028-W41,307,Foxconn_CN
iPhone15,CN,2028-W42,302,Foxconn_CN
iPhone15,CN,2028-W43,297,Foxconn_CN
iPhone15,CN,2028-W44,292,Foxconn_CN
iPhone15,CN,2028-W45,288,Foxconn_CN
iPhone15,CN,2028-W46,283,Foxconn_CN
iPhone15,CN,2028-W47,278,Foxconn_CN
iPhone15,CN,2028-W48,274,Foxconn_CN
iPhone15,CN,2028-W49,269,Foxconn_CN
iPhone15,CN,2028-W50,264,Foxconn_CN
iPhone15,CN,2028-W51,259,Foxconn_CN
iPhone15,CN,2028-W52,255,Foxconn_CN
iPhone15,CN,2029-W01,247,Foxconn_CN
iPhone15,CN,2029-W02,244,Foxconn_CN
iPhone15,CN,2029-W03,242,Foxconn_CN
iPhone15,CN,2029-W04,239,Foxconn_CN
iPhone15,CN,2029-W05,236,Foxconn_CN
iPhone15,CN,2029-W06,233,Foxconn_CN
iPhone15,CN,2029-W07,230,Foxconn_CN
iPhone15,CN,2029-W08,227,Foxconn_CN
iPhone15,CN,2029-W09,225,Foxconn_CN
iPhone15,CN,2029-W10,222,Foxconn_CN
iPhone15,CN,2029-W11,219,Foxconn_CN
iPhone15,CN,2029-W12,216,Foxconn_CN
iPhone15,CN,2029-W13,213,Foxconn_CN
iPhone15,CN,2029-W14,210,Foxconn_CN
iPhone15,CN,2029-W15,208,Foxconn_CN
iPhone15,CN,2029-W16,205,Foxconn_CN
iPhone15,CN,2029-W17,202,Foxconn_CN
iPhone15,CN,2029-W18,199,Foxconn_CN
iPhone15,CN,2029-W19,196,Foxconn_CN
iPhone15,CN,2029-W20,193,Foxconn_CN
iPhone15,CN,2029-W21,191,Foxconn_CN
iPhone15,CN,2029-W22,188,Foxconn_CN
iPhone15,CN,2029-W23,185,Foxconn_CN
iPhone15,CN,2029-W24,182,Foxconn_CN
iPhone15,CN,2029-W25,179,Foxconn_CN
iPhone15,CN,2029-W26,176,Foxconn_CN
iPhone15,CN,2029-W27,174,Foxconn_CN
iPhone15,CN,2029-W28,171,Foxconn_CN
iPhone15,CN,2029-W29,168,Foxconn_CN
iPhone15,CN,2029-W30,165,Foxconn_CN
iPhone15,CN,2029-W31,162,Foxconn_CN
iPhone15,CN,2029-W32,159,Foxconn_CN
iPhone15,CN,2029-W33,157,Foxconn_CN
iPhone15,CN,2029-W34,154,Foxconn_CN
iPhone15,CN,2029-W35,151,Foxconn_CN
iPhone15,CN,2029-W36,148,Foxconn_CN
iPhone15,CN,2029-W37,145,Foxconn_CN
iPhone15,CN,2029-W38,142,Foxconn_CN
iPhone15,CN,2029-W39,140,Foxconn_CN
iPhone15,CN,2029-W40,137,Foxconn_CN
iPhone15,CN,2029-W41,134,Foxconn_CN
iPhone15,CN,2029-W42,131,Foxconn_CN
iPhone15,CN,2029-W43,128,Foxconn_CN
iPhone15,CN,2029-W44,125,Foxconn_CN
iPhone15,CN,2029-W45,123,Foxconn_CN
iPhone15,CN,2029-W46,120,Foxconn_CN
iPhone15,CN,2029-W47,117,Foxconn_CN
iPhone15,CN,2029-W48,114,Foxconn_CN
iPhone15,CN,2029-W49,111,Foxconn_CN
iPhone15,CN,2029-W50,108,Foxconn_CN
iPhone15,CN,2029-W51,106,Foxconn_CN
iPhone15,CN,2029-W52,103,Foxconn_CN
iPhone15,CN,2030-W01,103,Foxconn_CN
iPhone15,CN,2030-W02,99,Foxconn_CN
iPhone15,CN,2030-W03,95,Foxconn_CN
iPhone15,CN,2030-W04,91,Foxconn_CN
iPhone15,CN,2030-W05,87,Foxconn_CN
iPhone15,CN,2030-W06,83,Foxconn_CN
iPhone15,CN,2030-W07,79,Foxconn_CN
iPhone15,CN,2030-W08,75,Foxconn_CN
iPhone15,CN,2030-W09,71,Foxconn_CN
iPhone15,CN,2030-W10,67,Foxconn_CN
iPhone15,CN,2030-W11,63,Foxconn_CN
iPhone15,CN,2030-W12,59,Foxconn_CN
iPhone15,CN,2030-W13,55,Foxconn_CN
iPhone15,CN,2030-W14,52,Foxconn_CN
iPhone15,CN,2030-W15,48,Foxconn_CN
iPhone15,CN,2030-W16,44,Foxconn_CN
iPhone15,CN,2030-W17,40,Foxconn_CN
iPhone15,CN,2030-W18,36,Foxconn_CN
iPhone15,CN,2030-W19,32,Foxconn_CN
iPhone15,CN,2030-W20,28,Foxconn_CN
iPhone15,CN,2030-W21,24,Foxconn_CN
iPhone15,CN,2030-W22,20,Foxconn_CN
iPhone15,CN,2030-W23,16,Foxconn_CN
iPhone15,CN,2030-W24,12,Foxconn_CN
iPhone15,CN,2030-W25,8,Foxconn_CN
iPhone15,CN,2030-W26,4,Foxconn_CN
iPhone15,CN,2030-W27,0,Foxconn_CN
iPhone15,CN,2030-W28,0,Foxconn_CN
iPhone15,CN,2030-W29,0,Foxconn_CN
iPhone15,CN,2030-W30,0,Foxconn_CN
iPhone15,CN,2030-W31,0,Foxconn_CN
iPhone15,CN,2030-W32,0,Foxconn_CN
iPhone15,CN,2030-W33,0,Foxconn_CN
iPhone15,CN,2030-W34,0,Foxconn_CN
iPhone15,CN,2030-W35,0,Foxconn_CN
iPhone15,CN,2030-W36,0,Foxconn_CN
iPhone15,CN,2030-W37,0,Foxconn_CN
iPhone15,CN,2030-W38,0,Foxconn_CN
iPhone15,CN,2030-W39,0,Foxconn_CN
iPhone15,CN,2030-W40,0,Foxconn_CN
iPhone15,CN,2030-W41,0,Foxconn_CN
iPhone15,CN,2030-W42,0,Foxconn_CN
iPhone15,CN,2030-W43,0,Foxconn_CN
iPhone15,CN,2030-W44,0,Foxconn_CN
iPhone15,CN,2030-W45,0,Foxconn_CN
iPhone15,CN,2030-W46,0,Foxconn_CN
iPhone15,CN,2030-W47,0,Foxconn_CN
iPhone15,CN,2030-W48,0,Foxconn_CN
iPhone15,CN,2030-W49,0,Foxconn_CN
iPhone15,CN,2030-W50,0,Foxconn_CN
iPhone15,CN,2030-W51,0,Foxconn_CN
iPhone15,CN,2030-W52,0,Foxconn_CN
iPhone16,CN,2026-W01,1350,Foxconn_CN
iPhone16,CN,2026-W02,1350,Foxconn_CN
iPhone16,CN,2026-W03,1350,Foxconn_CN
