week,currency,base_currency,rate
2027-W48,USD,USD,1.0
2027-W48,JPY,USD,0.006667
2027-W48,EUR,USD,1.08
2027-W49,USD,USD,1.0
2027-W49,JPY,USD,0.006667
2027-W49,EUR,USD,1.08
2027-W50,USD,USD,1.0
2027-W50,JPY,USD,0.006667
2027-W50,EUR,USD,1.08
2027-W51,USD,USD,1.0
2027-W51,JPY,USD,0.006667
2027-W51,EUR,USD,1.08
2027-W52,USD,USD,1.0
2027-W52,JPY,USD,0.006667
2027-W52,EUR,USD,1.08
2028-W01,USD,USD,1.0
2028-W01,JPY,USD,0.006667
2028-W01,EUR,USD,1.08
2028-W02,USD,USD,1.0
2028-W02,JPY,USD,0.006667
2028-W02,EUR,USD,1.08
2028-W03,USD,USD,1.0
2028-W03,JPY,USD,0.006667
2028-W03,EUR,USD,1.08
2028-W04,USD,USD,1.0
2028-W04,JPY,USD,0.006667
2028-W04,EUR,USD,1.08
2028-W05,USD,USD,1.0
2028-W05,JPY,USD,0.006667
2028-W05,EUR,USD,1.08
2028-W06,USD,USD,1.0
2028-W06,JPY,USD,0.006667
2028-W06,EUR,USD,1.08
2028-W07,USD,USD,1.0
2028-W07,JPY,USD,0.006667
2028-W07,EUR,USD,1.08
2028-W08,USD,USD,1.0
2028-W08,JPY,USD,0.006667
2028-W08,EUR,USD,1.08
2028-W09,USD,USD,1.0
2028-W09,JPY,USD,0.006667
2028-W09,EUR,USD,1.08
2028-W10,USD,USD,1.0
2028-W10,JPY,USD,0.006667
2028-W10,EUR,USD,1.08
2028-W11,USD,USD,1.0
2028-W11,JPY,USD,0.006667
2028-W11,EUR,USD,1.08
2028-W12,USD,USD,1.0
2028-W12,JPY,USD,0.006667
2028-W12,EUR,USD,1.08
2028-W13,USD,USD,1.0
2028-W13,JPY,USD,0.006667
2028-W13,EUR,USD,1.08
2028-W14,USD,USD,1.0
2028-W14,JPY,USD,0.006667
2028-W14,EUR,USD,1.08
2028-W15,USD,USD,1.0
2028-W15,JPY,USD,0.006667
2028-W15,EUR,USD,1.08
2028-W16,USD,USD,1.0
2028-W16,JPY,USD,0.006667
2028-W16,EUR,USD,1.08
2028-W17,USD,USD,1.0
2028-W17,JPY,USD,0.006667
2028-W17,EUR,USD,1.08
2028-W18,USD,USD,1.0
2028-W18,JPY,USD,0.006667
2028-W18,EUR,USD,1.08
2028-W19,USD,USD,1.0
2028-W19,JPY,USD,0.006667
2028-W19,EUR,USD,1.08
2028-W20,USD,USD,1.0
2028-W20,JPY,USD,0.006667
2028-W20,EUR,USD,1.08
2028-W21,USD,USD,1.0
2028-W21,JPY,USD,0.006667
2028-W21,EUR,USD,1.08
2028-W22,USD,USD,1.0
2028-W22,JPY,USD,0.006667
2028-W22,EUR,USD,1.08
2028-W23,USD,USD,1.0
2028-W23,JPY,USD,0.006667
2028-W23,EUR,USD,1.08
2028-W24,USD,USD,1.0
2028-W24,JPY,USD,0.006667
2028-W24,EUR,USD,1.08
2028-W25,USD,USD,1.0
2028-W25,JPY,USD,0.006667
2028-W25,EUR,USD,1.08
2028-W26,USD,USD,1.0
2028-W26,JPY,USD,0.006667
2028-W26,EUR,USD,1.08
2028-W27,USD,USD,1.0
2028-W27,JPY,USD,0.006667
2028-W27,EUR,USD,1.08
2028-W28,USD,USD,1.0
2028-W28,JPY,USD,0.006667
2028-W28,EUR,USD,1.08
2028-W29,USD,USD,1.0
2028-W29,JPY,USD,0.006667
2028-W29,EUR,USD,1.08
2028-W30,USD,USD,1.0
2028-W30,JPY,USD,0.006667
2028-W30,EUR,USD,1.08
2028-W31,USD,USD,1.0
2028-W31,JPY,USD,0.006667
2028-W31,EUR,USD,1.08
2028-W32,USD,USD,1.0
2028-W32,JPY,USD,0.006667
2028-W32,EUR,USD,1.08
2028-W33,USD,USD,1.0
2028-W33,JPY,USD,0.006667
2028-W33,EUR,USD,1.08
2028-W34,USD,USD,1.0
2028-W34,JPY,USD,0.006667
2028-W34,EUR,USD,1.08
2028-W35,USD,USD,1.0
2028-W35,JPY,USD,0.006667
2028-W35,EUR,USD,1.08
2028-W36,USD,USD,1.0
2028-W36,JPY,USD,0.006667
2028-W36,EUR,USD,1.08
2028-W37,USD,USD,1.0
2028-W37,JPY,USD,0.006667
2028-W37,EUR,USD,1.08
2028-W38,USD,USD,1.0
2028-W38,JPY,USD,0.006667
2028-W38,EUR,USD,1.08
2028-W39,USD,USD,1.0
2028-W39,JPY,USD,0.006667
2028-W39,EUR,USD,1.08
2028-W40,USD,USD,1.0
2028-W40,JPY,USD,0.006667
2028-W40,EUR,USD,1.08
2028-W41,USD,USD,1.0
2028-W41,JPY,USD,0.006667
2028-W41,EUR,USD,1.08
2028-W42,USD,USD,1.0
2028-W42,JPY,USD,0.006667
2028-W42,EUR,USD,1.08
2028-W43,USD,USD,1.0
2028-W43,JPY,USD,0.006667
2028-W43,EUR,USD,1.08
2028-W44,USD,USD,1.0
2028-W44,JPY,USD,0.006667
2028-W44,EUR,USD,1.08
2028-W45,USD,USD,1.0
2028-W45,JPY,USD,0.006667
2028-W45,EUR,USD,1.08
2028-W46,USD,USD,1.0
2028-W46,JPY,USD,0.006667
2028-W46,EUR,USD,1.08
2028-W47,USD,USD,1.0
2028-W47,JPY,USD,0.006667
2028-W47,EUR,USD,1.08
2028-W48,USD,USD,1.0
2028-W48,JPY,USD,0.006667
2028-W48,EUR,USD,1.08
2028-W49,USD,USD,1.0
2028-W49,JPY,USD,0.006667
2028-W49,EUR,USD,1.08
2028-W50,USD,USD,1.0
2028-W50,JPY,USD,0.006667
2028-W50,EUR,USD,1.08
2028-W51,USD,USD,1.0
2028-W51,JPY,USD,0.006667
2028-W51,EUR,USD,1.08
2028-W52,USD,USD,1.0
2028-W52,JPY,USD,0.006667
2028-W52,EUR,USD,1.08
