scenario,sku_id,region,week,opening_inv,supply_receipt,gross_avail,demand_fcst,demand_fulfilled,stockout_qty,closing_inv,safety_stock_qty,reorder_qty,fill_rate,inv_cover_wks,inv_value
Downside,SKU-A001,AMER,2024-W14,0.0,798.0,798.0,790.4,790.4,0.0,7.6,1984.6154,1071.0,1.0,0.01,170.77
Downside,SKU-A001,AMER,2024-W15,7.6,925.0,932.6,787.2,787.2,0.0,145.4,1984.6154,1018.0,1.0,0.12,3267.14
Downside,SKU-A001,AMER,2024-W16,145.4,972.0,1117.4,836.0,836.0,0.0,281.4,1984.6154,904.0,1.0,0.23,6323.06
Downside,SKU-A001,AMER,2024-W17,281.4,960.0,1241.4,859.2,859.2,0.0,382.2,1984.6154,1037.0,1.0,0.31,8588.03
Downside,SKU-A001,AMER,2024-W18,382.2,1071.0,1453.2,812.8,812.8,0.0,640.4,1984.6154,951.0,1.0,0.52,14389.79
Downside,SKU-A001,AMER,2024-W19,640.4,1018.0,1658.4,903.2,903.2,0.0,755.2,1984.6154,852.0,1.0,0.61,16969.34
Downside,SKU-A001,AMER,2024-W20,755.2,904.0,1659.2,1061.6,1061.6,0.0,597.6,1984.6154,824.0,1.0,0.48,13428.07
Downside,SKU-A001,AMER,2024-W21,597.6,1037.0,1634.6,1046.4,1046.4,0.0,588.2,1984.6154,1077.0,1.0,0.47,13216.85
Downside,SKU-A001,AMER,2024-W22,588.2,951.0,1539.2,1245.6,1245.6,0.0,293.6,1984.6154,836.0,1.0,0.24,6597.19
Downside,SKU-A001,AMER,2024-W23,293.6,852.0,1145.6,1316.8,1145.6,171.2,0.0,1984.6154,899.0,0.87,0.0,0.0
Downside,SKU-A001,AMER,2024-W24,0.0,824.0,824.0,1252.0,824.0,428.0,0.0,1984.6154,1009.0,0.6581,0.0,0.0
Downside,SKU-A001,AMER,2024-W25,0.0,1077.0,1077.0,1054.4,1054.4,0.0,22.6,1984.6154,943.0,1.0,0.02,507.82
Downside,SKU-A001,AMER,2024-W26,22.6,836.0,858.6,880.8,858.6,22.2,0.0,1984.6154,979.0,0.9748,0.0,0.0
Downside,SKU-A001,APAC,2024-W01,2733.0,0.0,2733.0,519.2,519.2,0.0,2213.8,1247.7692,1003.0,1.0,2.66,365874.73
Downside,SKU-A001,APAC,2024-W02,2213.8,0.0,2213.8,625.6,625.6,0.0,1588.2,1247.7692,1032.0,1.0,1.91,262481.81
Downside,SKU-A001,APAC,2024-W03,1588.2,81.0,1669.2,632.0,632.0,0.0,1037.2,1247.7692,1089.0,1.0,1.25,171418.04
Downside,SKU-A001,APAC,2024-W04,1037.2,0.0,1037.2,604.8,604.8,0.0,432.4,1247.7692,1037.0,1.0,0.52,71462.75
Downside,SKU-A001,APAC,2024-W05,432.4,0.0,432.4,648.8,432.4,216.4,0.0,1247.7692,1277.0,0.6665,0.0,0.0
Downside,SKU-A001,APAC,2024-W06,0.0,1003.0,1003.0,742.4,742.4,0.0,260.6,1247.7692,1011.0,1.0,0.31,43069.36
Downside,SKU-A001,APAC,2024-W07,260.6,1032.0,1292.6,671.2,671.2,0.0,621.4,1247.7692,1210.0,1.0,0.75,102698.78
Downside,SKU-A001,APAC,2024-W08,621.4,1089.0,1710.4,818.4,818.4,0.0,892.0,1247.7692,0.0,1.0,1.07,147420.84
Downside,SKU-A001,APAC,2024-W09,892.0,1037.0,1929.0,781.6,781.6,0.0,1147.4,1247.7692,1257.0,1.0,1.38,189630.8
Downside,SKU-A001,APAC,2024-W10,1147.4,1277.0,2424.4,691.2,691.2,0.0,1733.2,1247.7692,1030.0,1.0,2.08,286445.96
Downside,SKU-A001,APAC,2024-W11,1733.2,1011.0,2744.2,614.4,614.4,0.0,2129.8,1247.7692,0.0,1.0,2.56,351992.05
Downside,SKU-A001,APAC,2024-W12,2129.8,1210.0,3339.8,693.6,693.6,0.0,2646.2,1247.7692,910.0,1.0,3.18,437337.47
Downside,SKU-A001,APAC,2024-W13,2646.2,0.0,2646.2,616.8,616.8,0.0,2029.4,1247.7692,1020.0,1.0,2.44,335398.94
Downside,SKU-A001,APAC,2024-W14,2029.4,1257.0,3286.4,601.6,601.6,0.0,2684.8,1247.7692,0.0,1.0,3.23,443716.9
Downside,SKU-A001,APAC,2024-W15,2684.8,1030.0,3714.8,513.6,513.6,0.0,3201.2,1247.7692,918.0,1.0,3.85,529062.32
Downside,SKU-A001,APAC,2024-W16,3201.2,0.0,3201.2,512.8,512.8,0.0,2688.4,1247.7692,0.0,1.0,3.23,444311.87
Downside,SKU-A001,APAC,2024-W17,2688.4,910.0,3598.4,586.4,586.4,0.0,3012.0,1247.7692,905.0,1.0,3.62,497793.24
Downside,SKU-A001,APAC,2024-W18,3012.0,1020.0,4032.0,592.8,592.8,0.0,3439.2,1247.7692,901.0,1.0,4.13,568396.58
Downside,SKU-A001,APAC,2024-W19,3439.2,0.0,3439.2,595.2,595.2,0.0,2844.0,1247.7692,0.0,1.0,3.42,470027.88
Downside,SKU-A001,APAC,2024-W20,2844.0,918.0,3762.0,654.4,654.4,0.0,3107.6,1247.7692,1259.0,1.0,3.74,513593.05
Downside,SKU-A001,APAC,2024-W21,3107.6,0.0,3107.6,806.4,806.4,0.0,2301.2,1247.7692,880.0,1.0,2.77,380319.32
Downside,SKU-A001,APAC,2024-W22,2301.2,905.0,3206.2,807.2,807.2,0.0,2399.0,1247.7692,0.0,1.0,2.88,396482.73
Downside,SKU-A001,APAC,2024-W23,2399.0,901.0,3300.0,874.4,874.4,0.0,2425.6,1247.7692,1097.0,1.0,2.92,400878.91
Downside,SKU-A001,APAC,2024-W24,2425.6,0.0,2425.6,757.6,757.6,0.0,1668.0,1247.7692,938.0,1.0,2.01,275670.36
Downside,SKU-A001,APAC,2024-W25,1668.0,1259.0,2927.0,716.8,716.8,0.0,2210.2,1247.7692,1308.0,1.0,2.66,365279.75
Downside,SKU-A001,APAC,2024-W26,2210.2,880.0,3090.2,623.2,623.2,0.0,2467.0,1247.7692,1093.0,1.0,2.97,407721.09
Downside,SKU-A001,EMEA,2024-W01,1078.0,0.0,1078.0,944.0,944.0,0.0,134.0,4030.6,1171.0,1.0,0.09,9038.3
Downside,SKU-A001,EMEA,2024-W02,134.0,0.0,134.0,1076.0,134.0,942.0,0.0,4030.6,1288.0,0.1245,0.0,0.0
Downside,SKU-A001,EMEA,2024-W03,0.0,694.0,694.0,1195.2,694.0,501.2,0.0,4030.6,1465.0,0.5807,0.0,0.0
Downside,SKU-A001,EMEA,2024-W04,0.0,1171.0,1171.0,1284.0,1171.0,113.0,0.0,4030.6,1344.0,0.912,0.0,0.0
Downside,SKU-A001,EMEA,2024-W05,0.0,1288.0,1288.0,1169.6,1169.6,0.0,118.4,4030.6,1373.0,1.0,0.08,7986.08
Downside,SKU-A001,EMEA,2024-W06,118.4,1465.0,1583.4,1227.2,1227.2,0.0,356.2,4030.6,1069.0,1.0,0.23,24025.69
Downside,SKU-A001,EMEA,2024-W07,356.2,1344.0,1700.2,1426.4,1426.4,0.0,273.8,4030.6,1142.0,1.0,0.18,18467.81
Downside,SKU-A001,EMEA,2024-W08,273.8,1373.0,1646.8,1464.0,1464.0,0.0,182.8,4030.6,1275.0,1.0,0.12,12329.86
Downside,SKU-A001,EMEA,2024-W09,182.8,1069.0,1251.8,1344.8,1251.8,93.0,0.0,4030.6,1448.0,0.9308,0.0,0.0
Downside,SKU-A001,EMEA,2024-W10,0.0,1142.0,1142.0,1342.4,1142.0,200.4,0.0,4030.6,1273.0,0.8507,0.0,0.0
Downside,SKU-A001,EMEA,2024-W11,0.0,1275.0,1275.0,1248.8,1248.8,0.0,26.2,4030.6,1437.0,1.0,0.02,1767.19
Downside,SKU-A001,EMEA,2024-W12,26.2,1448.0,1474.2,1137.6,1137.6,0.0,336.6,4030.6,1174.0,1.0,0.22,22703.67
Downside,SKU-A001,EMEA,2024-W13,336.6,1273.0,1609.6,1149.6,1149.6,0.0,460.0,4030.6,1454.0,1.0,0.3,31027.0
Downside,SKU-A001,EMEA,2024-W14,460.0,1437.0,1897.0,1172.8,1172.8,0.0,724.2,4030.6,1087.0,1.0,0.47,48847.29
Downside,SKU-A001,EMEA,2024-W15,724.2,1174.0,1898.2,1054.4,1054.4,0.0,843.8,4030.6,1281.0,1.0,0.54,56914.31
Downside,SKU-A001,EMEA,2024-W16,843.8,1454.0,2297.8,884.0,884.0,0.0,1413.8,4030.6,1399.0,1.0,0.91,95360.81
Downside,SKU-A001,EMEA,2024-W17,1413.8,1087.0,2500.8,1096.0,1096.0,0.0,1404.8,4030.6,1109.0,1.0,0.91,94753.76
Downside,SKU-A001,EMEA,2024-W18,1404.8,1281.0,2685.8,1131.2,1131.2,0.0,1554.6,4030.6,1333.0,1.0,1.0,104857.77
Downside,SKU-A001,EMEA,2024-W19,1554.6,1399.0,2953.6,1261.6,1261.6,0.0,1692.0,4030.6,1138.0,1.0,1.09,114125.4
Downside,SKU-A001,EMEA,2024-W20,1692.0,1109.0,2801.0,1275.2,1275.2,0.0,1525.8,4030.6,1327.0,1.0,0.98,102915.21
Downside,SKU-A001,EMEA,2024-W21,1525.8,1333.0,2858.8,1377.6,1377.6,0.0,1481.2,4030.6,1387.0,1.0,0.96,99906.94
Downside,SKU-A001,EMEA,2024-W22,1481.2,1138.0,2619.2,1394.4,1394.4,0.0,1224.8,4030.6,1382.0,1.0,0.79,82612.76
Downside,SKU-A001,EMEA,2024-W23,1224.8,1327.0,2551.8,1401.6,1401.6,0.0,1150.2,4030.6,1268.0,1.0,0.74,77580.99
Downside,SKU-A001,EMEA,2024-W24,1150.2,1387.0,2537.2,1500.8,1500.8,0.0,1036.4,4030.6,1009.0,1.0,0.67,69905.18
Downside,SKU-A001,EMEA,2024-W25,1036.4,1382.0,2418.4,1375.2,1375.2,0.0,1043.2,4030.6,1252.0,1.0,0.67,70363.84
Downside,SKU-A001,EMEA,2024-W26,1043.2,1268.0,2311.2,1310.4,1310.4,0.0,1000.8,4030.6,1315.0,1.0,0.65,67503.96
Downside,SKU-A002,AMER,2024-W01,2642.0,0.0,2642.0,215.2,215.2,0.0,2426.8,616.7692,0.0,1.0,7.87,434542.81
Downside,SKU-A002,AMER,2024-W02,2426.8,0.0,2426.8,229.6,229.6,0.0,2197.2,616.7692,0.0,1.0,7.12,393430.63
Downside,SKU-A002,AMER,2024-W03,2197.2,0.0,2197.2,208.0,208.0,0.0,1989.2,616.7692,0.0,1.0,6.45,356186.15
Downside,SKU-A002,AMER,2024-W04,1989.2,0.0,1989.2,245.6,245.6,0.0,1743.6,616.7692,0.0,1.0,5.65,312209.02
Downside,SKU-A002,AMER,2024-W05,1743.6,766.0,2509.6,252.0,252.0,0.0,2257.6,616.7692,0.0,1.0,7.32,404245.86
Downside,SKU-A002,AMER,2024-W06,2257.6,0.0,2257.6,236.8,236.8,0.0,2020.8,616.7692,0.0,1.0,6.55,361844.45
Downside,SKU-A002,AMER,2024-W07,2020.8,0.0,2020.8,252.0,252.0,0.0,1768.8,616.7692,390.0,1.0,5.74,316721.33
Downside,SKU-A002,AMER,2024-W08,1768.8,0.0,1768.8,300.8,300.8,0.0,1468.0,616.7692,0.0,1.0,4.76,262860.08
Downside,SKU-A002,AMER,2024-W09,1468.0,0.0,1468.0,260.0,260.0,0.0,1208.0,616.7692,570.0,1.0,3.92,216304.48
Downside,SKU-A002,AMER,2024-W10,1208.0,0.0,1208.0,257.6,257.6,0.0,950.4,616.7692,0.0,1.0,3.08,170178.62
Downside,SKU-A002,AMER,2024-W11,950.4,390.0,1340.4,249.6,249.6,0.0,1090.8,616.7692,500.0,1.0,3.54,195318.65
Downside,SKU-A002,AMER,2024-W12,1090.8,0.0,1090.8,256.0,256.0,0.0,834.8,616.7692,0.0,1.0,2.71,149479.29
Downside,SKU-A002,AMER,2024-W13,834.8,570.0,1404.8,244.8,244.8,0.0,1160.0,616.7692,500.0,1.0,3.76,207709.6
Downside,SKU-A002,AMER,2024-W14,1160.0,0.0,1160.0,200.0,200.0,0.0,960.0,616.7692,0.0,1.0,3.11,171897.6
Downside,SKU-A002,AMER,2024-W15,960.0,500.0,1460.0,182.4,182.4,0.0,1277.6,616.7692,390.0,1.0,4.14,228767.06
Downside,SKU-A002,AMER,2024-W16,1277.6,0.0,1277.6,186.4,186.4,0.0,1091.2,616.7692,0.0,1.0,3.54,195390.27
Downside,SKU-A002,AMER,2024-W17,1091.2,500.0,1591.2,220.0,220.0,0.0,1371.2,616.7692,400.0,1.0,4.45,245527.07
Downside,SKU-A002,AMER,2024-W18,1371.2,0.0,1371.2,226.4,226.4,0.0,1144.8,616.7692,0.0,1.0,3.71,204987.89
Downside,SKU-A002,AMER,2024-W19,1144.8,390.0,1534.8,228.0,228.0,0.0,1306.8,616.7692,460.0,1.0,4.24,233995.61
Downside,SKU-A002,AMER,2024-W20,1306.8,0.0,1306.8,272.8,272.8,0.0,1034.0,616.7692,0.0,1.0,3.35,185148.04
Downside,SKU-A002,AMER,2024-W21,1034.0,400.0,1434.0,299.2,299.2,0.0,1134.8,616.7692,570.0,1.0,3.68,203197.29
Downside,SKU-A002,AMER,2024-W22,1134.8,0.0,1134.8,315.2,315.2,0.0,819.6,616.7692,310.0,1.0,2.66,146757.58
Downside,SKU-A002,AMER,2024-W23,819.6,460.0,1279.6,320.0,320.0,0.0,959.6,616.7692,320.0,1.0,3.11,171825.98
Downside,SKU-A002,AMER,2024-W24,959.6,0.0,959.6,285.6,285.6,0.0,674.0,616.7692,610.0,1.0,2.19,120686.44
Downside,SKU-A002,AMER,2024-W25,674.0,570.0,1244.0,245.6,245.6,0.0,998.4,616.7692,860.0,1.0,3.24,178773.5
Downside,SKU-A002,AMER,2024-W26,998.4,310.0,1308.4,224.8,224.8,0.0,1083.6,616.7692,1080.0,1.0,3.51,194029.42
Downside,SKU-A002,APAC,2024-W01,1539.0,0.0,1539.0,783.2,783.2,0.0,755.8,2828.9,1369.0,1.0,0.69,111019.46
Downside,SKU-A002,APAC,2024-W02,755.8,0.0,755.8,710.4,710.4,0.0,45.4,2828.9,1276.0,1.0,0.04,6668.81
Downside,SKU-A002,APAC,2024-W03,45.4,0.0,45.4,808.0,45.4,762.6,0.0,2828.9,1365.0,0.0562,0.0,0.0
Downside,SKU-A002,APAC,2024-W04,0.0,0.0,0.0,864.0,0.0,864.0,0.0,2828.9,1292.0,0.0,0.0,0.0
Downside,SKU-A002,APAC,2024-W05,0.0,207.0,207.0,971.2,207.0,764.2,0.0,2828.9,1239.0,0.2131,0.0,0.0
Downside,SKU-A002,APAC,2024-W06,0.0,0.0,0.0,1010.4,0.0,1010.4,0.0,2828.9,1251.0,0.0,0.0,0.0
Downside,SKU-A002,APAC,2024-W07,0.0,1369.0,1369.0,1022.4,1022.4,0.0,346.6,2828.9,1425.0,1.0,0.32,50912.07
Downside,SKU-A002,APAC,2024-W08,346.6,1276.0,1622.6,1053.6,1053.6,0.0,569.0,2828.9,1580.0,1.0,0.52,83580.41
Downside,SKU-A002,APAC,2024-W09,569.0,1365.0,1934.0,1014.4,1014.4,0.0,919.6,2828.9,1402.0,1.0,0.85,135080.04
Downside,SKU-A002,APAC,2024-W10,919.6,1292.0,2211.6,912.0,912.0,0.0,1299.6,2828.9,1381.0,1.0,1.19,190898.24
Downside,SKU-A002,APAC,2024-W11,1299.6,1239.0,2538.6,919.2,919.2,0.0,1619.4,2828.9,1202.0,1.0,1.49,237873.67
Downside,SKU-A002,APAC,2024-W12,1619.4,1251.0,2870.4,824.8,824.8,0.0,2045.6,2828.9,1230.0,1.0,1.88,300478.18
Downside,SKU-A002,APAC,2024-W13,2045.6,1425.0,3470.6,868.0,868.0,0.0,2602.6,2828.9,0.0,1.0,2.39,382295.91
Downside,SKU-A002,APAC,2024-W14,2602.6,1580.0,4182.6,754.4,754.4,0.0,3428.2,2828.9,1402.0,1.0,3.15,503568.3
Downside,SKU-A002,APAC,2024-W15,3428.2,1402.0,4830.2,683.2,683.2,0.0,4147.0,2828.9,0.0,1.0,3.81,609152.83
Downside,SKU-A002,APAC,2024-W16,4147.0,1381.0,5528.0,617.6,617.6,0.0,4910.4,2828.9,1359.0,1.0,4.51,721288.66
Downside,SKU-A002,APAC,2024-W17,4910.4,1202.0,6112.4,650.4,650.4,0.0,5462.0,2828.9,0.0,1.0,5.02,802313.18
Downside,SKU-A002,APAC,2024-W18,5462.0,1230.0,6692.0,769.6,769.6,0.0,5922.4,2828.9,1343.0,1.0,5.44,869941.34
Downside,SKU-A002,APAC,2024-W19,5922.4,0.0,5922.4,860.8,860.8,0.0,5061.6,2828.9,1107.0,1.0,4.65,743498.42
Downside,SKU-A002,APAC,2024-W20,5061.6,1402.0,6463.6,839.2,839.2,0.0,5624.4,2828.9,0.0,1.0,5.17,826168.12
Downside,SKU-A002,APAC,2024-W21,5624.4,0.0,5624.4,1057.6,1057.6,0.0,4566.8,2828.9,1319.0,1.0,4.2,670817.25
Downside,SKU-A002,APAC,2024-W22,4566.8,1359.0,5925.8,964.0,964.0,0.0,4961.8,2828.9,1231.0,1.0,4.56,728838.8
Downside,SKU-A002,APAC,2024-W23,4961.8,0.0,4961.8,1004.8,1004.8,0.0,3957.0,2828.9,1462.0,1.0,3.64,581243.73
Downside,SKU-A002,APAC,2024-W24,3957.0,1343.0,5300.0,920.0,920.0,0.0,4380.0,2828.9,1300.0,1.0,4.03,643378.2
Downside,SKU-A002,APAC,2024-W25,4380.0,1107.0,5487.0,899.2,899.2,0.0,4587.8,2828.9,1401.0,1.0,4.22,673901.94
Downside,SKU-A002,APAC,2024-W26,4587.8,0.0,4587.8,848.8,848.8,0.0,3739.0,2828.9,1286.0,1.0,3.44,549221.71
Downside,SKU-A002,EMEA,2024-W01,1474.0,0.0,1474.0,380.8,380.8,0.0,1093.2,1095.0577,1540.0,1.0,1.9,131796.19
Downside,SKU-A002,EMEA,2024-W02,1093.2,770.0,1863.2,408.0,408.0,0.0,1455.2,1095.0577,0.0,1.0,2.52,175438.91
Downside,SKU-A002,EMEA,2024-W03,1455.2,0.0,1455.2,446.4,446.4,0.0,1008.8,1095.0577,860.0,1.0,1.75,121620.93
Downside,SKU-A002,EMEA,2024-W04,1008.8,1540.0,2548.8,484.0,484.0,0.0,2064.8,1095.0577,0.0,1.0,3.58,248932.29
Downside,SKU-A002,EMEA,2024-W05,2064.8,0.0,2064.8,479.2,479.2,0.0,1585.6,1095.0577,960.0,1.0,2.75,191159.94
Downside,SKU-A002,EMEA,2024-W06,1585.6,860.0,2445.6,468.8,468.8,0.0,1976.8,1095.0577,0.0,1.0,3.43,238323.01
Downside,SKU-A002,EMEA,2024-W07,1976.8,0.0,1976.8,514.4,514.4,0.0,1462.4,1095.0577,980.0,1.0,2.54,176306.94
Downside,SKU-A002,EMEA,2024-W08,1462.4,960.0,2422.4,529.6,529.6,0.0,1892.8,1095.0577,0.0,1.0,3.28,228195.97
Downside,SKU-A002,EMEA,2024-W09,1892.8,0.0,1892.8,475.2,475.2,0.0,1417.6,1095.0577,1010.0,1.0,2.46,170905.86
Downside,SKU-A002,EMEA,2024-W10,1417.6,980.0,2397.6,510.4,510.4,0.0,1887.2,1095.0577,0.0,1.0,3.27,227520.83
Downside,SKU-A002,EMEA,2024-W11,1887.2,0.0,1887.2,458.4,458.4,0.0,1428.8,1095.0577,970.0,1.0,2.48,172256.13
Downside,SKU-A002,EMEA,2024-W12,1428.8,1010.0,2438.8,441.6,441.6,0.0,1997.2,1095.0577,0.0,1.0,3.47,240782.43
Downside,SKU-A002,EMEA,2024-W13,1997.2,0.0,1997.2,458.4,458.4,0.0,1538.8,1095.0577,900.0,1.0,2.67,185517.73
Downside,SKU-A002,EMEA,2024-W14,1538.8,970.0,2508.8,368.8,368.8,0.0,2140.0,1095.0577,0.0,1.0,3.71,257998.4
Downside,SKU-A002,EMEA,2024-W15,2140.0,0.0,2140.0,393.6,393.6,0.0,1746.4,1095.0577,760.0,1.0,3.03,210545.98
Downside,SKU-A002,EMEA,2024-W16,1746.4,900.0,2646.4,370.4,370.4,0.0,2276.0,1095.0577,0.0,1.0,3.95,274394.56
Downside,SKU-A002,EMEA,2024-W17,2276.0,0.0,2276.0,348.8,348.8,0.0,1927.2,1095.0577,720.0,1.0,3.34,232343.23
Downside,SKU-A002,EMEA,2024-W18,1927.2,760.0,2687.2,423.2,423.2,0.0,2264.0,1095.0577,0.0,1.0,3.93,272947.84
Downside,SKU-A002,EMEA,2024-W19,2264.0,0.0,2264.0,476.8,476.8,0.0,1787.2,1095.0577,900.0,1.0,3.1,215464.83
Downside,SKU-A002,EMEA,2024-W20,1787.2,720.0,2507.2,456.0,456.0,0.0,2051.2,1095.0577,0.0,1.0,3.56,247292.67
Downside,SKU-A002,EMEA,2024-W21,2051.2,0.0,2051.2,506.4,506.4,0.0,1544.8,1095.0577,960.0,1.0,2.68,186241.09
Downside,SKU-A002,EMEA,2024-W22,1544.8,900.0,2444.8,566.4,566.4,0.0,1878.4,1095.0577,0.0,1.0,3.26,226459.9
Downside,SKU-A002,EMEA,2024-W23,1878.4,0.0,1878.4,542.4,542.4,0.0,1336.0,1095.0577,1110.0,1.0,2.32,161068.16
Downside,SKU-A002,EMEA,2024-W24,1336.0,960.0,2296.0,505.6,505.6,0.0,1790.4,1095.0577,0.0,1.0,3.11,215850.62
Downside,SKU-A002,EMEA,2024-W25,1790.4,0.0,1790.4,491.2,491.2,0.0,1299.2,1095.0577,1000.0,1.0,2.25,156631.55
Downside,SKU-A002,EMEA,2024-W26,1299.2,1110.0,2409.2,483.2,483.2,0.0,1926.0,1095.0577,1480.0,1.0,3.34,232198.56
Downside,SKU-B001,AMER,2024-W01,1846.0,0.0,1846.0,398.4,398.4,0.0,1447.6,1291.1846,1453.0,1.0,2.58,269962.92
Downside,SKU-B001,AMER,2024-W02,1447.6,0.0,1447.6,410.4,410.4,0.0,1037.2,1291.1846,1989.0,1.0,1.85,193427.43
Downside,SKU-B001,AMER,2024-W03,1037.2,735.0,1772.2,384.8,384.8,0.0,1387.4,1291.1846,0.0,1.0,2.47,258736.23
Downside,SKU-B001,AMER,2024-W04,1387.4,0.0,1387.4,416.0,416.0,0.0,971.4,1291.1846,807.4769,1.0,1.73,181156.39
Downside,SKU-B001,AMER,2024-W05,971.4,0.0,971.4,430.4,430.4,0.0,541.0,1291.1846,0.0,1.0,0.96,100891.09
Downside,SKU-B001,AMER,2024-W06,541.0,0.0,541.0,463.2,463.2,0.0,77.8,1291.1846,893.6,1.0,0.14,14508.92
Downside,SKU-B001,AMER,2024-W07,77.8,1453.0,1530.8,519.2,519.2,0.0,1011.6,1291.1846,0.0,1.0,1.8,188653.28
Downside,SKU-B001,AMER,2024-W08,1011.6,1989.0,3000.6,559.2,559.2,0.0,2441.4,1291.1846,1078.4,1.0,4.35,455296.69
Downside,SKU-B001,AMER,2024-W09,2441.4,0.0,2441.4,500.8,500.8,0.0,1940.6,1291.1846,0.0,1.0,3.46,361902.49
Downside,SKU-B001,AMER,2024-W10,1940.6,807.4769,2748.0769,454.4,454.4,0.0,2293.6769,1291.1846,955.2,1.0,4.09,427747.81
Downside,SKU-B001,AMER,2024-W11,2293.6769,0.0,2293.6769,494.4,494.4,0.0,1799.2769,1291.1846,0.0,1.0,3.21,335547.15
Downside,SKU-B001,AMER,2024-W12,1799.2769,893.6,2692.8769,396.0,396.0,0.0,2296.8769,1291.1846,890.4,1.0,4.09,428344.57
Downside,SKU-B001,AMER,2024-W13,2296.8769,0.0,2296.8769,424.0,424.0,0.0,1872.8769,1291.1846,0.0,1.0,3.34,349272.81
Downside,SKU-B001,AMER,2024-W14,1872.8769,1078.4,2951.2769,417.6,417.6,0.0,2533.6769,1291.1846,841.6,1.0,4.51,472505.41
Downside,SKU-B001,AMER,2024-W15,2533.6769,0.0,2533.6769,336.0,336.0,0.0,2197.6769,1291.1846,0.0,1.0,3.91,409844.77
Downside,SKU-B001,AMER,2024-W16,2197.6769,955.2,3152.8769,336.8,336.8,0.0,2816.0769,1291.1846,672.8,1.0,5.02,525170.18
Downside,SKU-B001,AMER,2024-W17,2816.0769,0.0,2816.0769,342.4,342.4,0.0,2473.6769,1291.1846,0.0,1.0,4.41,461316.01
Downside,SKU-B001,AMER,2024-W18,2473.6769,890.4,3364.0769,428.8,428.8,0.0,2935.2769,1291.1846,771.2,1.0,5.23,547399.79
Downside,SKU-B001,AMER,2024-W19,2935.2769,0.0,2935.2769,405.6,405.6,0.0,2529.6769,1291.1846,0.0,1.0,4.51,471759.45
Downside,SKU-B001,AMER,2024-W20,2529.6769,841.6,3371.2769,472.8,472.8,0.0,2898.4769,1291.1846,878.4,1.0,5.16,540536.96
Downside,SKU-B001,AMER,2024-W21,2898.4769,0.0,2898.4769,543.2,543.2,0.0,2355.2769,1291.1846,0.0,1.0,4.2,439235.59
Downside,SKU-B001,AMER,2024-W22,2355.2769,672.8,3028.0769,550.4,550.4,0.0,2477.6769,1291.1846,1093.6,1.0,4.41,462061.97
Downside,SKU-B001,AMER,2024-W23,2477.6769,0.0,2477.6769,521.6,521.6,0.0,1956.0769,1291.1846,1615.2,1.0,3.48,364788.78
Downside,SKU-B001,AMER,2024-W24,1956.0769,771.2,2727.2769,568.8,568.8,0.0,2158.4769,1291.1846,1465.0,1.0,3.84,402534.36
Downside,SKU-B001,AMER,2024-W25,2158.4769,0.0,2158.4769,496.8,496.8,0.0,1661.6769,1291.1846,1502.0,1.0,2.96,309886.13
Downside,SKU-B001,AMER,2024-W26,1661.6769,878.4,2540.0769,404.8,404.8,0.0,2135.2769,1291.1846,1620.0,1.0,3.8,398207.79
