sku_id,node_name,week,shifts
Soy_Sauce,Bottling_Noda,2027-W21,18
Soy_Sauce,Bottling_Noda,2027-W22,18
Soy_Sauce,Bottling_Noda,2027-W23,18
Soy_Sauce,Bottling_Noda,2027-W24,18
Soy_Sauce,Bottling_Noda,2027-W25,18
Soy_Sauce,Bottling_Noda,2027-W26,18
Soy_Sauce,Bottling_Noda,2027-W27,18
Soy_Sauce,Bottling_Noda,2027-W28,18
Soy_Sauce,Bottling_Noda,2027-W29,18
Soy_Sauce,Bottling_Noda,2027-W30,18
Soy_Sauce,Bottling_Noda,2027-W31,18
Soy_Sauce,Bottling_Noda,2027-W32,18
Soy_Sauce,Bottling_Noda,2027-W33,18
Soy_Sauce,Bottling_Noda,2027-W34,18
Soy_Sauce,Bottling_Noda,2027-W35,18
Soy_Sauce,Bottling_Noda,2027-W36,18
Soy_Sauce,Bottling_Noda,2027-W37,18
Soy_Sauce,Bottling_Noda,2027-W38,18
Soy_Sauce,Bottling_Noda,2027-W39,18
Soy_Sauce,Bottling_Noda,2027-W40,18
Soy_Sauce,Bottling_Noda,2027-W41,18
Soy_Sauce,Bottling_Noda,2027-W42,18
Soy_Sauce,Bottling_Noda,2027-W43,18
Soy_Sauce,Bottling_Noda,2027-W44,18
Soy_Sauce,Bottling_Noda,2027-W45,18
Soy_Sauce,Bottling_Noda,2027-W46,18
Soy_Sauce,Bottling_Noda,2027-W47,18
Soy_Sauce,Bottling_Noda,2027-W48,18
Soy_Sauce,Bottling_Noda,2027-W49,18
Soy_Sauce,Bottling_Noda,2027-W50,18
Soy_Sauce,Bottling_Noda,2027-W51,18
Soy_Sauce,Bottling_Noda,2027-W52,18
Soy_Sauce,Bottling_Noda,2028-W01,18
Soy_Sauce,Bottling_Noda,2028-W02,18
Soy_Sauce,Bottling_Noda,2028-W03,18
Soy_Sauce,Bottling_Noda,2028-W04,18
Soy_Sauce,Bottling_Noda,2028-W05,18
Soy_Sauce,Bottling_Noda,2028-W06,18
Soy_Sauce,Bottling_Noda,2028-W07,18
Soy_Sauce,Bottling_Noda,2028-W08,18
Soy_Sauce,Bottling_Noda,2028-W09,18
Soy_Sauce,Bottling_Noda,2028-W10,18
Soy_Sauce,Bottling_Noda,2028-W11,18
Soy_Sauce,Bottling_Noda,2028-W12,18
Soy_Sauce,Bottling_Noda,2028-W13,18
Soy_Sauce,Bottling_Noda,2028-W14,18
Soy_Sauce,Bottling_Noda,2028-W15,18
Soy_Sauce,Bottling_Noda,2028-W16,18
Soy_Sauce,Bottling_Noda,2028-W17,18
Soy_Sauce,Bottling_Noda,2028-W18,18
Soy_Sauce,Bottling_Noda,2028-W19,18
Soy_Sauce,Bottling_Noda,2028-W20,18
Soy_Sauce,Bottling_Noda,2028-W21,18
Soy_Sauce,Bottling_Noda,2028-W22,18
Soy_Sauce,Bottling_Noda,2028-W23,18
Soy_Sauce,Bottling_Noda,2028-W24,18
Soy_Sauce,Bottling_Noda,2028-W25,18
Soy_Sauce,Bottling_Noda,2028-W26,18
Soy_Sauce,Bottling_Noda,2028-W27,18
Soy_Sauce,Bottling_Noda,2028-W28,18
Soy_Sauce,Bottling_Noda,2028-W29,18
Soy_Sauce,Bottling_Noda,2028-W30,18
Soy_Sauce,Bottling_Noda,2028-W31,18
Soy_Sauce,Bottling_Noda,2028-W32,18
Soy_Sauce,Bottling_Noda,2028-W33,0
Soy_Sauce,Bottling_Noda,2028-W34,18
Soy_Sauce,Bottling_Noda,2028-W35,18
Soy_Sauce,Bottling_Noda,2028-W36,18
Soy_Sauce,Bottling_Noda,2028-W37,18
Soy_Sauce,Bottling_Noda,2028-W38,18
Soy_Sauce,Bottling_Noda,2028-W39,18
Soy_Sauce,Bottling_Noda,2028-W40,18
Soy_Sauce,Bottling_Noda,2028-W41,18
Soy_Sauce,Bottling_Noda,2028-W42,18
Soy_Sauce,Bottling_Noda,2028-W43,18
Soy_Sauce,Bottling_Noda,2028-W44,18
Soy_Sauce,Bottling_Noda,2028-W45,18
Soy_Sauce,Bottling_Noda,2028-W46,18
Soy_Sauce,Bottling_Noda,2028-W47,18
Soy_Sauce,Bottling_Noda,2028-W48,18
Soy_Sauce,Bottling_Noda,2028-W49,18
Soy_Sauce,Bottling_Noda,2028-W50,18
Soy_Sauce,Bottling_Noda,2028-W51,18
Soy_Sauce,Bottling_Noda,2028-W52,18
