sku_id,region,week,max_supply,cap_pieces,node_name
SmartXPro_IN,IN,2028-W01,825,,SensorIN
SmartXPro_IN,IN,2028-W02,820,,SensorIN
SmartXPro_IN,IN,2028-W03,816,,SensorIN
SmartXPro_IN,IN,2028-W04,811,,SensorIN
SmartXPro_IN,IN,2028-W05,806,,SensorIN
SmartXPro_IN,IN,2028-W06,801,,SensorIN
SmartXPro_IN,IN,2028-W07,796,,SensorIN
SmartXPro_IN,IN,2028-W08,791,,SensorIN
SmartXPro_IN,IN,2028-W09,787,,SensorIN
SmartXPro_IN,IN,2028-W10,782,,SensorIN
SmartXPro_IN,IN,2028-W11,777,,SensorIN
SmartXPro_IN,IN,2028-W12,772,,SensorIN
SmartXPro_IN,IN,2028-W13,767,,SensorIN
SmartXPro_IN,IN,2028-W14,763,,SensorIN
SmartXPro_IN,IN,2028-W15,758,,SensorIN
SmartXPro_IN,IN,2028-W16,753,,SensorIN
SmartXPro_IN,IN,2028-W17,748,,SensorIN
SmartXPro_IN,IN,2028-W18,743,,SensorIN
SmartXPro_IN,IN,2028-W19,739,,SensorIN
SmartXPro_IN,IN,2028-W20,734,,SensorIN
SmartXPro_IN,IN,2028-W21,729,,SensorIN
SmartXPro_IN,IN,2028-W22,724,,SensorIN
SmartXPro_IN,IN,2028-W23,719,,SensorIN
SmartXPro_IN,IN,2028-W24,714,,SensorIN
SmartXPro_IN,IN,2028-W25,710,,SensorIN
SmartXPro_IN,IN,2028-W26,705,,SensorIN
SmartXPro_IN,IN,2028-W27,696,,SensorIN
SmartXPro_IN,IN,2028-W28,693,,SensorIN
SmartXPro_IN,IN,2028-W29,689,,SensorIN
SmartXPro_IN,IN,2028-W30,685,,SensorIN
SmartXPro_IN,IN,2028-W31,681,,SensorIN
SmartXPro_IN,IN,2028-W32,678,,SensorIN
SmartXPro_IN,IN,2028-W33,674,,SensorIN
SmartXPro_IN,IN,2028-W34,670,,SensorIN
SmartXPro_IN,IN,2028-W35,667,,SensorIN
SmartXPro_IN,IN,2028-W36,663,,SensorIN
SmartXPro_IN,IN,2028-W37,659,,SensorIN
SmartXPro_IN,IN,2028-W38,656,,SensorIN
SmartXPro_IN,IN,2028-W39,652,,SensorIN
SmartXPro_IN,IN,2028-W40,648,,SensorIN
SmartXPro_IN,IN,2028-W41,644,,SensorIN
SmartXPro_IN,IN,2028-W42,641,,SensorIN
SmartXPro_IN,IN,2028-W43,637,,SensorIN
SmartXPro_IN,IN,2028-W44,633,,SensorIN
SmartXPro_IN,IN,2028-W45,630,,SensorIN
SmartXPro_IN,IN,2028-W46,626,,SensorIN
SmartXPro_IN,IN,2028-W47,622,,SensorIN
SmartXPro_IN,IN,2028-W48,619,,SensorIN
SmartXPro_IN,IN,2028-W49,615,,SensorIN
SmartXPro_IN,IN,2028-W50,611,,SensorIN
SmartXPro_IN,IN,2028-W51,607,,SensorIN
SmartXPro_IN,IN,2028-W52,604,,SensorIN
SmartXPro_IN,IN,2029-W01,594,,SensorIN
SmartXPro_IN,IN,2029-W02,589,,SensorIN
SmartXPro_IN,IN,2029-W03,583,,SensorIN
SmartXPro_IN,IN,2029-W04,578,,SensorIN
SmartXPro_IN,IN,2029-W05,572,,SensorIN
SmartXPro_IN,IN,2029-W06,567,,SensorIN
SmartXPro_IN,IN,2029-W07,561,,SensorIN
SmartXPro_IN,IN,2029-W08,556,,SensorIN
SmartXPro_IN,IN,2029-W09,550,,SensorIN
SmartXPro_IN,IN,2029-W10,544,,SensorIN
SmartXPro_IN,IN,2029-W11,539,,SensorIN
SmartXPro_IN,IN,2029-W12,533,,SensorIN
SmartXPro_IN,IN,2029-W13,528,,SensorIN
SmartXPro_IN,IN,2029-W14,522,,SensorIN
SmartXPro_IN,IN,2029-W15,517,,SensorIN
SmartXPro_IN,IN,2029-W16,511,,SensorIN
SmartXPro_IN,IN,2029-W17,506,,SensorIN
SmartXPro_IN,IN,2029-W18,500,,SensorIN
SmartXPro_IN,IN,2029-W19,494,,SensorIN
SmartXPro_IN,IN,2029-W20,489,,SensorIN
SmartXPro_IN,IN,2029-W21,483,,SensorIN
SmartXPro_IN,IN,2029-W22,478,,SensorIN
SmartXPro_IN,IN,2029-W23,472,,SensorIN
SmartXPro_IN,IN,2029-W24,467,,SensorIN
SmartXPro_IN,IN,2029-W25,461,,SensorIN
SmartXPro_IN,IN,2029-W26,456,,SensorIN
SmartXPro_IN,IN,2029-W27,444,,SensorIN
SmartXPro_IN,IN,2029-W28,439,,SensorIN
SmartXPro_IN,IN,2029-W29,433,,SensorIN
SmartXPro_IN,IN,2029-W30,428,,SensorIN
SmartXPro_IN,IN,2029-W31,422,,SensorIN
SmartXPro_IN,IN,2029-W32,417,,SensorIN
SmartXPro_IN,IN,2029-W33,411,,SensorIN
SmartXPro_IN,IN,2029-W34,406,,SensorIN
SmartXPro_IN,IN,2029-W35,400,,SensorIN
SmartXPro_IN,IN,2029-W36,394,,SensorIN
SmartXPro_IN,IN,2029-W37,389,,SensorIN
SmartXPro_IN,IN,2029-W38,383,,SensorIN
SmartXPro_IN,IN,2029-W39,378,,SensorIN
SmartXPro_IN,IN,2029-W40,372,,SensorIN
SmartXPro_IN,IN,2029-W41,367,,SensorIN
SmartXPro_IN,IN,2029-W42,361,,SensorIN
SmartXPro_IN,IN,2029-W43,356,,SensorIN
SmartXPro_IN,IN,2029-W44,350,,SensorIN
SmartXPro_IN,IN,2029-W45,344,,SensorIN
SmartXPro_IN,IN,2029-W46,339,,SensorIN
SmartXPro_IN,IN,2029-W47,333,,SensorIN
SmartXPro_IN,IN,2029-W48,328,,SensorIN
SmartXPro_IN,IN,2029-W49,322,,SensorIN
SmartXPro_IN,IN,2029-W50,317,,SensorIN
SmartXPro_IN,IN,2029-W51,311,,SensorIN
SmartXPro_IN,IN,2029-W52,306,,SensorIN
SmartXPro_IN,IN,2030-W01,303,,SensorIN
SmartXPro_IN,IN,2030-W02,299,,SensorIN
SmartXPro_IN,IN,2030-W03,295,,SensorIN
SmartXPro_IN,IN,2030-W04,291,,SensorIN
SmartXPro_IN,IN,2030-W05,287,,SensorIN
SmartXPro_IN,IN,2030-W06,284,,SensorIN
SmartXPro_IN,IN,2030-W07,280,,SensorIN
SmartXPro_IN,IN,2030-W08,276,,SensorIN
SmartXPro_IN,IN,2030-W09,272,,SensorIN
SmartXPro_IN,IN,2030-W10,268,,SensorIN
SmartXPro_IN,IN,2030-W11,264,,SensorIN
SmartXPro_IN,IN,2030-W12,260,,SensorIN
SmartXPro_IN,IN,2030-W13,256,,SensorIN
SmartXPro_IN,IN,2030-W14,253,,SensorIN
SmartXPro_IN,IN,2030-W15,249,,SensorIN
SmartXPro_IN,IN,2030-W16,245,,SensorIN
SmartXPro_IN,IN,2030-W17,241,,SensorIN
SmartXPro_IN,IN,2030-W18,237,,SensorIN
SmartXPro_IN,IN,2030-W19,233,,SensorIN
SmartXPro_IN,IN,2030-W20,229,,SensorIN
SmartXPro_IN,IN,2030-W21,225,,SensorIN
SmartXPro_IN,IN,2030-W22,221,,SensorIN
SmartXPro_IN,IN,2030-W23,218,,SensorIN
SmartXPro_IN,IN,2030-W24,214,,SensorIN
SmartXPro_IN,IN,2030-W25,210,,SensorIN
SmartXPro_IN,IN,2030-W26,206,,SensorIN
SmartXPro_IN,IN,2030-W27,202,,SensorIN
SmartXPro_IN,IN,2030-W28,198,,SensorIN
SmartXPro_IN,IN,2030-W29,194,,SensorIN
SmartXPro_IN,IN,2030-W30,190,,SensorIN
SmartXPro_IN,IN,2030-W31,187,,SensorIN
SmartXPro_IN,IN,2030-W32,183,,SensorIN
SmartXPro_IN,IN,2030-W33,179,,SensorIN
SmartXPro_IN,IN,2030-W34,175,,SensorIN
SmartXPro_IN,IN,2030-W35,171,,SensorIN
SmartXPro_IN,IN,2030-W36,167,,SensorIN
SmartXPro_IN,IN,2030-W37,163,,SensorIN
SmartXPro_IN,IN,2030-W38,159,,SensorIN
SmartXPro_IN,IN,2030-W39,155,,SensorIN
SmartXPro_IN,IN,2030-W40,152,,SensorIN
SmartXPro_IN,IN,2030-W41,148,,SensorIN
SmartXPro_IN,IN,2030-W42,144,,SensorIN
SmartXPro_IN,IN,2030-W43,140,,SensorIN
SmartXPro_IN,IN,2030-W44,136,,SensorIN
SmartXPro_IN,IN,2030-W45,132,,SensorIN
SmartXPro_IN,IN,2030-W46,128,,SensorIN
SmartXPro_IN,IN,2030-W47,124,,SensorIN
SmartXPro_IN,IN,2030-W48,121,,SensorIN
SmartXPro_IN,IN,2030-W49,117,,SensorIN
SmartXPro_IN,IN,2030-W50,113,,SensorIN
SmartXPro_IN,IN,2030-W51,109,,SensorIN
SmartXPro_IN,IN,2030-W52,105,,SensorIN
SmartX,CN,2026-W01,633,,AssemblyCN
SmartX,CN,2026-W02,630,,AssemblyCN
SmartX,CN,2026-W03,628,,AssemblyCN
SmartX,CN,2026-W04,626,,AssemblyCN
SmartX,CN,2026-W05,623,,AssemblyCN
SmartX,CN,2026-W06,620,,AssemblyCN
SmartX,CN,2026-W07,618,,AssemblyCN
SmartX,CN,2026-W08,616,,AssemblyCN
SmartX,CN,2026-W09,613,,AssemblyCN
SmartX,CN,2026-W10,610,,AssemblyCN
SmartX,CN,2026-W11,608,,AssemblyCN
SmartX,CN,2026-W12,606,,AssemblyCN
SmartX,CN,2026-W13,603,,AssemblyCN
SmartX,CN,2026-W14,600,,AssemblyCN
SmartX,CN,2026-W15,598,,AssemblyCN
SmartX,CN,2026-W16,596,,AssemblyCN
SmartX,CN,2026-W17,593,,AssemblyCN
SmartX,CN,2026-W18,590,,AssemblyCN
SmartX,CN,2026-W19,588,,AssemblyCN
SmartX,CN,2026-W20,586,,AssemblyCN
SmartX,CN,2026-W21,583,,AssemblyCN
SmartX,CN,2026-W22,580,,AssemblyCN
SmartX,CN,2026-W23,578,,AssemblyCN
SmartX,CN,2026-W24,576,,AssemblyCN
SmartX,CN,2026-W25,573,,AssemblyCN
SmartX,CN,2026-W26,570,,AssemblyCN
SmartX,CN,2026-W27,568,,AssemblyCN
SmartX,CN,2026-W28,566,,AssemblyCN
SmartX,CN,2026-W29,563,,AssemblyCN
SmartX,CN,2026-W30,560,,AssemblyCN
SmartX,CN,2026-W31,558,,AssemblyCN
SmartX,CN,2026-W32,556,,AssemblyCN
SmartX,CN,2026-W33,553,,AssemblyCN
SmartX,CN,2026-W34,550,,AssemblyCN
SmartX,CN,2026-W35,548,,AssemblyCN
SmartX,CN,2026-W36,546,,AssemblyCN
SmartX,CN,2026-W37,543,,AssemblyCN
SmartX,CN,2026-W38,540,,AssemblyCN
SmartX,CN,2026-W39,538,,AssemblyCN
SmartX,CN,2026-W40,536,,AssemblyCN
SmartX,CN,2026-W41,533,,AssemblyCN
SmartX,CN,2026-W42,530,,AssemblyCN
SmartX,CN,2026-W43,528,,AssemblyCN
SmartX,CN,2026-W44,526,,AssemblyCN
SmartX,CN,2026-W45,523,,AssemblyCN
SmartX,CN,2026-W46,520,,AssemblyCN
SmartX,CN,2026-W47,518,,AssemblyCN
SmartX,CN,2026-W48,516,,AssemblyCN
SmartX,CN,2026-W49,513,,AssemblyCN
SmartX,CN,2026-W50,510,,AssemblyCN
SmartX,CN,2026-W51,508,,AssemblyCN
SmartX,CN,2026-W52,506,,AssemblyCN
SmartX,CN,2026-W53,503,,AssemblyCN
SmartX,CN,2027-W01,500,,AssemblyCN
SmartX,CN,2027-W02,500,,AssemblyCN
SmartX,CN,2027-W03,500,,AssemblyCN
SmartX,CN,2027-W04,500,,AssemblyCN
SmartX,CN,2027-W05,500,,AssemblyCN
SmartX,CN,2027-W06,500,,AssemblyCN
SmartX,CN,2027-W07,500,,AssemblyCN
SmartX,CN,2027-W08,500,,AssemblyCN
SmartX,CN,2027-W09,500,,AssemblyCN
SmartX,CN,2027-W10,500,,AssemblyCN
SmartX,CN,2027-W11,500,,AssemblyCN
SmartX,CN,2027-W12,500,,AssemblyCN
SmartX,CN,2027-W13,500,,AssemblyCN
SmartX,CN,2027-W14,500,,AssemblyCN
SmartX,CN,2027-W15,500,,AssemblyCN
SmartX,CN,2027-W16,500,,AssemblyCN
SmartX,CN,2027-W17,500,,AssemblyCN
SmartX,CN,2027-W18,500,,AssemblyCN
SmartX,CN,2027-W19,500,,AssemblyCN
SmartX,CN,2027-W20,500,,AssemblyCN
SmartX,CN,2027-W21,500,,AssemblyCN
SmartX,CN,2027-W22,500,,AssemblyCN
SmartX,CN,2027-W23,500,,AssemblyCN
SmartX,CN,2027-W24,500,,AssemblyCN
SmartX,CN,2027-W25,500,,AssemblyCN
SmartX,CN,2027-W26,500,,AssemblyCN
SmartX,CN,2027-W27,500,,AssemblyCN
SmartX,CN,2027-W28,500,,AssemblyCN
SmartX,CN,2027-W29,500,,AssemblyCN
SmartX,CN,2027-W30,500,,AssemblyCN
SmartX,CN,2027-W31,500,,AssemblyCN
SmartX,CN,2027-W32,500,,AssemblyCN
SmartX,CN,2027-W33,500,,AssemblyCN
SmartX,CN,2027-W34,500,,AssemblyCN
SmartX,CN,2027-W35,500,,AssemblyCN
SmartX,CN,2027-W36,500,,AssemblyCN
SmartX,CN,2027-W37,500,,AssemblyCN
SmartX,CN,2027-W38,500,,AssemblyCN
SmartX,CN,2027-W39,500,,AssemblyCN
SmartX,CN,2027-W40,500,,AssemblyCN
SmartX,CN,2027-W41,500,,AssemblyCN
SmartX,CN,2027-W42,500,,AssemblyCN
SmartX,CN,2027-W43,500,,AssemblyCN
SmartX,CN,2027-W44,500,,AssemblyCN
SmartX,CN,2027-W45,500,,AssemblyCN
SmartX,CN,2027-W46,500,,AssemblyCN
SmartX,CN,2027-W47,500,,AssemblyCN
SmartX,CN,2027-W48,500,,AssemblyCN
SmartX,CN,2027-W49,500,,AssemblyCN
SmartX,CN,2027-W50,500,,AssemblyCN
SmartX,CN,2027-W51,500,,AssemblyCN
SmartX,CN,2027-W52,500,,AssemblyCN
SmartX,CN,2028-W01,495,,AssemblyCN
SmartX,CN,2028-W02,491,,AssemblyCN
SmartX,CN,2028-W03,486,,AssemblyCN
SmartX,CN,2028-W04,481,,AssemblyCN
SmartX,CN,2028-W05,476,,AssemblyCN
SmartX,CN,2028-W06,472,,AssemblyCN
SmartX,CN,2028-W07,467,,AssemblyCN
SmartX,CN,2028-W08,462,,AssemblyCN
SmartX,CN,2028-W09,458,,AssemblyCN
SmartX,CN,2028-W10,453,,AssemblyCN
SmartX,CN,2028-W11,448,,AssemblyCN
SmartX,CN,2028-W12,443,,AssemblyCN
SmartX,CN,2028-W13,439,,AssemblyCN
SmartX,CN,2028-W14,434,,AssemblyCN
SmartX,CN,2028-W15,429,,AssemblyCN
SmartX,CN,2028-W16,425,,AssemblyCN
SmartX,CN,2028-W17,420,,AssemblyCN
SmartX,CN,2028-W18,415,,AssemblyCN
SmartX,CN,2028-W19,410,,AssemblyCN
SmartX,CN,2028-W20,406,,AssemblyCN
SmartX,CN,2028-W21,401,,AssemblyCN
SmartX,CN,2028-W22,396,,AssemblyCN
SmartX,CN,2028-W23,392,,AssemblyCN
SmartX,CN,2028-W24,387,,AssemblyCN
SmartX,CN,2028-W25,382,,AssemblyCN
SmartX,CN,2028-W26,377,,AssemblyCN
SmartX,CN,2028-W27,373,,AssemblyCN
SmartX,CN,2028-W28,368,,AssemblyCN
SmartX,CN,2028-W29,363,,AssemblyCN
SmartX,CN,2028-W30,358,,AssemblyCN
SmartX,CN,2028-W31,354,,AssemblyCN
SmartX,CN,2028-W32,349,,AssemblyCN
SmartX,CN,2028-W33,344,,AssemblyCN
SmartX,CN,2028-W34,340,,AssemblyCN
SmartX,CN,2028-W35,335,,AssemblyCN
SmartX,CN,2028-W36,330,,AssemblyCN
SmartX,CN,2028-W37,325,,AssemblyCN
SmartX,CN,2028-W38,321,,AssemblyCN
SmartX,CN,2028-W39,316,,AssemblyCN
SmartX,CN,2028-W40,311,,AssemblyCN
SmartX,CN,2028-W41,307,,AssemblyCN
SmartX,CN,2028-W42,302,,AssemblyCN
SmartX,CN,2028-W43,297,,AssemblyCN
SmartX,CN,2028-W44,292,,AssemblyCN
SmartX,CN,2028-W45,288,,AssemblyCN
SmartX,CN,2028-W46,283,,AssemblyCN
SmartX,CN,2028-W47,278,,AssemblyCN
SmartX,CN,2028-W48,274,,AssemblyCN
SmartX,CN,2028-W49,269,,AssemblyCN
SmartX,CN,2028-W50,264,,AssemblyCN
SmartX,CN,2028-W51,259,,AssemblyCN
SmartX,CN,2028-W52,255,,AssemblyCN
SmartX,CN,2029-W01,247,,AssemblyCN
SmartX,CN,2029-W02,244,,AssemblyCN
SmartX,CN,2029-W03,242,,AssemblyCN
SmartX,CN,2029-W04,239,,AssemblyCN
SmartX,CN,2029-W05,236,,AssemblyCN
SmartX,CN,2029-W06,233,,AssemblyCN
SmartX,CN,2029-W07,230,,AssemblyCN
SmartX,CN,2029-W08,227,,AssemblyCN
SmartX,CN,2029-W09,225,,AssemblyCN
SmartX,CN,2029-W10,222,,AssemblyCN
SmartX,CN,2029-W11,219,,AssemblyCN
SmartX,CN,2029-W12,216,,AssemblyCN
SmartX,CN,2029-W13,213,,AssemblyCN
SmartX,CN,2029-W14,210,,AssemblyCN
SmartX,CN,2029-W15,208,,AssemblyCN
SmartX,CN,2029-W16,205,,AssemblyCN
SmartX,CN,2029-W17,202,,AssemblyCN
SmartX,CN,2029-W18,199,,AssemblyCN
SmartX,CN,2029-W19,196,,AssemblyCN
SmartX,CN,2029-W20,193,,AssemblyCN
SmartX,CN,2029-W21,191,,AssemblyCN
SmartX,CN,2029-W22,188,,AssemblyCN
SmartX,CN,2029-W23,185,,AssemblyCN
SmartX,CN,2029-W24,182,,AssemblyCN
SmartX,CN,2029-W25,179,,AssemblyCN
SmartX,CN,2029-W26,176,,AssemblyCN
SmartX,CN,2029-W27,174,,AssemblyCN
SmartX,CN,2029-W28,171,,AssemblyCN
SmartX,CN,2029-W29,168,,AssemblyCN
SmartX,CN,2029-W30,165,,AssemblyCN
SmartX,CN,2029-W31,162,,AssemblyCN
SmartX,CN,2029-W32,159,,AssemblyCN
SmartX,CN,2029-W33,157,,AssemblyCN
SmartX,CN,2029-W34,154,,AssemblyCN
SmartX,CN,2029-W35,151,,AssemblyCN
SmartX,CN,2029-W36,148,,AssemblyCN
SmartX,CN,2029-W37,145,,AssemblyCN
SmartX,CN,2029-W38,142,,AssemblyCN
SmartX,CN,2029-W39,140,,AssemblyCN
SmartX,CN,2029-W40,137,,AssemblyCN
SmartX,CN,2029-W41,134,,AssemblyCN
SmartX,CN,2029-W42,131,,AssemblyCN
SmartX,CN,2029-W43,128,,AssemblyCN
SmartX,CN,2029-W44,125,,AssemblyCN
SmartX,CN,2029-W45,123,,AssemblyCN
SmartX,CN,2029-W46,120,,AssemblyCN
SmartX,CN,2029-W47,117,,AssemblyCN
SmartX,CN,2029-W48,114,,AssemblyCN
SmartX,CN,2029-W49,111,,AssemblyCN
SmartX,CN,2029-W50,108,,AssemblyCN
SmartX,CN,2029-W51,106,,AssemblyCN
SmartX,CN,2029-W52,103,,AssemblyCN
SmartX,CN,2030-W01,103,,AssemblyCN
SmartX,CN,2030-W02,99,,AssemblyCN
SmartX,CN,2030-W03,95,,AssemblyCN
SmartX,CN,2030-W04,91,,AssemblyCN
SmartX,CN,2030-W05,87,,AssemblyCN
SmartX,CN,2030-W06,83,,AssemblyCN
SmartX,CN,2030-W07,79,,AssemblyCN
SmartX,CN,2030-W08,75,,AssemblyCN
SmartX,CN,2030-W09,71,,AssemblyCN
SmartX,CN,2030-W10,67,,AssemblyCN
SmartX,CN,2030-W11,63,,AssemblyCN
SmartX,CN,2030-W12,59,,AssemblyCN
SmartX,CN,2030-W13,55,,AssemblyCN
SmartX,CN,2030-W14,52,,AssemblyCN
SmartX,CN,2030-W15,48,,AssemblyCN
SmartX,CN,2030-W16,44,,AssemblyCN
SmartX,CN,2030-W17,40,,AssemblyCN
SmartX,CN,2030-W18,36,,AssemblyCN
SmartX,CN,2030-W19,32,,AssemblyCN
SmartX,CN,2030-W20,28,,AssemblyCN
SmartX,CN,2030-W21,24,,AssemblyCN
SmartX,CN,2030-W22,20,,AssemblyCN
SmartX,CN,2030-W23,16,,AssemblyCN
SmartX,CN,2030-W24,12,,AssemblyCN
SmartX,CN,2030-W25,8,,AssemblyCN
SmartX,CN,2030-W26,4,,AssemblyCN
SmartX,CN,2030-W27,0,,AssemblyCN
SmartX,CN,2030-W28,0,,AssemblyCN
SmartX,CN,2030-W29,0,,AssemblyCN
SmartX,CN,2030-W30,0,,AssemblyCN
SmartX,CN,2030-W31,0,,AssemblyCN
SmartX,CN,2030-W32,0,,AssemblyCN
SmartX,CN,2030-W33,0,,AssemblyCN
SmartX,CN,2030-W34,0,,AssemblyCN
SmartX,CN,2030-W35,0,,AssemblyCN
SmartX,CN,2030-W36,0,,AssemblyCN
SmartX,CN,2030-W37,0,,AssemblyCN
SmartX,CN,2030-W38,0,,AssemblyCN
SmartX,CN,2030-W39,0,,AssemblyCN
SmartX,CN,2030-W40,0,,AssemblyCN
SmartX,CN,2030-W41,0,,AssemblyCN
SmartX,CN,2030-W42,0,,AssemblyCN
SmartX,CN,2030-W43,0,,AssemblyCN
SmartX,CN,2030-W44,0,,AssemblyCN
SmartX,CN,2030-W45,0,,AssemblyCN
SmartX,CN,2030-W46,0,,AssemblyCN
SmartX,CN,2030-W47,0,,AssemblyCN
SmartX,CN,2030-W48,0,,AssemblyCN
SmartX,CN,2030-W49,0,,AssemblyCN
SmartX,CN,2030-W50,0,,AssemblyCN
SmartX,CN,2030-W51,0,,AssemblyCN
SmartX,CN,2030-W52,0,,AssemblyCN
SmartXPro_CN,CN,2026-W01,1350,,AssemblyCN
SmartXPro_CN,CN,2026-W02,1350,,AssemblyCN
